node_1,node_2,edge,chunk_id,count
rana,mansoor bhai,"Rana kills a man for not returning the money he borrowed from Mansoor Bhai's accomplice, which leads to their association in drug business.",15a67a1e063f418e81ff0c0a3d9b259a,4
rana,drugs,Rana starts selling drugs to college students and school children due to the lack of return from his money lending business.,15a67a1e063f418e81ff0c0a3d9b259a,4
rana,mumbai police,Rana kills two senior officers heavily drugged and sent by Mumbai Police to stop him.,15a67a1e063f418e81ff0c0a3d9b259a,4
radhe,undercover police officer,Radhe accepts the job of stopping Rana due to his experience as an undercover police officer.,15a67a1e063f418e81ff0c0a3d9b259a,4
radhe,diya abhyankar,"Radhe meets and falls in love with Diya Abhyankar, a model, while being undercover.",15a67a1e063f418e81ff0c0a3d9b259a,4
radhe,dagdu dada's gang,Radhe defeats all the men in Dagdu Dada's gang due to their conflict with another gang led by Dilawar.,15a67a1e063f418e81ff0c0a3d9b259a,4
radhe,dilawar's brother mansoor,"Radhe finds out from fellow officers that Mansoor deals with drugs, which leads to their encounter.",15a67a1e063f418e81ff0c0a3d9b259a,4
rana,mansoor bhai,Rana teams up with Mansoor after Rana brutally stabs Dilawar to death.,15a67a1e063f418e81ff0c0a3d9b259a,4
rana,mansoor,Rana teams up with Mansoor and they lure Dilawar to them. Rana and his men brutally stab Dilawar to death.,a3a4c43b39c643f4ac24d682bfdcabe4,4
dilawar,rana,Rana and his men brutally stab Dilawar to death.,a3a4c43b39c643f4ac24d682bfdcabe4,4
diya,radhe,Diya finds out that Diya is the sister of Radhe's senior officer Avinash Abhyankhar. Avinash approves of their relationship.,a3a4c43b39c643f4ac24d682bfdcabe4,4
rana,dada's gang members,Rana and his guards kill Dada's gang members.,a3a4c43b39c643f4ac24d682bfdcabe4,4
radhe,diya,Radhe finds out that Diya is the sister of Radhe's senior officer Avinash Abhyankhar.,a3a4c43b39c643f4ac24d682bfdcabe4,4
rana,diya,Rana kills Dagdu in revenge.,a3a4c43b39c643f4ac24d682bfdcabe4,4
radhe,mansoor,Radhe convinces Mansoor to join his side after arresting him.,a3a4c43b39c643f4ac24d682bfdcabe4,4
rana,diya,Rana finds out that Mansoor works with Radhe and kills him.,a3a4c43b39c643f4ac24d682bfdcabe4,4
radhe,school students,"Radhe seeks the help of school students, they accept and start taking photos of Rana's gang and the people they supply drugs to.",a3a4c43b39c643f4ac24d682bfdcabe4,4
rana,radhe,enemy relationship established in the context as Radhe is a police officer trying to arrest Rana's gang.,f5f934bd46d548dfa579c6ce55444e62,4
radhe,nikisha,Radhe saves Nikisha from being killed by Rana.,f5f934bd46d548dfa579c6ce55444e62,4
rana,nikisha,Rana tries to kill Nikisha.,f5f934bd46d548dfa579c6ce55444e62,4
radhe,avinash,"Both Radhe and Avinash try to kill Rana, but later Radhe saves Avinash from being killed by Rana.",f5f934bd46d548dfa579c6ce55444e62,4
rana,avinash,Rana tries to kill Avinash.,f5f934bd46d548dfa579c6ce55444e62,4
radhe,school students,Radhe receives help from school students in arresting Rana's gang and the people they supply drugs to.,f5f934bd46d548dfa579c6ce55444e62,4
rana,school students,Rana's gang and the people they supply drugs to are accepted help by school students as mentioned in the context.,f5f934bd46d548dfa579c6ce55444e62,4
