Question & Options,Correct Answer
"In the movie '12 Years a Slave' (2013), what is the relationship between Solomon Northup and Edwin Epps?
Options:
A. Solomon Northup is Edwin Epps' friend.
B. Solomon Northup was sold to Edwin Epps, who was abusive towards him.
C. Edwin Epps helps Solomon Northup escape.
D. Solomon Northup is the son of Edwin Epps.","Solomon Northup was sold to Edwin Epps, who was abusive towards him."
"In the movie '12 Years a Slave' (2013), what identity does the slave trader Theophilus Freeman give to Solomon Northup to conceal his true identity?
Options:
A. Platt
B. Solomon
C. Freeman
D. Georgia",Platt
"In the movie '12 Years a Slave' (2013), who sold Solomon Northup to plantation owner William Ford?
Options:
A. A) James H. Birch
B. B) Theophilus Freeman
C. C) Solomon Northup himself
D. D) William Ford",B) Theophilus Freeman
"In the movie '12 Years a Slave' (2013), what significant gesture did plantation owner William Ford extend towards Solomon Northup before ultimately selling him to another owner?
Options:
A. He taught him how to read and write.
B. He gave him a violin.
C. He promised to free him after a year.
D. He made him his personal assistant.",He gave him a violin.
"In the movie '12 Years a Slave' (2013), what event led to the tension between Solomon Northup and plantation carpenter John Tibeats?
Options:
A. Solomon Northup stole from John Tibeats
B. John Tibeats insulted Solomon Northup's family
C. Solomon Northup defended himself from John Tibeats's violent beatings
D. John Tibeats refused to work with Solomon Northup",Solomon Northup defended himself from John Tibeats's violent beatings
"In the movie '12 Years a Slave' (2013), what significant connection does Solomon Northup have with the Edwin Epps House, now located on the grounds of Louisiana State University of Alexandria?
Options:
A. He lived there during his enslavement.
B. He helped build it with Samuel Bass.
C. It was his childhood home.
D. He visited it frequently as a free man.",He helped build it with Samuel Bass.
"In the movie '12 Years a Slave' (2013), what significant action does Solomon Northup take regarding his situation with Ford?
Options:
A. He successfully escapes to freedom.
B. He attempts to explain his situation, but Ford sells him to Edwin Epps.
C. He decides to work for Ford without complaint.
D. He persuades Ford to help him return home.","He attempts to explain his situation, but Ford sells him to Edwin Epps."
"In the movie '12 Years a Slave' (2013), how is Epps characterized in relation to Northup?
Options:
A. Epps is kind and nurturing towards Northup.
B. Epps is abusive and sadistic towards his slaves, unlike Ford.
C. Epps is a friend and ally of Northup.
D. Epps treats Northup as an equal.","Epps is abusive and sadistic towards his slaves, unlike Ford."
"In the movie '12 Years a Slave' (2013), what is the nature of the relationship between Patsey and Epps?
Options:
A. Epps is Patsey's protector.
B. Patsey is Epps' daughter.
C. Epps regularly rapes Patsey, and his jealous wife abuses her.
D. Patsey and Epps are close friends.","Epps regularly rapes Patsey, and his jealous wife abuses her."
"In the movie '12 Years a Slave' (2013), which character favors Solomon Northup and allows him to perform at a celebration while keeping his earnings?
Options:
A. A. Ford
B. B. Turner
C. C. Epps
D. D. Bass",B. Turner
