node_1,node_2,edge,chunk_id,count
pinocchio,live-action adaptation of pinocchio,"In 1985, Jim Henson and director Steve Barron approached Walt Disney Pictures with the idea of a live-action version of Pinocchio, but Disney turned down the project. On April 8, 2015, it was announced that Walt Disney Pictures was developing a live-action adaptation of the 1940 animated film Pinocchio.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,director robert zemeckis,"In 1985, Jim Henson and director Steve Barron approached Walt Disney Pictures with the idea of a live-action version of Pinocchio, directed by Robert Zemeckis (left), but Disney turned down the project.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,co-writer peter hedges,"In April 8, 2015, it was announced that Walt Disney Pictures was developing a live-action adaptation of the 1940 animated film Pinocchio, with screenwriter Peter Hedges.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,co-writer chris weitz,"On May 22, 2017, it was announced that Chris Weitz would replace Hedges as a screenwriter, as well as serve as a producer, for the live-action adaptation of Pinocchio.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,director sam mendes,"On May 22, 2017, it was announced that Chris Weitz would replace Hedges as a screenwriter, and director Sam Mendes was in talks to direct the project.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,director paul king,"On February 20, 2018, it was announced that Paul King was set to direct the film, with co-producer Andrew Milano.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,production in england and italy during 2019,"On February 20, 2018, it was announced that Paul King was set to direct the film, with production expected to begin in late 2018 in England and Italy during 2019.",8b86683ef67b4cb3a35019316cb563e6,4
pinocchio,writer simon farnaby,"In November 2018, Simon Farnaby was reported to have worked on a new draft for the film.",8b86683ef67b4cb3a35019316cb563e6,4
disney,simon farnaby,"In November 2018, Simon Farnaby was reported to have worked on a new draft for the film at Disney.",4f6ac7e3402c4eed98ba5c25329f762f,4
king,disney,"In January 2019, it was reported that King left the film due to 'family reasons' while Disney was announced to be searching for a new director for the project.",4f6ac7e3402c4eed98ba5c25329f762f,4
robert zemeckis,disney,"On October 18, 2019, it was reported that Robert Zemeckis was in talks to direct the film for Disney.",4f6ac7e3402c4eed98ba5c25329f762f,4
tom hanks,geppetto,"Tom Hanks (left), Cynthia Erivo, Giuseppe Battiston and Luke Evans play Geppetto, The Blue Fairy, Stromboli and The Coachman.",4f6ac7e3402c4eed98ba5c25329f762f,4
king,tom hanks,Hanks passed on the project after King's departure.,4f6ac7e3402c4eed98ba5c25329f762f,4
robert zemeckis,tom hanks,"Hanks reportedly reached out to director Robert Zemeckis for the role of Geppetto after reading the script; the two have previously worked together in the films Forrest Gump (1994), Cast Away (2000), and The Polar Express (2004).",4f6ac7e3402c4eed98ba5c25329f762f,4
joseph gordon-levitt,jiminy cricket,"Joseph Gordon-Levitt (left), Keegan-Michael Key and Lorraine Bracco voice Jiminy Cricket, 'Honest' John Worthington Foulfellow and Sofia the Seagull.",4f6ac7e3402c4eed98ba5c25329f762f,4
keegan-michael key,joseph gordon-levitt,Both Joseph Gordon-Levitt and Keegan-Michael Key voice characters in the film.,4f6ac7e3402c4eed98ba5c25329f762f,4
lorraine bracco,joseph gordon-levitt,Both Joseph Gordon-Levitt and Lorraine Bracco voice characters in the film.,4f6ac7e3402c4eed98ba5c25329f762f,4
luke evans,coachman,"In January 2021, Luke Evans joined the cast as the Coachman and Oakes Fegley",4f6ac7e3402c4eed98ba5c25329f762f,4
oakes fegley,luke evans,"In January 2021, Luke Evans joined the cast as the Coachman and Oakes Fegley",4f6ac7e3402c4eed98ba5c25329f762f,4
the polar express (2004),pinocchio,"Both movies are animated fantasy films for children, produced by American studios.",d3504fdd043549db8e454b3800738551,4
luke evans,oakes fegley,Both actors have joined the cast of the upcoming Pinocchio adaptation directed by Robert Zemeckis.,d3504fdd043549db8e454b3800738551,4
benjamin evan ainsworth,pinocchio,Ainsworth has been cast as the titular character in the new Pinocchio movie directed by Robert Zemeckis.,d3504fdd043549db8e454b3800738551,4
cynthia erivo,the blue fairy,Erivo will portray The Blue Fairy in the new Pinocchio adaptation directed by Robert Zemeckis.,d3504fdd043549db8e454b3800738551,4
joseph gordon-levitt,jiminy cricket,Gordon-Levitt will voice Jiminy Cricket in the new Pinocchio adaptation directed by Robert Zemeckis.,d3504fdd043549db8e454b3800738551,4
keegan-michael key,honest john,Key will provide the voice of Honest John in the new Pinocchio movie directed by Robert Zemeckis.,d3504fdd043549db8e454b3800738551,4
lorraine bracco,sofia the seagull,Bracco will lend her voice to Sofia the Seagull in the new Pinocchio adaptation directed by Robert Zemeckis.,d3504fdd043549db8e454b3800738551,4
gump (1994),cast away (2000),"Both movies are Hollywood films, with Gump released in 1994 and Cast Away following in 2000.",d3504fdd043549db8e454b3800738551,4
