node_1,node_2,edge,chunk_id,count
alyson hannigan,julia jones,both actresses appear in this movie's cast,161db4d223d045d29b54f96491e74820,4
adam campbell,grant funkyerdoder,Campbell portrays the character Grant Funkyerdoder in the movie,161db4d223d045d29b54f96491e74820,4
eddie griffin,frank jones,Griffin depicts the character Frank Jones in this film's cast,161db4d223d045d29b54f96491e74820,4
sophie monk,andy,Monk plays the role of Andy in the movie's cast,161db4d223d045d29b54f96491e74820,4
tony cox,nicky,Cox portrays the character Nicky in this film's cast,161db4d223d045d29b54f96491e74820,4
fred willard,bernie funkyerdoder,Willard appears as Bernie Funkyerdoder in the movie's cast,161db4d223d045d29b54f96491e74820,4
jennifer coolidge,roz funkyerdoder,Coolidge portrays the character Roz Funkyerdoder in this film's cast,161db4d223d045d29b54f96491e74820,4
meera simhan,linda jones,Simhan appears as Linda Jones in the movie's cast,161db4d223d045d29b54f96491e74820,4
judah friedlander,nicky,Friedlander also plays the role of Nicky in this film's cast,161db4d223d045d29b54f96491e74820,4
marie matiko,betty jones,Matiko appears as Betty Jones in the movie's cast,161db4d223d045d29b54f96491e74820,4
valery ortiz,jell-o,Ortiz portrays the character Jell-O in this film's cast,161db4d223d045d29b54f96491e74820,4
carmen electra,anne,Electra plays the role of Anne in the movie's cast,161db4d223d045d29b54f96491e74820,4
mauricio sanchez,eduardo,Sanchez portrays the character Eduardo in this film's cast,161db4d223d045d29b54f96491e74820,4
frank welker,jinxers the cat,Welker voices Jinxers the cat character in the movie,161db4d223d045d29b54f96491e74820,4
beverly polcyn,old cat woman,Polcyn depicts the character Old Cat Woman in this film's cast,161db4d223d045d29b54f96491e74820,4
scott speedman,ty andrews,Speedman appears as Ty Andrews in the movie's cast,161db4d223d045d29b54f96491e74820,4
jack cortes,danny ricks,Cortes portrays the character Danny Ricks in this film's cast,161db4d223d045d29b54f96491e74820,4
tom fitzpatrick,gandalf,Fitzpatrick appears as Gandalf in the movie's cast,161db4d223d045d29b54f96491e74820,4
tom lenk,frodo,Lenk depicts the character Frodo in this film's cast,161db4d223d045d29b54f96491e74820,4
lil jon,himself,Jon appears as himself in this movie,161db4d223d045d29b54f96491e74820,4
josh meyers,napoleon dynamite / owen wilson from wedding crashers,Meyers portrays the characters Napoleon Dynamite and Owen Wilson from Wedding Crashers in this movie's cast,161db4d223d045d29b54f96491e74820,4
edward moss,michael jackson,Moss reprises his role as Michael Jackson from Scary Movie 3 in this film's cast,161db4d223d045d29b54f96491e74820,4
nadia dina ariqat,britney spears,Ariqat portrays the character Britney Spears in this movie's cast,161db4d223d045d29b54f96491e74820,4
nick steele,ben stiller,Steele depicts the character Ben Stiller in this film's cast,161db4d223d045d29b54f96491e74820,4
