node_1,node_2,edge,chunk_id,count
reese witherspoon,officer rose cooper,Reese Witherspoon portrays the character of Officer Rose Cooper in this movie.,43b5261ec69f434682c05e6a47216b28,4
sofía vergara,daniella riva,Sofía Vergara acts as Daniella Riva in this movie.,43b5261ec69f434682c05e6a47216b28,4
robert kazinsky,randy,Robert Kazinsky plays the role of Randy in this movie.,43b5261ec69f434682c05e6a47216b28,4
matthew del negro,detective hauser,Matthew Del Negro performs as Detective Hauser in this movie.,43b5261ec69f434682c05e6a47216b28,4
michael mosley,detective dixon,Michael Mosley portrays the character of Detective Dixon in this movie.,43b5261ec69f434682c05e6a47216b28,4
richard t. jones,u.s. marshall jackson,Richard T. Jones represents U.S. Marshal Jackson in this movie.,43b5261ec69f434682c05e6a47216b28,4
benny nieves,jesus,Benny Nieves embodies Jesus in this movie.,43b5261ec69f434682c05e6a47216b28,4
michael ray escamilla,angel,Michael Ray Escamilla portrays the role of Angel in this movie.,43b5261ec69f434682c05e6a47216b28,4
joaquín cosío,vicente cortez,Joaquín Cosío plays Vicente Cortez in this movie.,43b5261ec69f434682c05e6a47216b28,4
john carroll lynch,captain emmett,John Carroll Lynch enacts Captain Emmett's character in this movie.,43b5261ec69f434682c05e6a47216b28,4
jim gaffigan,red,Jim Gaffigan performs the character of Red in this movie.,43b5261ec69f434682c05e6a47216b28,4
mike birbiglia,steve,Mike Birbiglia portrays Steve's character in this movie.,43b5261ec69f434682c05e6a47216b28,4
vincent laresca,felipe riva,Vincent Laresca acts as Felipe Riva in this movie.,43b5261ec69f434682c05e6a47216b28,4
david jensen,wayne,David Jensen embodies Wayne's character in this movie.,43b5261ec69f434682c05e6a47216b28,4
evaluna montaner,teresa cortez,Evaluna Montaner portrays Teresa Cortez's role in this movie.,43b5261ec69f434682c05e6a47216b28,4
bryce romero,cooper's prom date,Bryce Romero depicts Cooper's prom date in this movie.,43b5261ec69f434682c05e6a47216b28,4
