node_1,node_2,edge,chunk_id,count
jenn proske,becca crane,Jenn Proske portrays the character Becca Crane in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
matt lanter,edward sullen,Matt Lanter plays the role of Edward Sullen in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
christopher n. riggi,jacob white,Christopher N. Riggi acts as Jacob White in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
ken jeong,daro,Ken Jeong depicts the character Daro in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
anneliese van der pol,jennifer,Anneliese van der Pol portrays Jennifer in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
diedrich bader,sheriff frank crane,Diedrich Bader depicts Sheriff Frank Crane in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
arielle kebbel,rachel,Arielle Kebbel portrays Rachel in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
b. j. britt,antoine,B. J. Britt plays the role of Antoine in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
charlie weber,jack,Charlie Weber portrays Jack in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
crista flanagan,eden,Crista Flanagan depicts Eden in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
kelsey ledgin,iris (credited as kelsey ford),"Kelsey Ledgin portrays Iris, credited as Kelsey Ford in this movie.",60db0d123964470394e8fcaa55f8b6cd,4
jun hee lee,derric,Jun Hee Lee depicts Derric in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
david deluise,fisherman scully,David DeLuise portrays Fisherman Scully in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
ike barinholtz,bobby white (uncredited),"Ike Barinholtz acts as Bobby White, uncredited in this movie.",60db0d123964470394e8fcaa55f8b6cd,4
dave foley,principal smith,Dave Foley portrays Principal Smith in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
randal reeder,biker dude,Randal Reeder depicts Biker Dude in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
nick eversman,jeremiah sullen,Nick Eversman portrays Jeremiah Sullen in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
zane holtz,alex,Zane Holtz plays the role of Alex in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
krystal mayo,buffy the vampire slayer,Krystal Mayo portrays Buffy the Vampire Slayer in this movie.,60db0d123964470394e8fcaa55f8b6cd,4
