node_1,node_2,edge,chunk_id,node_3,count
movie,summary,"MOVIE's SUMMARY refers to a brief description of the plot, theme or storyline of a movie.",634f167aead140ceb9bc04ffbcffa1cb,,4
one missed call,supernatural horror film,"is a 2008 film directed by Eric Valette and written by Andrew Klavan, which is a remake of the 2003 Japanese film with the same English title directed by Takashi Miike, that itself was based on the Yasushi Akimoto novel Chakushin Ari.",a6f11d71b2bc4bbba41ce1efb1697e6b,,4
one missed call,international co-production,"is a 2008 film that is a co-production between the United States, the United Kingdom, Japan and Germany",a6f11d71b2bc4bbba41ce1efb1697e6b,,4
one missed call,horror film,is a genre of One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
shannyn sossamon,actress,plays a role in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
edward burns,actor,plays a role in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
ana claudia talancón,actress,plays a role in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
ray wise,actor,plays a role in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
azura skye,actress,plays a role in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
"january 4, 2008",release date,is when One Missed Call was released in North America,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
horror film genre,supernatural horror film,belongs to the horror film genre,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
horror film genre,remake,"is a type of horror film that is a remake, as seen in One Missed Call",a6f11d71b2bc4bbba41ce1efb1697e6b,,4
japan,country of origin,is where the original 2003 Japanese horror film was made,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
beth raymond,character,is a character in One Missed Call played by [INSERT NAME HERE],a6f11d71b2bc4bbba41ce1efb1697e6b,,4
leann cole,character,is a character in One Missed Call played by [INSERT NAME HERE],a6f11d71b2bc4bbba41ce1efb1697e6b,,4
shelley baum,character,is a character in One Missed Call played by [INSERT NAME HERE],a6f11d71b2bc4bbba41ce1efb1697e6b,,4
cat,animal,is the pet belonging to Shelley Baum that drowns with her in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
koi pond,water body,is located at the residence of Shelley Baum in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
funeral,event,is being held for Shelley Baum in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
lullaby-esque ringtone,sound,is the ringtone of Leann Cole's cellphone in One Missed Call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
voicemail,message,"is a voicemail left for Beth Raymond by Shelley Baum, as seen in One Missed Call",a6f11d71b2bc4bbba41ce1efb1697e6b,,4
hallucinations,phenomenon,afflict Leann Cole's character in One Missed Call after she receives the mysterious phone call,a6f11d71b2bc4bbba41ce1efb1697e6b,,4
leann,beth,"subsequently suffering from disturbing hallucinations, she calls beth while returning from a study session. Beth rushes to her location but arrives just as leann falls off an overpass and is struck by a train.",c857be0d63114dd09730f5beb3960ee9,,4
leann,red candy,a red candy pops out of her mouth,c857be0d63114dd09730f5beb3960ee9,,4
leann,severed hand,her severed hand dials a number on her phone,c857be0d63114dd09730f5beb3960ee9,,4
beth,leann's funeral,"outside a coffee shop, he shows beth leann's post-mortem voicemail, dated minutes away",c857be0d63114dd09730f5beb3960ee9,,4
brian sousa,leann's funeral,"at leann's funeral, her ex-boyfriend brian sousa departs after experiencing hallucinations",c857be0d63114dd09730f5beb3960ee9,,4
brian sousa,red candy,a red candy is ejected from his mouth,c857be0d63114dd09730f5beb3960ee9,,4
brian sousa,rebar,a rebar impales brian's torso,c857be0d63114dd09730f5beb3960ee9,,4
jack andrews,taylor anthony,"beth consoles her friend taylor anthony, who is distraught by a premonitory feeling of being the next victim, by removing the batteries from their cellphones to disable them",c857be0d63114dd09730f5beb3960ee9,,4
taylor anthony,video of her apparent demise,"the following morning, taylor's cellphone rings, which she opens to a video of her apparent demise",c857be0d63114dd09730f5beb3960ee9,,4
marie layton,calls,"beth and jack research geriatric nurse marie layton, originator of the calls,",c857be0d63114dd09730f5beb3960ee9,,4
ellie,autopsy report,"the file, mentioning 'no bruising but evidence of past scars' with an attached cps file for further consultation, indicates that jean, a,",c857be0d63114dd09730f5beb3960ee9,,4
ellie,acute asthmatic episode,"the autopsy report of her eldest daughter ellie, who died from an acute asthmatic episode.",c857be0d63114dd09730f5beb3960ee9,,4
marie,beth,"Marie's spirit ejects and incapacitates Jack, leading Beth to discover Marie's charred corpse clutching a cellphone that awakens and Marie weeps and murmurs, 'Forgive me.'",4a6bb70e901d41559ac56581bccf4f29,,4
beth,jack,Beth tells Jack that Marie might have brought her there to protect her.,4a6bb70e901d41559ac56581bccf4f29,,4
laurel,nanny cam,Compact disc from the nanny cam embedded in the eye of Laurel's teddy bear is discovered by Jack at Laurel's foster home.,4a6bb70e901d41559ac56581bccf4f29,,4
taylor,unseen force,The unseen force fatally chokes Taylor before Beth arrives at the site.,4a6bb70e901d41559ac56581bccf4f29,,4
beth,tv,Beth races to the site after noticing the show's advertisement on TV.,4a6bb70e901d41559ac56581bccf4f29,,4
ted summers,ellie,"Ted Summers, a TV producer, approaches Taylor earlier and prepares to record her exorcism, explaining that spiritual energy operates in the same electromagnetic spectrum as light/microwaves and is therefore transmissible via cellular phones from which it manifests as hallucinations. He notes several causes concerning Ellie and her sister Laurel.",4a6bb70e901d41559ac56581bccf4f29,Laurel,4
ellie,laurel,"Ellie injured Laurel with a knife, but Laurel reveals that Ellie always provided candies.",9761b02426b240ee9dbfd96759764287,,4
marie,ellie,Marie discovered Ellie's abusiveness and rushed Laurel to the hospital.,9761b02426b240ee9dbfd96759764287,,4
ellie,beth,"Ellie attacks Beth, but Marie's spirit intervenes.",9761b02426b240ee9dbfd96759764287,,4
marie,beth,Marie's spirit reconciles with Beth before evanescing.,9761b02426b240ee9dbfd96759764287,,4
ellie,phone,Marie binds Ellie in Jack's phone.,9761b02426b240ee9dbfd96759764287,,4
jack,ellie,"Somebody knocks on the door, and as Jack peers through the peephole, a knife stabs through it, killing him.",9761b02426b240ee9dbfd96759764287,,4
laurel,candies,"Laurel reveals that though Ellie injured her, she always provided candies.",9761b02426b240ee9dbfd96759764287,,4
ellie,inhaler,Ellie began pressing wheezingly on the inhaler but was overwhelmed and collapsed.,9761b02426b240ee9dbfd96759764287,,4
ellie,millipedes,"The future curse's constituents (millipedes, an uncanny doll of a mother with baby in a perambulator (hallucinations), and the lullaby-esque music emanating from the teddy, audible during every victim's call), before dying from asphyxia.",9761b02426b240ee9dbfd96759764287,,4
jack,colleague,A colleague informs him of a new voicemail.,9761b02426b240ee9dbfd96759764287,,4
one missed call,j-horror remake sweepstakes,One Missed Call is a weak entry in the J-horror remake sweepstakes.,2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,worst-reviewed film of 2008,One Missed Call was awarded the Moldy Tomato Award for being the worst-reviewed film of 2008.,2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,bland performances,One Missed Call is undone by bland performances.,2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,shopworn shocks,One Missed Call is undone by shopworn shocks.,2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,j-horror genre,One Missed Call belongs to the J-horror genre.,2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,film,One Missed Call is a film.,2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,dvd release,"One Missed Call was released on DVD on April 22, 2008.",2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,blu-ray release,"One Missed Call was released on Blu-ray on April 22, 2008.",2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,hd dvd release,"One Missed Call was released on HD DVD on April 22, 2008.",2480bd86876e4de0b68ff8318ccfb527,,4
life is beautiful,sixx:a.m.,The song 'Life is Beautiful' by Sixx:A.M. Was used in television advertisements for the film.,2480bd86876e4de0b68ff8318ccfb527,,4
atlanta,location,"The film began production in Atlanta, Georgia.",2480bd86876e4de0b68ff8318ccfb527,,4
one missed call,chakushin ari,Remake of the Japanese horror film Chakushin ari,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (film),generally unfavorable reviews,"Assigned by Metacritic based on 14 critics, indicating reviews for the 2008 film",f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (film),second worst film of the 2000s decade,Ranking behind Ballistic: Ecks vs. Sever according to,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (film),d grade on cinemascore scale of a+ to f,Audiences' response to the 2008 film,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (2008),scream,Criticized for borrowing plot elements from and being similar to Scream,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (2008),final destination,Criticized for borrowing plot elements from and being similar to Final Destination,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (2008),the ring,Criticized for borrowing plot elements from and being similar to The Ring,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (2008),the grudge,Criticized for borrowing plot elements from and being similar to The Grudge,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (2008),dark water,Criticized for borrowing plot elements from and being similar to Dark Water,f569fa13995e49aebf93e4f6e816a6e6,,4
one missed call (2008),pulse,Criticized for borrowing plot elements from and being similar to Pulse,f569fa13995e49aebf93e4f6e816a6e6,,4
leann,yumi,Based on the original character in One Missed Call (2003),f569fa13995e49aebf93e4f6e816a6e6,,4
beth,yoko,Based on the original character in One Missed Call (2003),f569fa13995e49aebf93e4f6e816a6e6,,4
taylor,natsumi,Based on the original character in One Missed Call (2003),f569fa13995e49aebf93e4f6e816a6e6,,4
jack,yamashita,Based on the original character in One Missed Call (2003),f569fa13995e49aebf93e4f6e816a6e6,,4
brian,kenji,Based on the original character in One Missed Call (2003),f569fa13995e49aebf93e4f6e816a6e6,,4
shelley,rina,Based on the original character in One Missed Call (2003),f569fa13995e49aebf93e4f6e816a6e6,,4
