node_1,node_2,edge,chunk_id,node_3,node_4,count
movies,summary,"A movie is a visual art form consisting of a series of related images which, when shown in succession, tell a story and convey a particular information or message to the audience.",7ca33db8b3a7435e98c9e4f848b989dc,,,4
anacondas,blood orchid,"The team of researchers is set for an expedition to search for the Blood Orchid, which they believe will bring humans to a longer and healthier life. Anacondas inhabit the island where they are searching.",c2c56839684546c39a3877310725bcd0,,,4
new york pharmaceutical firm wexel hall,blood orchid,The team of researchers is funded by New York pharmaceutical firm Wexel Hall to search for the Blood Orchid.,c2c56839684546c39a3877310725bcd0,,,4
gordon mitchell,cole burris,Gordon Mitchell and Cole Burris are both members of the team searching for the Blood Orchid.,c2c56839684546c39a3877310725bcd0,,,4
dr. jack byron,captain bill johnson,Dr. Jack Byron convinces Captain Bill Johnson to take an unsafe path during their search for the Blood Orchid.,c2c56839684546c39a3877310725bcd0,,,4
cole burris,gail stern,Cole Burris and Gail Stern are both members of the team searching for the Blood Orchid.,c2c56839684546c39a3877310725bcd0,,,4
dr. ben douglas,anaconda,Dr. Ben Douglas is attacked by a giant anaconda while searching for the Blood Orchid.,c2c56839684546c39a3877310725bcd0,,,4
gail stern,crocodile,Gail Stern falls into the water and is attacked by a crocodile while searching for the Blood Orchid.,c2c56839684546c39a3877310725bcd0,,,4
captain bill johnson,tran wu,Captain Bill Johnson and his partner Tran Wu take an unsafe path during their search for the Blood Orchid despite their misgivings.,c2c56839684546c39a3877310725bcd0,,,4
anaconda,blood orchid,"A giant anaconda emerges from the water and swallows Dr. Ben Douglas, who was searching for the Blood Orchid.",c2c56839684546c39a3877310725bcd0,,,4
anaconda,ben,A giant anaconda emerges from the water and swallows Ben.,1d430981e8f14d3cbcf1301917f56519,,,4
team,shore,The rest of the team reaches the shore.,1d430981e8f14d3cbcf1301917f56519,,,4
bill,largest snake,Bill assures them that it is the largest snake he has ever seen and that it should take weeks for it to grow hungry again.,1d430981e8f14d3cbcf1301917f56519,,,4
team,call off,Most of the team demands that the expedition be called off.,1d430981e8f14d3cbcf1301917f56519,,,4
livingston,join,"They call for Bill's friend, John Livingston, who lives on the river, to join them,",1d430981e8f14d3cbcf1301917f56519,,,4
livingston,attacked,Livingston attacked and his boat wrecked.,1d430981e8f14d3cbcf1301917f56519,,,4
village,disemboweled anaconda,"They find a small native village and a disemboweled anaconda,",1d430981e8f14d3cbcf1301917f56519,,,4
anaconda,human legs,"A pair of human legs hanging out of the snake's abdomen,",1d430981e8f14d3cbcf1301917f56519,,,4
orchids,food chain,"Orchids are a part of the food chain,",1d430981e8f14d3cbcf1301917f56519,,,4
snakes,unusually long lives,These snakes grow over unusually long lives.,1d430981e8f14d3cbcf1301917f56519,,,4
jack,orchids,"Jack realizes the orchids must be nearby,",1d430981e8f14d3cbcf1301917f56519,,,4
gail,orchids,Gail contends that the orchids may not work on humans.,1d430981e8f14d3cbcf1301917f56519,,,4
jack,hiding,"Jack still wants to find the flowers, but the others rebel and start building an escape raft to leave the jungle. Gordon discovers that Jack has hidden Livingston's radio and gun.",1d430981e8f14d3cbcf1301917f56519,,,4
gordon,paralyzed,Gordon paralyzed using a previously collected spider to stop him from informing the others.,1d430981e8f14d3cbcf1301917f56519,,,4
sam,discovering,A suspicious Sam discovers Gordon and the spider bite.,1d430981e8f14d3cbcf1301917f56519,,,4
team,anaconda,"An anaconda swallows Gordon alive as she informs the others,",1d430981e8f14d3cbcf1301917f56519,,,4
bill,setting fire,Bill sets the building on fire but notices the snake has escaped.,1d430981e8f14d3cbcf1301917f56519,,,4
jack,stealing raft,"Unable to make another raft, they hack through the jungle to beat Jack. Jack, left alone, steals the raft.",1d430981e8f14d3cbcf1301917f56519,,,4
fire,snake,escapes from while on fire,7ab0897f83b940cd83d5cc26938000fd,,,4
jack,raft,steals,7ab0897f83b940cd83d5cc26938000fd,,,4
jungle,team,hacks through to reach orchids,7ab0897f83b940cd83d5cc26938000fd,,,4
anaconda,team,falls into cave trying to escape,7ab0897f83b940cd83d5cc26938000fd,,,4
cole,skeletons,finds,7ab0897f83b940cd83d5cc26938000fd,,,4
tran,team,pulled under and eaten by anaconda,7ab0897f83b940cd83d5cc26938000fd,,,4
cole,snake,constitutes him,7ab0897f83b940cd83d5cc26938000fd,,,4
bill,flashlight,finds floating in bloody water,7ab0897f83b940cd83d5cc26938000fd,,,4
cole,team,"escapes from cave, seconds ahead of snake",7ab0897f83b940cd83d5cc26938000fd,,,4
snake,hole,gets stuck in,7ab0897f83b940cd83d5cc26938000fd,,,4
sam,orchids,fills backpack with,7ab0897f83b940cd83d5cc26938000fd,,,4
log,team,try to reach Sam as it cracks,7ab0897f83b940cd83d5cc26938000fd,,,4
jack,orchids,forces team to accompany him to,7ab0897f83b940cd83d5cc26938000fd,,,4
pit,team,team falls into while trying to reach Sam,7ab0897f83b940cd83d5cc26938000fd,,,4
male anacondas,female,mate with above pit,7ab0897f83b940cd83d5cc26938000fd,,,4
orchids,pit,grow above,7ab0897f83b940cd83d5cc26938000fd,,,4
sam,team,climbs out of pit as snake tries to get her,7ab0897f83b940cd83d5cc26938000fd,,,4
spider,jacks,escapes from its jar and bites him,7ab0897f83b940cd83d5cc26938000fd,,,4
jack,pit,falls into and is devoured,7ab0897f83b940cd83d5cc26938000fd,,,4
gail,snake,tricks into biting team's backpack,7ab0897f83b940cd83d5cc26938000fd,,,4
anacondas,blood orchids,The ensuing landslide buries the blood orchids after the survivors escape from the pit where they were found.,8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
sam,anacondas,"Sam falls into a pit filled with anacondas, but she manages to climb out of it while one of the snakes tries to get her.",8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
gail,anaconda,Gail tricks the snake into biting their fuel container.,8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
bill,anaconda,"The anacondas try to get Bill, but he and the survivors manage to escape from them.",8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
cole,anaconda,"One of the snakes tries to get Cole, but he shoots a flare that immolates it and explodes the fuel container, killing the other snakes.",8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
nerida tyson-chew,soundtrack,Nerida Tyson-Chew composes the soundtrack for the film 'Anacondas: The Hunt for the Blood Orchid'.,8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
varèse sarabande,soundtrack release,The soundtrack for the film is released by Varèse Sarabande.,8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
anacondas: the hunt for the blood orchid,film debut,The film 'Anacondas: The Hunt for the Blood Orchid' debuts at second place in the box office.,8dde3fc583ea4a0dbbdf976a8ac80c83,,,4
