node_1,node_2,edge,chunk_id,count
kahuna,archie,"Archie is the cousin of Kahuna, who told his friends about Kahuna's super strength and seemingly never-aging qualities.",9ff6e67f7e0c40e986e6dc87cedb55de,4
stan bobbins,biscane/kane,"Biscane/Kane allows his TV channel to be filmed at Stan's daycare center, which is also a chain run by Stan's brother.",9ff6e67f7e0c40e986e6dc87cedb55de,4
archie,stan bobbins,"Archie sneaks into his father's office to research Biscane, but gets caught and is later rescued by Kahuna.",9ff6e67f7e0c40e986e6dc87cedb55de,4
biscane/kane,archie's friends,Biscane's helpers accidentally attract Archie's attention and lead to his rescue by Kahuna.,9ff6e67f7e0c40e986e6dc87cedb55de,4
kylie,the babies,"Kylie takes the babies to the children's museum, but their disc accidentally falls into a stroller during a pursuit.",9ff6e67f7e0c40e986e6dc87cedb55de,4
biscane/kane,the babies,"Biscane's helpers accidentally knock their disc into the babies' stroller, leading to a pursuit and Kahuna's rescue.",9ff6e67f7e0c40e986e6dc87cedb55de,4
kahuna,the babies,"Kahuna transforms the babies into superbabies: Archie becomes Brain Boy, Alex becomes Bouncing Boy, Rosita becomes Cupid Girl, and Finkleman becomes Baby Courageous.",9ff6e67f7e0c40e986e6dc87cedb55de,4
zach,kylie,Zack tells Kylie that Kahuna's father was a scientist who developed a formula.,9ff6e67f7e0c40e986e6dc87cedb55de,4
kahuna,kahuna's father,developed a formula for a potion,2b0442a327af4f5380ba486ba88c73cf,4
kahuna,kahuna's brother,"became jealous and annoyed at his brother, whom his friends call a freak",2b0442a327af4f5380ba486ba88c73cf,4
kahuna,biscane,plans to take over the world through his TV channel by hypnotizing kids to never go outside,2b0442a327af4f5380ba486ba88c73cf,4
kahuna,kahuna's disc,"contains a clip of the program that is to be aired on Biscane's TV channel, followed by seemingly random code",2b0442a327af4f5380ba486ba88c73cf,4
bounce boy,kahuna's hideout,return to Kahuna's hideout,2b0442a327af4f5380ba486ba88c73cf,4
cupid girl,"stan, archie's mom",joins the group as Cupid Girl,2b0442a327af4f5380ba486ba88c73cf,4
brain boy,zack,joins the group as Brain Boy,2b0442a327af4f5380ba486ba88c73cf,4
courageous boy,kylie,joins the group as Courageous Boy,2b0442a327af4f5380ba486ba88c73cf,4
biscane,kahuna,older brother relationship between Biscane and Kahuna,224e6bc9f8eb4b93bcd0b508ed6c0771,4
biscane,disc,Biscane needs disc to air hypnotic clip on TV,224e6bc9f8eb4b93bcd0b508ed6c0771,4
kahuna's machine,true self,push of a button unlocks true self in Kahuna's machine,224e6bc9f8eb4b93bcd0b508ed6c0771,4
biscane,diapers,Biscane argues with his assistant over who gets to change his diapers after being turned into a baby,224e6bc9f8eb4b93bcd0b508ed6c0771,4
archie,retire,Kahuna tells Archie that he must leave and retire,224e6bc9f8eb4b93bcd0b508ed6c0771,4
kahuna's flying vehicle,hero,"Kahuna leaves in his flying vehicle, waving at Archie and saying he'll always be a hero",224e6bc9f8eb4b93bcd0b508ed6c0771,4
