node_1,node_2,edge,chunk_id,edge2,count
lil' kim,t.j.'s employee lil' kim,Relationship between T.J.'s employee Lil' Kim and himself,714eda9d3a8245b1b0ebdcc922c96ce9,,4
heinz hummer,german gigolo heinz hummer,"Deuce found German gigolo Heinz Hummer asleep in an alley behind a coffee shop; believing he is high, Deuce takes him to T.J.'s boat",714eda9d3a8245b1b0ebdcc922c96ce9,,4
t.j.,heinz hummer,"Deuce found German gigolo Heinz Hummer asleep in an alley behind a coffee shop; believing he is high, Deuce takes him to T.J.'s boat",714eda9d3a8245b1b0ebdcc922c96ce9,,4
antoine,former gigolo antoine,Former gigolo Antoine gives Deuce a client list,714eda9d3a8245b1b0ebdcc922c96ce9,,4
deuce,eva,"Deuce meets Gaspar's niece, Eva, who suffers from extreme obsessive–compulsive disorder.",c4674b0c97c14781be761098675fde7f,,4
deuce,lily,"Deuce continues to investigate different women from Antoine's list including Lily, who speaks through an electrolarynx after a laryngectomy,",c4674b0c97c14781be761098675fde7f,,4
eva,items used by the man-whore killer,Deuce visits Eva's apartment and discovers items used by the Man-whore Killer.,c4674b0c97c14781be761098675fde7f,,4
gaspar,eva,Gaspar reveals to Eva that he is the Man-whore Killer; he locks her up and prepares to frame her.,c4674b0c97c14781be761098675fde7f,,4
deuce,gaspar,Deuce confides his suspicions to Gaspar but is again dismissed.,c4674b0c97c14781be761098675fde7f,"However, Gaspar reveals to Eva that he is the Man-whore Killer; he locks her up and prepares to frame her.",4
eva,deuce,Eva tries to warn Deuce.,c4674b0c97c14781be761098675fde7f,"However, Gaspar holds Deuce at gunpoint and reveals he was once a hopeful gigolo who was humiliated when another gigolo had sex with his fiancé; Gaspar was so distraught he accidentally injured himself with a penis pump.",4
gaspar,european gigolos,Gaspar reveals that he plans to kill all the European gigolos with a bomb.,c4674b0c97c14781be761098675fde7f,Deuce rides with Gaspar to the 'Man-Whore Awards' ceremony under the guise of protecting the gigolos.,4
t.j.,european gigolo office,"Deuce and T.J. infiltrate the European gigolo office, where the Man-whore Killer murders another gigolo; T.J. is arrested when he is caught at the scene again.",c4674b0c97c14781be761098675fde7f,,4
deuce,gaspar,"Deuce engages in a sword fight with Gaspar and mentions non-sexual romantic ways of pleasing a woman. His words move the crowd. Gaspar defeats Deuce but before he can detonate the bomb, Lily and Svetlana distract Gaspar; Deuce gains control of the detonator and is awarded the 'Golden Boner' for his bravery.",f15b1f85df7449e18b13465f5841fe5e,,4
deuce,eva,"Deuce accidentally sets off the bomb while kissing Eva, but no one is injured.",f15b1f85df7449e18b13465f5841fe5e,,4
t.j.,homosexual prostitution,T.J. enters a brand-new market: homosexual prostitution.,f15b1f85df7449e18b13465f5841fe5e,,4
mc extra nipple,t.j.,"MC Extra Nipple is the new name of T.J., who stops gay man-whoring and becomes a rapper called MC Extra Nipple where he didn't make any records and was shot several times.",f15b1f85df7449e18b13465f5841fe5e,,4
lil' kim,penis enlargement,Lil' Kim has a penis enlargement which is now 4 inches wide.,f15b1f85df7449e18b13465f5841fe5e,,4
svetlana,man with a vagina for a face,Svetlana marries a man with a vagina for a face where everyone vomited uncontrollably.,f15b1f85df7449e18b13465f5841fe5e,,4
kate's prosthetic leg,old dutch woman,An old Dutch woman turns Kate's prosthetic leg into a bong.,f15b1f85df7449e18b13465f5841fe5e,,4
