node_1,node_2,edge,chunk_id,count
anastasia steele,washington state university vancouver,"Anastasia Steele is an English literature major at Washington State University Vancouver in Vancouver, Washington.",389eb817d34e411a910b6ad0edc31dbb,4
kate kavanagh,christian grey,"When her roommate, Kate Kavanagh, catches a cold and is unable to interview Christian Grey, a twenty-seven year old billionaire entrepreneur for the college newspaper, Ana agrees to take Kate's place.",389eb817d34e411a910b6ad0edc31dbb,4
christian,ana,"Christian asks Ana out for coffee, but leaves abruptly after she confesses to being a romantic, saying he is not the man for her.",8846bd59f0df4785af2984a9f85f61ed,4
christian,ana,"After considering the non-disclosure agreement and negotiating her own terms, Ana and Christian spend the night together.",8846bd59f0df4785af2984a9f85f61ed,4
ana,christian,"Christian bestows gifts and favors upon Ana, such as a new car and a laptop",2a85aeeba23b4f42ba68e463375d7f76,4
ana,kate,Ana and Kate move to Seattle,2a85aeeba23b4f42ba68e463375d7f76,4
red room,ana,Ana enters Christian's Red Room after returning home.,d49706444af2452583abec4d865a83e6,4
ana,christian,Ana and Christian have a night in his Red Room.,d49706444af2452583abec4d865a83e6,4
ana,rule-breaking,"In an effort to understand Christian's psychology, Ana asks him to demonstrate the worst punishment he would inflict on her for rule-breaking.",d49706444af2452583abec4d865a83e6,4
belt,ana,"Christian whips Ana with his belt, making her count each stroke out loud.",d49706444af2452583abec4d865a83e6,4
depressed,ana,"Devastated and depressed, Ana leaves Christian,",d49706444af2452583abec4d865a83e6,4
check,car,and he promises to send her a check for the car he sold without her consent.,d49706444af2452583abec4d865a83e6,4
