node_1,node_2,edge,chunk_id,count
rollerball,roller derby,Rollerball is a violent extension of roller derby involving motorcycles and a metal ball.,72d79a076305472281803a6393f2ee0f,4
aurora,jonathan,"Jonathan keeps his relationship a secret with Aurora, his female teammate, and refuses to put a stop to rumors that she is a lesbian.",72d79a076305472281803a6393f2ee0f,4
sanjay,assistant to alexi petrovich,Sanjay is the assistant to Alexi Petrovich.,72d79a076305472281803a6393f2ee0f,4
alexi,jonathan,"Alexi and his assistant, Sanjay, have a vested interest in keeping the game as popular as possible through planned gory 'accidents' and ensuring that Jonathan and Ridley cannot quit the team and remain high-profile stars. Both the deaths and Jonathan's talent seem to generate upticks in ratings.",a156501deebf4dc5a9be19d34cd10a42,4
alexi,ridley,"Alexi and his assistant, Sanjay, have a vested interest in keeping the game as popular as possible through planned gory 'accidents' and ensuring that Jonathan and Ridley cannot quit the team and remain high-profile stars. Both the deaths and Jonathan's talent seem to generate upticks in ratings.",a156501deebf4dc5a9be19d34cd10a42,4
jonathan,ridley,"Jonathan and Ridley pretend to know nothing about this situation, wanting to keep their current lifestyle, but after an 'accident' almost kills Aurora, the two friends decide that they need to flee the country to save their lives.",a156501deebf4dc5a9be19d34cd10a42,4
alexi,aurora,Alexi and his men capture Jonathan and kill Ridley before the latter can cross the border. Aurora is transferred to the opposing team for the next match at Alexi's compliance.,a156501deebf4dc5a9be19d34cd10a42,4
jonathan,aurora,"Jonathan says that he will keep working for Alexi if Aurora is traded to another team, wanting to keep her away from danger.",a156501deebf4dc5a9be19d34cd10a42,4
alexi,execution,Alexi tries to stage a public execution of him by removing all the rules from the upcoming Rollerball match.,a156501deebf4dc5a9be19d34cd10a42,4
alexi,kills,Jonathan kills Alexi,191b710557a74f339a2dbba497a11777,4
sanjay,kills,Jonathan kills Sanjay,191b710557a74f339a2dbba497a11777,4
aurora,reunites with,"In a fit of rage, he reunites with Aurora after killing Alexi and Sanjay.",191b710557a74f339a2dbba497a11777,4
