node_1,node_2,edge,chunk_id,count
ariel,tail,"In order to become human, Ariel gives up her tail.",ee0a2f3a02bf4e86b6b1b6b572fe8ff5,4
ariel,siren voice,"Ursula keeps Ariel's siren voice in a nautilus shell when she transforms into a human, as part of the deal.",ee0a2f3a02bf4e86b6b1b6b572fe8ff5,4
ariel,eric,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",ee0a2f3a02bf4e86b6b1b6b572fe8ff5,4
eric,ariel,Ariel is the woman who saved Eric's life and he has been searching for her.,ee0a2f3a02bf4e86b6b1b6b572fe8ff5,4
ariel,eric,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",97e92a0fd956413da73dbcd6b01630df,4
ursula,ariel,Drags Ariel back into the ocean after she confronts Ursula and breaks the shell.,97e92a0fd956413da73dbcd6b01630df,4
ariel,ursula,"Wanting to save Ariel, Triton confronts Ursula. However, the deal that she made with Ariel is unbreakable. Ursula declares herself the Queen of the Seven Seas and claims Triton's trident when Eric arrives with a harpoon. Ursula attempts to kill Eric, but Ariel intervenes and intentionally attacks Ursula who unintentionally kills Flotsam and Jetsam.",6b2497cec8c54e1997b4b551b9598877,4
ursula,flotsam and jetsam,"Flotsam and Jetsam are servants of Ursula. Ariel attacks Ursula, causing her to unintentionally kill Flotsam and Jetsam.",6b2497cec8c54e1997b4b551b9598877,4
triton,ariel,"Triton trades himself for Ariel and is turned to dust by Flotsam and Jetsam before losing his authority over Atlantica, much to her horror.",6b2497cec8c54e1997b4b551b9598877,4
eric,ursula,"Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.",6b2497cec8c54e1997b4b551b9598877,4
ursula,ocean,"Ursula gains full control of the ocean, creating a storm and bringing sunken ships to the surface before Ariel gets on one.",6b2497cec8c54e1997b4b551b9598877,4
ariel,ship,"Ariel commandeers a wrecked ship and impales Ursula with its splintered bowsprit. Once Ursula dies, Triton comes back to life; he and Ariel recognize the other's sacrifice for them.",6b2497cec8c54e1997b4b551b9598877,4
sebastian,ariel,"On Sebastian's advice, Triton transforms Ariel into a human permanently, and she reunites with Eric.",6b2497cec8c54e1997b4b551b9598877,4
eric,beach,Eric and Ariel marry on the beach.,6b2497cec8c54e1997b4b551b9598877,4
