node_1,node_2,edge,chunk_id,node_3,count
movie,summary,"The provided context is presenting a detailed description of a movie, and the summary refers to this specific part of the information.",d58451f0ea7a4c8ba385563612f7ef83,,4
daddy day care (also known as daddy day care 2),revolution studios,Daddy Day Care (also known as Daddy Day Care 2) is a 2007 American children's comedy film directed by Fred Savage in his feature film directorial debut. The film was produced by Revolution Studios and released by TriStar Pictures.,97942108039f44b887f89ab86e1b1abd,,4
daddy day care (also known as daddy day care 2),tristar pictures,"Daddy Day Care (also known as Daddy Day Care 2) was theatrically released in the United States on August 8, 2007, and was distributed by TriStar Pictures.",97942108039f44b887f89ab86e1b1abd,,4
charlie,phil,"Charlie and Phil take their kids, Max and Ben, to Camp Driftwood for the summer.",97942108039f44b887f89ab86e1b1abd,,4
max,ben,"Charlie and Phil's children, Max and Ben,",97942108039f44b887f89ab86e1b1abd,Charlie and Phil,4
buck,campers,easy training of campers by Colonel Buck Hinton,a5c12f437536491f81cbb0606ac38e32,,4
canola,driftwood flag,stealing of Driftwood flag by Canola,a5c12f437536491f81cbb0606ac38e32,,4
olympiad,camp olympiad,The kids competed in the Olympiad at Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
charlie,camp olympiad,Charlie responded to a challenge for the Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
kids,camp olympiad,The kids started training for the Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
buck,military ways and support,The kids admired Buck because of his military ways and support during their training for the Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
charlie,buck,Charlie disapproved of Buck's care for toughness and believed that Buck only cared about toughness during their training for the Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
ben,camp olympiad,The kids found Ben during their training for the Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
charlie,phil,"Charlie complained to Phil about Buck during their training for the Camp Olympiad, and Buck overheard them.",6f3343581b3846e48bb46a09fc8a6726,,4
lance,1977 olympiad,It was revealed that Lance won the 1977 Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
buck,plan to win against canola,Buck formulated a plan to win against Canola during the Camp Olympiad.,6f3343581b3846e48bb46a09fc8a6726,,4
mullet head,ben,Ben replaces Mullet Head in climbing course due to ankle injury,f7a44123aa3541d5ada78a9ee06e45e5,,4
ben,campmates,Campmates encourage Ben after falling during climbing course,f7a44123aa3541d5ada78a9ee06e45e5,,4
becca,lance,Becca shows evidence of Lance's cheating on wall,f7a44123aa3541d5ada78a9ee06e45e5,,4
ben,wall,Ben successfully climbs the greased wall with time left to hit the bell,f7a44123aa3541d5ada78a9ee06e45e5,,4
lance,wall,Lance cheats on the wall for years by greasing it,f7a44123aa3541d5ada78a9ee06e45e5,,4
bobby j,lance,"Bobby J talks back and kicks Lance, causing the wall to collapse and leading to Lance breaking down crying",f7a44123aa3541d5ada78a9ee06e45e5,,4
