node_1,node_2,edge,chunk_id,node_3,node_4,count
d'artagnan,febre,"D'Artagnan witnesses the murder of his parents at the hands of Febre, a cruel swordsman in the employ of Cardinal Richelieu. D'Artagnan is nearly killed after using his dead father's sword to attack Febre, who is then left with a permanent scar and the loss of his left eye.",b71abfcbb22a4e5c8c42fc61eb0acddf,,,4
richelieu,king's authority,Richelieu plots to usurp the king's authority and render him a powerless figurehead.,b71abfcbb22a4e5c8c42fc61eb0acddf,,,4
richelieu,hostility,"Richelieu is trying to foment hostility between France, England, and Spain to gain more political power for himself.",b71abfcbb22a4e5c8c42fc61eb0acddf,,,4
richelieu,febre,"Richelieu realizes that the jingoistic Febre intends to incite full-blown war between England and France. Richelieu realizes that he has lost control of his chief henchman, Febre.",5cb6e9b0d25c43419391cf43daa02b2a,,,4
febre,queen,Febre kidnaps the queen.,5cb6e9b0d25c43419391cf43daa02b2a,,,4
queen,buckingham,"The queen writes a letter to Buckingham asking him to meet her at a heavily fortified castle of his choosing, using the queen's ring to convince him of the authenticity of the message.",5cb6e9b0d25c43419391cf43daa02b2a,,,4
d'artagnan,francesca,D'Artagnan and Francesca become intimate.,5cb6e9b0d25c43419391cf43daa02b2a,,,4
landlord,d'artagnan,The landlord overhears d'Artagnan and Francesca and tells Febre.,5cb6e9b0d25c43419391cf43daa02b2a,Francesca,,4
porthos,aramis,"D'Artagnan convinces two veteran musketeers, Porthos and Aramis, to free the imprisoned head of the musketeers, Captain de Tréville, thus earning their trust.",5cb6e9b0d25c43419391cf43daa02b2a,Athos,Captain de Tréville,4
febre,mob,"Febre incites a mob to attack the royal palace during a state dinner for Lord Buckingham, a visiting English dignitary.",5cb6e9b0d25c43419391cf43daa02b2a,,,4
febre,richelieu,"Richelieu visits d'Artagnan and reveals Febre's plans, pleading for his help to stop him due to losing control of his chief henchman.",5676dc7fe9eb4841b2fbdf56b348f215,,,4
febre,francesca,Febre is holding Francesca and d'Artagnan agrees to help stop him because of this.,5676dc7fe9eb4841b2fbdf56b348f215,,,4
surviving musketeers,d'artagnan,D'Artagnan convinces the surviving musketeers that their responsibility to the crown remains their highest priority and they join him in stopping Febre.,5676dc7fe9eb4841b2fbdf56b348f215,,,4
castle,francesca,"Francesca, the queen, and Lord Buckingham are being held at the castle where d'Artagnan and the remaining musketeers charge on horseback to stop Febre.",5676dc7fe9eb4841b2fbdf56b348f215,,,4
musketeers,febre's men,"The remaining musketeers easily deal with Febre's men while d'Artagnan engages Febre himself in an intense duel, finally killing him and avenging the death of his parents.",5676dc7fe9eb4841b2fbdf56b348f215,,,4
francesca,d'artagnan,D'Artagnan marries Francesca at the end of the film.,5676dc7fe9eb4841b2fbdf56b348f215,,,4
febre,historical figures,"In this version, Febre takes precedence over the historical figures mentioned in the book.",109d7491790e4f90bab91be8ab34ad3b,,,4
d'artagnan,parents' murder,"In this version, D'Artagnan bears witness to the gratuitous crime of his parents' murder, which is not part of Richelieu's conspiracy and neither Athos, Porthos nor Aramis are aware of it.",109d7491790e4f90bab91be8ab34ad3b,,,4
