Question,Answer
"[""Is Marlon Wayans' character in the movie 'A Haunted House 2 2014' not romantically involved with Megan?""]",[NO]
"[""In the movie 'A Haunted House 2 2014', is Marlon Wayans' character Malcolm Johnson romantically involved with Megan, played by Jaime Pressly?""]",[YES]
"[""Does Marlon Wayans play the role of Kisha Davis in the movie 'A Haunted House 2 2014'?""]",[NO]
"[""In the movie 'A Haunted House 2 2014', is Kisha Davis the cousin of the character played by Marlon Wayans?""]",[YES]
"""In the movie 'A Haunted House 2 2014', does Marlon Wayans play the character of Father Doug Williams?""",NO
"""In the movie 'A Haunted House 2 2014', does Marlon Wayans' character Malcolm Johnson attend church where Father Doug Williams is the priest?""",YES
"[""Is Affion Crockett's character in 'A Haunted House 2 2014' unrelated to Marlon Wayans' character?""]",[NO]
"[""Does Affion Crockett play the role of Marlon Wayans' gangster cousin in the movie 'A Haunted House 2 2014'?""]",[YES]
"""In 'A Haunted House 2 2014', is Gabriel Iglesias' character named John Smith?""",NO
"""Does Gabriel Iglesias play the character named Miguel José Jesús González Smith in the movie 'A Haunted House 2 2014'?""",YES
"[""Is Ashley Rickards not involved in the movie 'A Haunted House 2 2014'?""]",[NO]
"[""In the movie 'A Haunted House 2 2014', does Ashley Rickards play the character Becky?""]",[YES]
"Is Missi Pyle not a part of the cast in the movie ""A Haunted House 2 2014""?",NO
"Did Missi Pyle play the character Noreen in the movie ""A Haunted House 2 2014""?",YES
"""In the movie 'A Haunted House 2 2014', does Hayes MacArthur play the character of a ghost?""",NO
"""Does Hayes MacArthur play the character named Ned in the movie 'A Haunted House 2 2014'?""",YES
"""In the movie 'A Haunted House 2 2014', does Rick Overton play the character of a school janitor?""",NO
"""Is Rick Overton the actor who played Professor Wilde in 'A Haunted House 2 2014'?""",YES
"[""Does Steele Stebbins play the character Wyatt in the movie 'A Haunted House 2 2014'?""]",[YES]
"[""Is Steele Stebbins not involved in the movie 'A Haunted House 2 2014'?""]",[NO]
"[""Did Kurt Carley play the character Dr. Rousch in the movie 'A Haunted House 2 2014'?""]",[YES]
"[""In the movie 'A Haunted House 2 2014', was Kurt Carley's character named John Smith?""]",[NO]
"""In the movie 'A Haunted House 2 2014', does Tom Virtue play the character of Mother Callahan?""",NO
"""In 'A Haunted House 2 2014', is Tom Virtue the actor who plays the character Father Callahan?""",YES
"""In the movie 'A Haunted House 2 2014', does Kym Whitley play the character of a vampire?""",NO
"""In the movie 'A Haunted House 2 2014', does Kym Whitley play the character of Church Lady?""",YES
"[""Does Gregg Wayans play a character other than Officer Jackson in the movie 'A Haunted House 2 2014'?""]",[NO]
"[""In the movie 'A Haunted House 2 2014', does Gregg Wayans play the character Officer Jackson?""]",[YES]
"[""Did Mikal Kartvedt play the role of a firefighter in the movie 'A Haunted House 2 2014'?""]",[NO]
"[""In the movie 'A Haunted House 2 2014', does Mikal Kartvedt portray a police officer?""]",[YES]
"Is Iva La'Shawn not a part of the cast in the movie ""A Haunted House 2 2014""?",NO
"Does Iva La'Shawn play the role of a 1st grade teacher in the movie ""A Haunted House 2 2014""?",YES
"""In the movie 'A Haunted House 2 2014', does Taylor John Smith portray a character named John?""",NO
"""Does Taylor John Smith play the role of Joey in the movie 'A Haunted House 2 2014'?""",YES
"Is Kirsty Hill playing the role of a detective in the movie ""A Haunted House 2 2014""?",NO
"Does Kirsty Hill play a hot coed character in the movie ""A Haunted House 2 2014""?",YES
"""In the movie 'A Haunted House 2 2014', does Mari Possa play the role of a villain?""",NO
"""Does Mari Possa portray a hot coed character in the movie 'A Haunted House 2 2014'?""",YES
