node_1,node_2,edge,chunk_id,node_3,node_4,count
roma,1970,Set in 1970 and 1971,e300a4f127744dd8937cbb2749ec8927,,,4
roma,mexico city's colonia roma neighborhood,Cuarón's semi-autobiographical take on his upbringing,e300a4f127744dd8937cbb2749ec8927,,,4
roma,drama film,Written and directed by Alfonso Cuarón,e300a4f127744dd8937cbb2749ec8927,,,4
roma,alfonso cuarón,"Who also produced, shot, and co-edited it",e300a4f127744dd8937cbb2749ec8927,,,4
drama film,yalitza aparicio,Stars Yalitza Aparicio,e300a4f127744dd8937cbb2749ec8927,,,4
marina de tavira,drama film,Stars Marina de Tavira,e300a4f127744dd8937cbb2749ec8927,,,4
mexico,the united states,International co-production between Mexico and the United States,e300a4f127744dd8937cbb2749ec8927,,,4
roma,best foreign language film,"Roma received a number of accolades, including winning Best Foreign Language Film at the 91st Academy Awards.",b7c5b38577d14337ba63d69329b7047a,,,4
alfonso cuarón,best director,"Roma won Best Director for Alfonso Cuarón, making him the first foreign-language film director to win this category.",b7c5b38577d14337ba63d69329b7047a,,,4
cleodegaria 'cleo' gutiérrez,mexico city's colonia roma neighborhood,Cleodegaria 'Cleo' Gutiérrez is a Mixtec live-in maid in an upper-middle-class household located in Mexico City's Colonia Roma neighborhood.,b7c5b38577d14337ba63d69329b7047a,,,4
sofía,antonio,The household consists of Sofía and her husband Antonio.,b7c5b38577d14337ba63d69329b7047a,,,4
teresa,sofía's mother,"Sofía's mother, Teresa, is also part of the household.",b7c5b38577d14337ba63d69329b7047a,,,4
pepe,sofi,"The household also includes Sofía and Antonio's four school-aged children: Pepe, Sofi, Toño, and Paco.",b7c5b38577d14337ba63d69329b7047a,Toño,Paco,4
antonio,business conferences,Antonio often leaves for business conferences.,b7c5b38577d14337ba63d69329b7047a,,,4
sofía,antonio's extramarital affair,Sofía's distressed reactions to his absences suggest Antonio is having an extramarital affair.,b7c5b38577d14337ba63d69329b7047a,,,4
cleo,fermín,Fermín initially pretends to be supportive of Cleo's pregnancy but later denies the baby is his and threatens her.,93182788cc394bbaaf7e97bb3758c939,,,4
cleo,sofía,Sofía provides emotional comfort for Cleo when she reveals her pregnancy.,93182788cc394bbaaf7e97bb3758c939,,,4
cleo,professor zovek,"Cleo travels to an impoverished district on the edge of the city to find Fermín, who is training at a military-style camp run by Professor Zovek.",93182788cc394bbaaf7e97bb3758c939,,,4
antonio,young woman,Antonio flirts with a young woman on the street in the context.,93182788cc394bbaaf7e97bb3758c939,,,4
corpus christi massacre,los halcones (the hawks),"Militant group, Los Halcones (The Hawks), attacks student protest outside store, resulting in murder of a student who chases into the store. Cleo and Teresa witness this violence as they are shopping downtown.",d511d5c825e140c49360733bb261e7c3,,,4
cleo,stillborn baby girl,"Cleo's water breaks, resulting in the stillbirth of her baby girl due to complications during childbirth.",d511d5c825e140c49360733bb261e7c3,,,4
sofía,family separation,"Sofía tells her children that she and their father are separating, as they go on a family holiday to the beaches at Tuxpan.",d511d5c825e140c49360733bb261e7c3,,,4
beach,strong current,"A strong current almost drowns Sofi and Paco while the group is at the beach in Tuxpan, but Cleo saves them despite not knowing how to swim.",d511d5c825e140c49360733bb261e7c3,,,4
cleo,antonio,Antonio briefly appears and reassures Cleo before leaving during her delivery of stillborn baby girl.,d511d5c825e140c49360733bb261e7c3,,,4
house,reorganization,"The house is reorganized after Sofía and the children return home from their family holiday to the beaches at Tuxpan, and Cleo prepares a load of clothes for washing.",d511d5c825e140c49360733bb261e7c3,,,4
mexico city,location,"The context mentions that the project focuses on a Mexican family living in Mexico City during the 1970s. Therefore, we can infer that Mexico City and Location are related as Mexico City is where the events of the story take place.",75d4d9bbef06461cb3834e9c9199d18d,,,4
mexico city,mexico,"Mexico City is a part of Mexico, hence, they have a location-country relation.",75d4d9bbef06461cb3834e9c9199d18d,,,4
1970s,time period,"The context mentions that the story takes place in the 1970s. Thus, '1970s' and 'Time Period' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
alfonso cuarón,director,"The context mentions that Alfonso Cuarón will write and direct the project. Therefore, we can infer that 'Alfonso Cuarón' and 'Director' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
esperanto filmoj,production company,"The context mentions that Esperanto Filmoj will produce the project. Hence, we can infer that 'Esperanto Filmoj' and 'Production Company' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
participant media,co-producer,"The context mentions that Participant Media will co-produce the project. Therefore, we can infer that 'Participant Media' and 'Co-Producer' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
gabriela rodríguez,producer,"The context mentions that Gabriela Rodríguez will produce the project. Thus, we can infer that 'Gabriela Rodríguez' and 'Producer' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
nicolás celis,producer,"The context mentions that Nicolás Celis will produce the project. Hence, we can infer that 'Nicolás Celis' and 'Producer' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
fall 2016,filming begin date,"The context mentions that production was set to begin in fall 2016. Therefore, 'Fall 2016' and 'Filming Begin Date' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
yalitza aparicio,actress,"The context mentions that Yalitza Aparicio has been cast for the project. Thus, we can infer that 'Yalitza Aparicio' and 'Actress' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
preschool education,past profession,"The context mentions that Yalitza Aparicio recently completed graduate training in preschool education. Hence, we can infer that 'Preschool Education' and 'Past Profession' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
cleo,character,"The context mentions Yalitza Aparicio playing the role of Cleo. Hence, we can infer that 'Yalitza Aparicio' and 'Character' are related, and 'Cleo' and 'Character' are also related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
beach,location in the story,"The context mentions that Yalitza Aparicio, who plays Cleo, was most terrified by the scene on the beach. Therefore, we can infer that 'Beach' and 'Location in the Story' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
teatro metropólitan,movie theatre,"The context mentions that the movie theatre serving as a recurring location was the Teatro Metropólitan. Thus, we can infer that 'Teatro Metropólitan' and 'Movie Theatre' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
y tu mamá también,alfonso cuarón's previous movie,"The context mentions that the Teatro Metropólitan is where Alfonso Cuarón's Y tu mamá entonces premiered in 2001. Therefore, we can infer that 'Y tu mamá entonces' and 'Alfonso Cuarón's Previous Movie' are related.",75d4d9bbef06461cb3834e9c9199d18d,,,4
roma,"november 1, 2016","On November 1, 2016, the crew of Roma was targeted by a robbery.",02411597a58c43bdbd2ea72a1c25bbac,,,4
two women,roma,"According to the studio, two women were hit during the robbery at Roma.",02411597a58c43bdbd2ea72a1c25bbac,,,4
five crew members,roma,Five crew members of Roma were hospitalized due to the robbery.,02411597a58c43bdbd2ea72a1c25bbac,,,4
"cellphones, wallets, and jewelry",roma,These items were stolen during the robbery at Roma.,02411597a58c43bdbd2ea72a1c25bbac,,,4
studio,roma,"According to the studio, a group of city workers approached the crew at Roma and tried to shut down filming.",02411597a58c43bdbd2ea72a1c25bbac,,,4
city workers,studio,The crew reportedly arrived at Roma when a group of city workers approached them and tried to shut down filming.,02411597a58c43bdbd2ea72a1c25bbac,,,4
crew,roma,The crew of Roma was targeted by the robbery.,02411597a58c43bdbd2ea72a1c25bbac,,,4
netflix,in april 2018,It was announced in April 2018 that Netflix acquired the distribution rights for Roma.,02411597a58c43bdbd2ea72a1c25bbac,,,4
scott stuber,netflix movie chief,"Scott Stuber, the Netflix movie chief, acquired the distribution rights based on 12 minutes of footage he was shown.",02411597a58c43bdbd2ea72a1c25bbac,,,4
teaser trailer,film,A teaser trailer was released for the film.,b0f4fbd17518470eb8339310dec05ee8,,,4
25 july 2018,release date,"The teaser trailer for the film was released on July 25, 2018.",b0f4fbd17518470eb8339310dec05ee8,,,4
