node_1,node_2,edge,chunk_id,node_3,count
avengers: endgame,marvel comics superhero team the avengers,Avengers: Endgame is a 2019 American superhero film based on the Marvel Comics superhero team the Avengers.,951a06f2d57b44e5bac61c57fcbd7edd,,4
avengers: endgame,marvel cinematic universe (mcu),Avengers: Endgame is the 22nd film in the Marvel Cinematic Universe (MCU).,951a06f2d57b44e5bac61c57fcbd7edd,,4
anthony and joe russo,directed by anthony and joe russo,Anthony and Joe Russo directed Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
christopher markus,written by christopher markus,Christopher Markus wrote Avengers: Endgame along with Stephen McFeely.,951a06f2d57b44e5bac61c57fcbd7edd,,4
stephen mcfeely,written by stephen mcfeely,Christopher Markus wrote Avengers: Endgame along with Stephen McFeely.,951a06f2d57b44e5bac61c57fcbd7edd,,4
robert downey jr.,ensemble cast which includes robert downey jr.,Robert Downey Jr. Is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
chris evans,ensemble cast which includes chris evans,Chris Evans is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
mark ruffalo,ensemble cast which includes mark ruffalo,Mark Ruffalo is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
chris hemsworth,ensemble cast which includes chris hemsworth,Chris Hemsworth is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
scarlett johansson,ensemble cast which includes scarlett johansson,Scarlett Johansson is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
jeremy renner,ensemble cast which includes jeremy renner,Jeremy Renner is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
don cheadle,ensemble cast which includes don cheadle,Don Cheadle is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
paul rudd,ensemble cast which includes paul rudd,Paul Rudd is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
brie larson,ensemble cast which includes brie larson,Brie Larson is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
karen gillan,ensemble cast which includes karen gillan,Karen Gillan is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
danai gurira,ensemble cast which includes danai gurira,Danai Gurira is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
benedict wong,ensemble cast which includes benedict wong,Benedict Wong is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
jon favreau,ensemble cast which includes jon favreau,Jon Favreau is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
bradley cooper,ensemble cast which includes bradley cooper,Bradley Cooper is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
gwyneth paltrow,ensemble cast which includes gwyneth paltrow,Gwyneth Paltrow is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
josh brolin,ensemble cast which includes josh brolin,Josh Brolin is a part of the ensemble cast in Avengers: Endgame.,951a06f2d57b44e5bac61c57fcbd7edd,,4
avengers: infinity war - part 2,marvel studios,The film was announced by Marvel Studios as Avengers: Infinity War – Part 2 in October 2014.,b16e5628e6f54aa88a6a7baf3c282e28,,4
russo brothers,directors,Joined as directors for the film in April 2015.,b16e5628e6f54aa88a6a7baf3c282e28,,4
markus and mcfeely,screenwriters,"Signed on to write the script for the film in May 2015, a month after the Russo brothers joined as directors.",b16e5628e6f54aa88a6a7baf3c282e28,,4
mcu,story of mcu,"The film is a conclusion to the story of the MCU up to that point, ending the story arcs of several main characters.",b16e5628e6f54aa88a6a7baf3c282e28,,4
earlier films,revisiting moments,"The film's plot revisits several moments from earlier films, bringing back actors and settings from throughout the franchise.",b16e5628e6f54aa88a6a7baf3c282e28,,4
august 2017,pinewood atlanta studios,"Filming began for the film at Pinewood Atlanta Studios in Fayette County, Georgia in August 2017.",b16e5628e6f54aa88a6a7baf3c282e28,,4
"fayette county, georgia",atlanta areas,Shooting for the film took place simultaneously at Pinewood Atlanta Studios and various locations in the Metro and downtown Atlanta areas.,b16e5628e6f54aa88a6a7baf3c282e28,,4
new york state,scotland,"Additional filming for the movie also took place in New York State, Scotland, and England.",b16e5628e6f54aa88a6a7baf3c282e28,England,4
december 2018,official title,The official title of the film was announced in December 2018.,b16e5628e6f54aa88a6a7baf3c282e28,,4
$356–400 million,estimated budget,"With an estimated budget of $356–400 million, the film is one of the most expensive films ever produced.",b16e5628e6f54aa88a6a7baf3c282e28,,4
avengers: endgame,mcu,"Endgame is part of Phase Three of the MCU, which is a series of interconnected superhero films and television series.",5a1fd77b399d45d7bba0e0b2e3804320,,4
avengers: endgame,"april 26, 2019","Avengers: Endgame was released in the United States on April 26, 2019.",5a1fd77b399d45d7bba0e0b2e3804320,,4
los angeles convention center,avengers: endgame,"Avengers: Endgame premiered at the Los Angeles Convention Center on April 22, 2019.",5a1fd77b399d45d7bba0e0b2e3804320,,4
carol danvers,tony stark,Carol Danvers rescues Tony Stark and Nebula from deep space.,5a1fd77b399d45d7bba0e0b2e3804320,,4
bruce banner,avengers: endgame,Bruce Banner is a member of the Avengers who appears in Avengers: Endgame.,5a1fd77b399d45d7bba0e0b2e3804320,,4
steve rogers,avengers: endgame,Steve Rogers is a member of the Avengers who appears in Avengers: Endgame.,5a1fd77b399d45d7bba0e0b2e3804320,,4
