node_1,node_2,edge,chunk_id,node_3,count
guardians of the galaxy vol. 3,mcu,Guardians of the Galaxy Vol. 3 is a part of the Marvel Cinematic Universe (MCU) franchise.,4399167c8b6443e79c74203477668d16,,4
gunn,guardians of the galaxy vol. 3,James Gunn wrote and directed Guardians of the Galaxy Vol. 3.,4399167c8b6443e79c74203477668d16,,4
rocket,guardians of the galaxy vol. 3,"Guardians of the Galaxy Vol. 3 explores the origin story of Rocket, a member of the Guardians of the Galaxy team.",4399167c8b6443e79c74203477668d16,,4
gunn,rocket,"James Gunn personally identifies with Rocket, and in Vol. 3, he explores its origin story.",4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,disney,Walt Disney Studios Motion Pictures owns and distributed Guardians of the Galaxy Vol. 3 worldwide.,4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,trilith studios,"The majority of the filming for Guardians of the Galaxy Vol. 3 took place at Trilith Studios in Atlanta, Georgia.",4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,disneyland paris,"The world premiere of Guardians of the Galaxy Vol. 3 was held at Disneyland Paris on April 22, 2023.",4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,"may 5, 2023","Guardians of the Galaxy Vol. 3 was released in the United States on May 5, 2023.",4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,phases five,Guardians of the Galaxy Vol. 3 is a part of Phase Five of the Marvel Cinematic Universe (MCU) franchise.,4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,critical and commercial success,Guardians of the Galaxy Vol. 3 received critical acclaim and was a commercial success.,4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,$845.6 million worldwide,Guardians of the Galaxy Vol. 3 grossed over $845.6 million worldwide.,4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,academy awards,The film was nominated for Best Visual Effects at the 96th Academy Awards.,4399167c8b6443e79c74203477668d16,,4
gunn,disney,"James Gunn was fired from Guardians of the Galaxy Vol. 3 by Disney in July 2018 over some tweets, but later he returned to write and direct it after completing his other works.",4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy vol. 3,new cast members,Some new actors like Will Poulter and Maria Bakalova joined the cast of Guardians of the Galaxy Vol. 3.,4399167c8b6443e79c74203477668d16,,4
guardians of the galaxy,adam warlock,"Adam Warlock, a Sovereign warrior created by High Priestess Ayesha, attacks the Guardians of the Galaxy at their new headquarters on Knowhere.",04ff45d2406644d8af4ea84ec2d37d75,,4
rocket,orgocorp's kill switch,The Guardians' med-packs are ineffective at healing Rocket's wounds due to a kill switch embedded in him by the organization Orgocorp.,04ff45d2406644d8af4ea84ec2d37d75,,4
rocket,high evolutionary,"Rocket was found as a baby raccoon and was experimented on by the High Evolutionary, Orgocorp's leader.",04ff45d2406644d8af4ea84ec2d37d75,,4
lylla,floor,"Rocket's fellow Batch 89 test subjects were the otter Lylla, the walrus Teefs, and the rabbit Floor.",04ff45d2406644d8af4ea84ec2d37d75,Teefs,4
high evolutionary,intelligence,The High Evolutionary was impressed by Rocket's growing intelligence and used his insight to fix a defect in later Humanimal batches.,04ff45d2406644d8af4ea84ec2d37d75,,4
high evolutionary,envy,"However, he became envious of Rocket's intellect",04ff45d2406644d8af4ea84ec2d37d75,,4
high evolutionary,brain harvesting,and planned to harvest his brain for further research before exterminating the obsolete Batch 89.,04ff45d2406644d8af4ea84ec2d37d75,,4
rocket,grief,Rocket showed grief over Lylla's death,04ff45d2406644d8af4ea84ec2d37d75,,4
high evolutionary,murder,The High Evolutionary killed Lylla and mocked Rocket for showing grief over her death.,04ff45d2406644d8af4ea84ec2d37d75,,4
gamora,guardians,"In the present, an alternate version of Gamora helps the Guardians infiltrate Orgocorp.",e4a8b524712b447eb779e2ce0706105e,,4
rocket's file,guardians,The Guardians retrieve Rocket's file from Orgocorp.,e4a8b524712b447eb779e2ce0706105e,,4
theel,high evolutionary,"The code was removed by Theel, one of the High Evolutionary's advisors.",e4a8b524712b447eb779e2ce0706105e,,4
gamora,rocket,"In Counter-Earth, Drax and Mantis remain with Gamora and Rocket.",e4a8b524712b447eb779e2ce0706105e,,4
