node_1,node_2,edge,chunk_id,node_3,count
donnie darko,jake gyllenhaal,Donnie Darko is portrayed by Jake Gyllenhaal in the film.,97ffa9116c714da18713319b8d0811b2,,4
donnie darko,emotionally troubled teenager,"The character Donnie Darko, played by Jake Gyllenhaal, is an emotionally troubled teenager in the film.",97ffa9116c714da18713319b8d0811b2,,4
donnie darko,sleepwalking,"Donnie Darko, portrayed by Jake Gyllenhaal, accidentally escapes a bizarre accident by sleepwalking in the film.",97ffa9116c714da18713319b8d0811b2,,4
frank,mysterious figure,"Frank is a mysterious figure in a rabbit costume who appears to Donnie Darko, played by Jake Gyllenhaal, in the film.",97ffa9116c714da18713319b8d0811b2,,4
donnie darko,frank,"Donnie Darko, portrayed by Jake Gyllenhaal, interacts with Frank, a mysterious figure in a rabbit costume, in the film.",97ffa9116c714da18713319b8d0811b2,,4
october 1988,setting,The film Donnie Darko is set in October 1988.,97ffa9116c714da18713319b8d0811b2,,4
donnie darko,jet engine falling onto house,"Donnie Darko, portrayed by Jake Gyllenhaal, is affected by an incident involving a jet engine falling onto a house in the film.",97ffa9116c714da18713319b8d0811b2,,4
development,history,The film Donnie Darko began its development in late 1997 when Richard Kelly had graduated from film school and started writing scripts.,97ffa9116c714da18713319b8d0811b2,,4
barrymore's flower films,production company,Donnie Darko was produced by Pandora Cinema and Barrymore's Flower Films in 2000.,97ffa9116c714da18713319b8d0811b2,,4
richard kelly,director,Richard Kelly insisted on directing the film Donnie Darko himself during its development and production.,97ffa9116c714da18713319b8d0811b2,,4
donnie darko,troubled teenager,Donnie Darko is a troubled teenager as evident from the context.,447c394c4dfa488886b0bfb7c646224c,,4
donald 'donnie' darko,sleepwalks outside,Donald 'Donnie' Darko sleepwalks outside as mentioned in the text.,447c394c4dfa488886b0bfb7c646224c,,4
donald 'donnie' darko,led by a mysterious voice,"While sleepwalking, Donald 'Donnie' Darko is led by a mysterious voice as per the context.",447c394c4dfa488886b0bfb7c646224c,,4
frank,meets donnie darko,"In the context, Frank meets Donald 'Donnie' Darko.",447c394c4dfa488886b0bfb7c646224c,,4
frank,in a monstrous rabbit costume,Frank meets Donald 'Donnie' Darko in a monstrous rabbit costume as mentioned in the text.,447c394c4dfa488886b0bfb7c646224c,,4
world,will end,"According to the context, Frank informs Donnie Darko that the world will end.",447c394c4dfa488886b0bfb7c646224c,,4
donnie darko,bedroom,"As per the text, a jet engine crashes into Donnie Darko's bedroom.",447c394c4dfa488886b0bfb7c646224c,,4
faa investigators,do not know its origin,"According to Elizabeth in the given context, FAA investigators do not know the origin of the jet engine that crashed into Donnie Darko's bedroom.",447c394c4dfa488886b0bfb7c646224c,,4
donnie darko,premiered at the sundance film festival,"As stated in the text, Donnie Darko premiered at the Sundance Film Festival on January 19, 2001.",447c394c4dfa488886b0bfb7c646224c,,4
sundance film festival,donnie darko premiered,"According to the context, Donnie Darko premiered at the Sundance Film Festival.",447c394c4dfa488886b0bfb7c646224c,,4
limited theatrical release,donnie darko,"The given context states that after premiering at the Sundance Film Festival, Donnie Darko underwent a limited theatrical release.",447c394c4dfa488886b0bfb7c646224c,,4
scarce advertisement,donnie darko,"As mentioned in the text, due to the scarcity of advertisement, Donnie Darko's box office performance suffered.",447c394c4dfa488886b0bfb7c646224c,,4
september 11 attacks,occurred a month and a half before,"As mentioned in the context, the September 11 attacks occurred a month and a half before Donnie Darko's advertising was scarcely advertised.",447c394c4dfa488886b0bfb7c646224c,,4
donnie darko,"grossed just $517,375 in its initial run","According to the given context, Donnie Darko grossed just $517,375 during its initial release.",447c394c4dfa488886b0bfb7c646224c,,4
donnie darko,went on to gross $7.5 million worldwide,"As mentioned in the text, despite a poor initial run, Donnie Darko went on to gross $7.5 million worldwide.",447c394c4dfa488886b0bfb7c646224c,,4
donnie darko,earned more than $10 million in us home video sales,"As stated in the given context, Donnie Darko earned more than $10 million from its sales in US home videos.",447c394c4dfa488886b0bfb7c646224c,,4
empire,listed no. 2 in empire's '50 greatest independent films of all time',"According to the context, Donnie Darko was ranked number two on Empire's list of '50 Greatest Independent Films of All Time'.",447c394c4dfa488886b0bfb7c646224c,,4
empire,listed no. 53 in empire's '500 greatest movies of all time',"As per the context, Donnie Darko was ranked number fifty-three on Empire's list of '500 Greatest Movies of All Time'.",447c394c4dfa488886b0bfb7c646224c,,4
kelly,released donnie darko: the director's cut in 2004,"As stated in the given context, Kelly released a new version of Donnie Darko called 'Donnie Darko: The Director's Cut' in the year 2004.",447c394c4dfa488886b0bfb7c646224c,,4
stage,donnie darko,"According to the text, a stage version of Donnie Darko was created.",447c394c4dfa488886b0bfb7c646224c,,4
adaptation,donnie darko,"As mentioned in the given context, there was an adaptation of Donnie Darko created for the stage.",447c394c4dfa488886b0bfb7c646224c,,4
donnie,frank,visions of Frank experienced by Donnie,85c71de8367f40d1b1ccb17793e98187,,4
eddie and rose,donnie,sent Donnie to psychotherapist Dr. Thurman due to Donnie's visions of Frank,85c71de8367f40d1b1ccb17793e98187,,4
dr. thurman,donnie,"believes Donnie is detached from reality and that his visions of Frank are 'daylight hallucinations', symptomatic of paranoid schizophrenia",85c71de8367f40d1b1ccb17793e98187,,4
frank,time travel,asks Donnie if he believes in time travel,85c71de8367f40d1b1ccb17793e98187,,4
donnie,dr. kenneth monnitoff,asks his science teacher about time travel after being asked by Frank,85c71de8367f40d1b1ccb17793e98187,,4
dr. kenneth monnitoff,donnie,"gives Donnie The Philosophy of Time Travel, a book written by Roberta Sparrow",85c71de8367f40d1b1ccb17793e98187,,4
roberta sparrow,the philosophy of time travel,author of the book given to Donnie by Dr. Kenneth Monnitoff,85c71de8367f40d1b1ccb17793e98187,,4
gretchen ross,donnie,starts dating Donnie after moving into town with her mother,85c71de8367f40d1b1ccb17793e98187,,4
gretchen ross,violent stepfather,moved into town to escape from her violent stepfather,85c71de8367f40d1b1ccb17793e98187,,4
frank,donnie,"Frank begins to influence Donnie's actions through his sleepwalking episodes, including causing him to flood his high school by breaking a water main.",d66662e8bab4417f964bf5c2efe054f9,,4
karen pomeroy,the destructors,"Karen Pomeroy assigns 'The Destructors' to her English class, and gym teacher Kitty Farmer attributes the act of vandalism to the influence of this short story.",d66662e8bab4417f964bf5c2efe054f9,,4
kitty farmer,donnie,Gym teacher Kitty Farmer attributes the act of vandalism to Donnie's influence from Frank's sleepwalking episodes.,d66662e8bab4417f964bf5c2efe054f9,,4
jim cunningham,kitty farmer,Kitty begins teaching 'attitude lessons' taken from local motivational speaker Jim Cunningham.,d66662e8bab4417f964bf5c2efe054f9,,4
donnie,jim cunningham,Donnie rebels against the 'attitude lessons' taught by Jim Cunningham.,d66662e8bab4417f964bf5c2efe054f9,,4
jim cunningham,assembly,Kitty arranges for local motivational speaker Jim Cunningham to speak at a school assembly.,d66662e8bab4417f964bf5c2efe054f9,,4
donnie,jim cunningham,Donnie insults Jim Cunningham during his speech at the school assembly.,d66662e8bab4417f964bf5c2efe054f9,,4
jim cunningham,frank,Frank suggests setting Jim Cunningham's house on fire after finding his wallet and address.,d66662e8bab4417f964bf5c2efe054f9,,4
firefighters,jim cunningham's house,Firefighters discover a hoard of child pornography in Jim Cunningham's house during the fire.,d66662e8bab4417f964bf5c2efe054f9,,4
kitty farmer,rose,Kitty asks Rose to chaperone their daughters' dance troupe on its trip to Los Angeles because she wishes to testify in Jim Cunningham's defense.,d66662e8bab4417f964bf5c2efe054f9,,4
