node_1,node_2,edge,chunk_id,node_3,count
wolf of wall street,martin scorsese,Director Martin Scorsese co-produced and directed the film.,f5da88dbb07b484aa539bba4b8b1b615,,4
jordan belfort's,the wolf of wall street,The Wolf of Wall Street is based on Jordan Belfort's memoir of the same name.,f5da88dbb07b484aa539bba4b8b1b615,,4
leonardo dicaprio,belfort,Leonardo DiCaprio plays the role of Jordan Belfort in the film.,f5da88dbb07b484aa539bba4b8b1b615,,4
jordan belfort's,stratton oakmont,"The film recounts Jordan Belfort's career at his firm, Stratton Oakmont.",f5da88dbb07b484aa539bba4b8b1b615,,4
stratton oakmont,rampant corruption and fraud,Stratton Oakmont engaged in rampant corruption and fraud on Wall Street.,f5da88dbb07b484aa539bba4b8b1b615,,4
jordan belfort's,downfall,The film recounts Jordan Belfort's downfall.,f5da88dbb07b484aa539bba4b8b1b615,,4
dicaprio,warner bros.,Leonardo DiCaprio and Warner Bros. Acquired the rights to Jordan Belfort's memoir in 2007.,f5da88dbb07b484aa539bba4b8b1b615,,4
red granite pictures,the wolf of wall street,The film was produced by independent Red Granite Pictures.,f5da88dbb07b484aa539bba4b8b1b615,,4
donnie azoff,jordan belfort's,"Jonah Hill plays the role of Jordan Belfort's business partner and friend, Donnie Azoff.",f5da88dbb07b484aa539bba4b8b1b615,Business partner and friend,4
mark hanna,fbi agent patrick denham,"Matthew McConaughey plays the role of Jordan Belfort's mentor and former boss, Mark Hanna, while Kyle Chandler plays the role of FBI agent Patrick Denham.",f5da88dbb07b484aa539bba4b8b1b615,Mentor and former boss,4
the film,positive reviews,The film received positive reviews.,58233b97263f41d99198e43cab30dd1f,,4
the film,some moral censure,The film received some moral censure.,58233b97263f41d99198e43cab30dd1f,,4
critics,the film,Critics reviewed The film.,58233b97263f41d99198e43cab30dd1f,,4
86th academy awards ceremony,best picture nomination,The 86th Academy Awards ceremony nominated The film for Best Picture.,58233b97263f41d99198e43cab30dd1f,,4
dicaprio,best actor nomination,"At the 86th Academy Awards ceremony, DiCaprio was nominated for Best Actor for his role in The film.",58233b97263f41d99198e43cab30dd1f,,4
hill,best supporting actor nomination,"At the 86th Academy Awards ceremony, Hill was nominated for Best Supporting Actor for his role in The film.",58233b97263f41d99198e43cab30dd1f,,4
golden globe awards,best picture nomination,The Golden Globe Awards nominated The film for Best Picture - Musical or Comedy.,58233b97263f41d99198e43cab30dd1f,,4
dicaprio,best actor award,"At the 71st Golden Globe Awards, DiCaprio won Best Actor - Musical or Comedy for his role in The film.",58233b97263f41d99198e43cab30dd1f,,4
l.f. rothschild,jordan belfort,"In 1987, Jordan Belfort landed a job as a Wall Street stockbroker for L.F. Rothschild.",58233b97263f41d99198e43cab30dd1f,,4
mark hanna,jordan belfort,"Employed under Mark Hanna, Jordan Belfort landed a job as a Wall Street stockbroker for L.F. Rothschild in 1987.",58233b97263f41d99198e43cab30dd1f,,4
wall street stockbroker culture,jordan belfort,Jordan Belfort was quickly enticed by the drug-fueled Wall Street stockbroker culture.,58233b97263f41d99198e43cab30dd1f,,4
l.f. rothschild,job loss,"Following Black Monday, Jordan Belfort lost his job at L.F. Rothschild.",58233b97263f41d99198e43cab30dd1f,,4
investor's center,jordan belfort,"After losing his job at L.F. Rothschild, Jordan Belfort took a job at Investor's Center.",58233b97263f41d99198e43cab30dd1f,,4
long island,investor's center,Investor's Center is a boiler room brokerage firm located on Long Island.,58233b97263f41d99198e43cab30dd1f,,4
pink sheet penny stocks,jordan belfort,"Thanks to his aggressive pitching style and high commissions, Jordan Belfort made a small fortune dealing in pink sheet penny stocks.",58233b97263f41d99198e43cab30dd1f,,4
jordan belfort,donnie azoff,"befriends his neighbor Donnie Azoff, and the two start their own boiler room-styled brokerage company",311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,stratton oakmont,sets up the company in an abandoned auto repair shop,311ca5ff7fd44df59206b06d3d719df8,,4
stratton oakmont,success,"becomes immensely successful, moving out of the auto repair shop into a bigger office",311ca5ff7fd44df59206b06d3d719df8,,4
stratton oakmont,exposé in forbes,"causes hundreds of ambitious young financiers to flock to the company, thus causing them to move into even bigger offices",311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,robbie feinberg,recruits Jordan's childhood friends Robbie Feinberg,311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,alden kupferburg,recruits Jordan's childhood friends Alden Kupferburg,311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,nicky koskoff,recruits Jordan's childhood friends Nicky Koskoff,311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,chester ming,recruits Jordan's childhood friends Chester Ming,311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,toby welch,recruits Jordan's childhood friends Toby Welch,311ca5ff7fd44df59206b06d3d719df8,,4
brad bonick,jordan belfort,"recruits local drug pusher Brad Bonick, all of whom Jordan trains in the art of the 'hard sell'",311ca5ff7fd44df59206b06d3d719df8,,4
stratton oakmont,pump and dump scheme,contributes largely to the success of his pump and dump scheme,311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,forbes,"causes an exposé in Forbes, which dubs Jordan 'The Wolf of Wall Street'",311ca5ff7fd44df59206b06d3d719df8,,4
jordan belfort,sec,Investigation by the SEC against Jordan Belfort and Stratton Oakmont for securities fraud.,3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,fbi,"Investigation by the FBI against Jordan Belfort and Stratton Oakmont for various crimes including securities fraud, money laundering, and racketeering.",3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,donnie azoff,"Close business partnership between Jordan Belfort and Donnie Azoff in Stratton Oakmont, later leading to a heated argument.",3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,teresa belfort,"Marriage between Jordan Belfort and Teresa, later resulting in divorce due to an affair with Naomi Lapaglia.",3fcd7746c36c42ca9a4c24bec3db714e,,4
naomi lapaglia,jordan belfort,"Affair between Jordan Belfort and Naomi Lapaglia, leading to divorce from Teresa Belfort and subsequent marriage.",3fcd7746c36c42ca9a4c24bec3db714e,,4
naomi lapaglia,emma (aunt of naomi),Use of Emma's name in opening a Swiss bank account by Jordan Belfort to hide his money.,3fcd7746c36c42ca9a4c24bec3db714e,,4
brad,donnie azoff,"Conflict between Brad and Donnie Azoff during a money exchange, leading to Brad's arrest.",3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,chantalle (wife of brad),Use of Chantalle and her family to smuggle cash into Switzerland due to European passports.,3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,bo dietl (private investigator),"Advice from Jordan's father Max to leave Stratton Oakmont and lie low due to FBI wiretapping, later resisted by Jordan.",3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,steve madden,"Illegal making of $22 million in three hours by Jordan Belfort for IPO of Steve Madden, further FBI attention.",3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,saurel (corrupt banker),Opening of a Swiss bank account by Jordan Belfort in the name of Naomi's aunt Emma with the help of corrupt banker Saurel.,3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,luxury lifestyle (prostitutes and drugs),Indulgence in a decadent lifestyle by Jordan Belfort consisting of prostitutes and drugs.,3fcd7746c36c42ca9a4c24bec3db714e,,4
jordan belfort,donnie,"Jordan warns Donnie about the FBI, but Donnie betrays Jordan by giving his note to them. This leads to Jordan's arrest and shorter prison sentence in exchange for testimony.",b86f12d35a01496f8dbbe64cb0189f51,,4
stratton oakmont,jordan belfort,"Jordan is the founder and CEO of Stratton Oakmont, a brokerage firm that is eventually raided and shut down by the FBI.",b86f12d35a01496f8dbbe64cb0189f51,,4
seminars on sales techniques,jordan belfort,"After serving 22 months in prison, Jordan earns a living by hosting seminars on sales techniques.",b86f12d35a01496f8dbbe64cb0189f51,,4
bo dietl,jordan belfort,Bo Dietl appears as himself and interacts with Jordan in the movie.,b86f12d35a01496f8dbbe64cb0189f51,,4
kimmie belzer,stephanie kurtzuba,Kimmie Belzer is portrayed by Stephanie Kurtzuba in the film.,b86f12d35a01496f8dbbe64cb0189f51,,4
stratton broker,goldfish,A Stratton broker's goldfish is eaten by Donnie for slacking off.,b86f12d35a01496f8dbbe64cb0189f51,,4
steve madden,jake hoffman,Steve Madden is portrayed by Jake Hoffman in the movie.,b86f12d35a01496f8dbbe64cb0189f51,,4
honorary samantha stogel,fran lebowitz,The Honorary Samantha Stogel is portrayed by Fran Lebowitz in the movie.,b86f12d35a01496f8dbbe64cb0189f51,,4
voice over stratton oakmont commercial,edward herrmann,Edward Herrmann provides the voice over for the Stratton Oakmont commercial at the beginning of the movie.,b86f12d35a01496f8dbbe64cb0189f51,,4
dwayne,spike jonze,"Spike Jonze makes an uncredited appearance as Dwayne, the head of a Long Island brokerage firm that introduces Jordan to penny stocks.",b86f12d35a01496f8dbbe64cb0189f51,,4
belfort,azoff,"Azoff is based on Danny Porush from Belfort's original memoir, but the name was changed after Porush threatened to sue the filmmakers.",1ea996e9474c40a1aa20f3fd05d4ba22,,4
lavigne,belfort,An incident recounted in Belfort's book involving Lavigne and mouth-to-mouth resuscitation is similar to a scene in the film involving Donnie.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
denham,coleman,The FBI agent Patrick Denham is a stand-in for real-life Gregory Coleman from Belfort's book.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
riskin,sorkin,The lawyer Manny Riskin in the film is based on Ira Sorkin from Belfort's book.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
petrillo,teresa petrillo,Belfort's first wife Denise Lombardo is renamed Teresa Petrillo in the film.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
lapaglia,naomi lapaglia,Belfort's second wife Nadine Caridi is named Naomi Lapaglia in the film.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
hanna,mark hanna,"The role of Mark Hanna, a convicted fraudster who served time in prison, remains the same as the real-life LF Rothschild stockbroker in the film.",1ea996e9474c40a1aa20f3fd05d4ba22,,4
max,max belfort,Belfort's father Max keeps his name in the film.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
leah,leah belfort,Belfort's mother Leah also keeps her name in the film.,1ea996e9474c40a1aa20f3fd05d4ba22,,4
aunt emma,joanna lumley,"The role of Aunt Emma was initially offered to Julie Andrews, but she declined due to an injury and was replaced by Joanna Lumley in the film.",1ea996e9474c40a1aa20f3fd05d4ba22,,4
naomi,olivia wilde,"Olivia Wilde auditioned for the role of Naomi, but was rejected as she was deemed 'too old' despite Leonardo DiCaprio being a decade older than her; the role went to Margot Robbie in the film.",1ea996e9474c40a1aa20f3fd05d4ba22,,4
dicaprio,robbie,"Despite DiCaprio being a decade older than her, the role in the film initially went to Margot Robbie.",8b23e6307e1545ab83b6c8e30a1df95f,,4
hill,dicaprio,"In an interview with Howard Stern, Jonah Hill revealed that he received only $60,000 on the film, which is the lowest possible SAG-AFTRA rate for his amount of work, while DiCaprio received $10 million.",8b23e6307e1545ab83b6c8e30a1df95f,,4
filming,"august 8, 2012","Filming for The Wolf of Wall Street began on August 8, 2012, in New York City.",27a52fd23d35454f9687272f102e26a8,,4
filming,"september 4, 2012","Leonardo DiCaprio started filming for The Wolf of Wall Street on September 4, 2012.",27a52fd23d35454f9687272f102e26a8,,4
filming,"closter, new jersey","The Wolf of Wall Street also filmed in Closter, New Jersey.",27a52fd23d35454f9687272f102e26a8,,4
filming,"harrison, new york","The Wolf of Wall Street also filmed in Harrison, New York.",27a52fd23d35454f9687272f102e26a8,,4
scorsese's longtime editor,thelma schoonmaker,"The Wolf of Wall Street's editor is Thelma Schoonmaker, who has worked with Scorsese for a long time.",27a52fd23d35454f9687272f102e26a8,,4
shooting format,digital,The Wolf of Wall Street was originally planned to be shot digitally.,27a52fd23d35454f9687272f102e26a8,,4
shooting format,film stock,"Despite being filmed in 2D, most of The Wolf of Wall Street was actually shot on film stock.",27a52fd23d35454f9687272f102e26a8,,4
scorsese's opinion,shooting digitally,Martin Scorsese initially favored shooting on film but chose to shoot Hugo digitally because it was being photographed in 3D.,27a52fd23d35454f9687272f102e26a8,,4
scorsese's opinion,shooting on film,"Martin Scorsese, who has been a proponent of shooting on film, expressed disappointment that the decision to shoot digitally seemed final.",27a52fd23d35454f9687272f102e26a8,,4
number of vfx shots,400-450,The Wolf of Wall Street contains around 400 to 450 visual effects shots.,27a52fd23d35454f9687272f102e26a8,,4
guinness world record,most instances of swearing in a motion picture,The film set a Guinness World Record for the most instances of swearing in a motion picture.,8dafbd168def4babb51ffbd46accb5fb,,4
goodfellas,scorsese's previous gangster films,Scorsese's previous gangster films Goodfellas (1990) had respectively had 300 uses of the word.,8dafbd168def4babb51ffbd46accb5fb,,4
casino,scorsese's previous gangster films,Scorsese's previous gangster films Casino (1995) had respectively had 422 uses of the word.,8dafbd168def4babb51ffbd46accb5fb,,4
swearing,film,The film set a Guinness World Record for the most instances of swearing in a motion picture.,8dafbd168def4babb51ffbd46accb5fb,,4
expletives,dialogue,Dialogue containing expletives was muted in the UAE version of the film.,8dafbd168def4babb51ffbd46accb5fb,,4
nudity,film,The National reported that filmgoers in the UAE believed the film should not have been shown rather than being edited so heavily due to nudity.,8dafbd168def4babb51ffbd46accb5fb,,4
drug use,film,The National reported that filmgoers in the UAE believed the film should not have been shown rather than being edited so heavily due to drug use.,8dafbd168def4babb51ffbd46accb5fb,,4
wolf of wall street,premiered,"The Wolf of Wall Street premiered at the Ziegfeld Theatre in New York City on December 17, 2013.",5a20e61bfcb249aa99b97405feab5d07,,4
wolf of wall street,december 25,The Wolf of Wall Street had a wide release on December 25.,5a20e61bfcb249aa99b97405feab5d07,,4
december 25,christmas day,December 25 was the official release date for The Wolf of Wall Street in some regions.,5a20e61bfcb249aa99b97405feab5d07,,4
wolf of wall street,november 15,"The original release date of The Wolf of Wall Street was November 15, but this was pushed back due to cuts being made.",5a20e61bfcb249aa99b97405feab5d07,,4
october 29,wolf of wall street,"On October 29, Paramount officially confirmed that The Wolf of Wall Street would release on Christmas Day with a runtime of 180 minutes.",5a20e61bfcb249aa99b97405feab5d07,,4
october 22,wolf of wall street,"On October 22, it was reported that The Wolf of Wall Street would be released on Christmas Day.",5a20e61bfcb249aa99b97405feab5d07,,4
december 17,ziegfeld theatre,"The Wolf of Wall Street premiered at the Ziegfeld Theatre in New York City on December 17, 2013.",5a20e61bfcb249aa99b97405feab5d07,,4
motion picture association of america,r rating,The Wolf of Wall Street was rated R by the Motion Picture Association of America (MPAA) for its content.,5a20e61bfcb249aa99b97405feab5d07,,4
