node_1,node_2,edge,chunk_id,node_3,node_4,count
suicide squad,dc comics team suicide squad,The Suicide Squad is a DC Comics team known as Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
2021,the suicide squad,"The film, The Suicide Squad, is a 2021 American superhero film based on the DC Comics team Suicide Squad.",142990372ea9487ca516180df44a6ae5,,,4
suicide squad,dc extended universe (dceu),"The film, The Suicide Squad, is a standalone sequel to Suicide Squad and the 10th film in the DC Extended Universe.",142990372ea9487ca516180df44a6ae5,,,4
margot robbie,suicide squad,Margot Robbie is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
idris elba,suicide squad,Idris Elba is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
john cena,suicide squad,John Cena is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
joel kinnaman,suicide squad,Joel Kinnaman is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
sylvester stallone,suicide squad,Sylvester Stallone is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
viola davis,suicide squad,Viola Davis is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
david dastmalchian,suicide squad,David Dastmalchian is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
daniela melchior,suicide squad,Daniela Melchior is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
michael rooker,suicide squad,Michael Rooker is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
jai courtney,suicide squad,Jai Courtney is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
peter capaldi,suicide squad,Peter Capaldi is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
alice braga,suicide squad,Alice Braga is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
pete davidson,suicide squad,Pete Davidson is a member of the Suicide Squad.,142990372ea9487ca516180df44a6ae5,,,4
south american island nation of corto maltese,the suicide squad,"In the film, The Suicide Squad, they are sent to the South American island nation of Corto Maltese to destroy all traces of the giant alien starfish Starro the Conqueror before it falls into the local government's control.",142990372ea9487ca516180df44a6ae5,,,4
starro the conqueror,the suicide squad,"In the film, The Suicide Squad, they are sent to the South American island nation of Corto Maltese to destroy all traces of the giant alien starfish Starro the Conqueror before it falls into the local government's control.",142990372ea9487ca516180df44a6ae5,,,4
david ayer,suicide squad sequel,David Ayer was set to return as director for a Suicide Squad sequel by March 2016.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
warner bros.,gavin o'connor,Warner Bros. considered several replacements before hiring Gavin O'Connor in September 2017.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
suicide squad sequel,gavin o'connor,Warner Bros. considered several replacements before hiring Gavin O'Connor in September 2017 for the Suicide Squad sequel.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
suicide squad sequel,gunn,"In October 2018, Gunn was hired to write and direct the film after being temporarily fired by Disney and Marvel Studios as director of Guardians of the Galaxy Vol. 3 (2023).",9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
suicide squad sequel,john ostrander's 1980s suicide squad comics,Gunn drew inspiration from war films and John Ostrander's 1980s Suicide Squad comics for the Suicide Squad sequel.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
suicide squad sequel,new characters,Gunn explored new characters in a story separate from the first film's narrative for the Suicide Squad sequel.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
cast members,suicide squad,Some cast members do return from Suicide Squad.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
warner bros.,biggest sets,The film had the biggest sets ever built for a Warner Bros. production.,9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
"atlanta, georgia",filming location,"Filming took place primarily in Atlanta, Georgia.",9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
"colón, panama",filming location,"Filming also took place in Colón, Panama.",9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
"porto, portugal",filming location,"Filming also took place in Porto, Portugal.",9b2b1a5fc21d45f9923b7dcc50d1435d,,,4
suicide squad,amanda waller,"Intelligence officer Amanda Waller assembles two separate Task Force X teams, colloquially known as the 'Suicide Squad'",a7880711a2da4072b14a134695a61f49,,,4
task force x,belle reve penitentiary inmates,Consists of Belle Reve penitentiary inmates who agree to carry out a mission in exchange for shortened sentences,a7880711a2da4072b14a134695a61f49,,,4
task force x,amanda waller,Assembled by intelligence officer Amanda Waller,a7880711a2da4072b14a134695a61f49,,,4
south american island nation of corto maltese,suicide squad,Sent to the South American island nation of Corto Maltese after an anti-American regime overthrew its government,a7880711a2da4072b14a134695a61f49,,,4
project starfish,jötunheim,Houses the secret experiment 'Project Starfish',a7880711a2da4072b14a134695a61f49,,,4
suicide squad,amanda waller,"Tasked with destroying the Nazi-era laboratory Jötunheim, which houses the secret experiment 'Project Starfish'",a7880711a2da4072b14a134695a61f49,,,4
corto maltese military,team led by colonel rick flag,"The Corto Maltese military almost entirely wipes out one team upon landing, with only team leader Colonel Rick Flag and Harley Quinn surviving. This serves as a diversion for Bloodsport's team to enter the country undetected.",a0a8c9ed299642debb1bf0b16ef57d1a,,,4
team led by assassin bloodsport,rebellion leader sol soria,"The team massacres the rebel soldiers, only to learn that rebellion leader Sol Soria had saved Flag.",a0a8c9ed299642debb1bf0b16ef57d1a,,,4
harley quinn,corto maltesean government,"Harley is captured by the Corto Maltesean government and taken to new dictator, Silvio Luna.",a0a8c9ed299642debb1bf0b16ef57d1a,,,4
project starfish's lead scientist,team led by assassin bloodsport,The team captures Project Starfish's lead scientist at the request of Amanda Waller.,a0a8c9ed299642debb1bf0b16ef57d1a,,,4
harley quinn,"new dictator, silvio luna",Silvio Luna wishes to marry Harley.,a0a8c9ed299642debb1bf0b16ef57d1a,,,4
"new dictator, silvio luna",project starfish,Silvio Luna plans to use Project Starfish on political dissidents.,a0a8c9ed299642debb1bf0b16ef57d1a,,,4
harley quinn,"new dictator, silvio luna's plans for project starfish","After learning of Luna's plans to use Project Starfish on political dissidents, Harley kills him and escapes.",a0a8c9ed299642debb1bf0b16ef57d1a,,,4
team led by assassin bloodsport,jötunheim,The team uses the Thinker to break into Jötunheim and begin rigging it with explosives.,a0a8c9ed299642debb1bf0b16ef57d1a,,,4
starro the conqueror,u.s. government,The U.S. government funded Starro's experiments for decades using Corto Maltesean citizens as test subjects.,d35e1c8ce4e84fc5ac11c72501ba68cb,,,4
flag,hard drive containing evidence of u.s.'s involvement,"Flag decided to leak the hard drive, but was killed by Peacemaker under orders from Waller to cover up the U.S.'s involvement.",d35e1c8ce4e84fc5ac11c72501ba68cb,,,4
peacemaker,hard drive containing evidence of u.s.'s involvement,"Peacemaker attempted to kill Ratcatcher 2 before she could escape with the hard drive, but Bloodsport shot him and took it.",d35e1c8ce4e84fc5ac11c72501ba68cb,,,4
ratcatcher 2,hard drive containing evidence of u.s.'s involvement,Ratcatcher 2 accidentally possessed the hard drive after a skirmish between the team and the military led to Polka-Dot Man accidentally setting off the explosives prematurely.,d35e1c8ce4e84fc5ac11c72501ba68cb,,,4
starro,thinker,"Starro escapes the destroyed Jötunheim, brutally kills the Thinker and much of the military.",2954e70293a640bea74063c6e8a63e2e,,,4
starro,island's population,Starro begins taking control of the island's population.,2954e70293a640bea74063c6e8a63e2e,,,4
waller,squad,Waller tells the squad that their mission is complete and orders them to leave.,2954e70293a640bea74063c6e8a63e2e,,,4
bloodsport,team,Bloodsport decides to lead the team in fighting Starro.,2954e70293a640bea74063c6e8a63e2e,,,4
waller,squad,"Waller attempts to execute them for this, but her subordinates knock her out.",2954e70293a640bea74063c6e8a63e2e,,,4
harley,starro,"Harley pierces a hole in its eye, allowing Ratcatcher 2 to summon the city's rats to chew Starro to death from the inside.",2954e70293a640bea74063c6e8a63e2e,,,4
polka-dot man,starro,Starro kills Polka-Dot Man.,2954e70293a640bea74063c6e8a63e2e,,,4
ratcatcher 2,city's rats,Ratcatcher 2 summons the city's rats to chew Starro to death from the inside.,2954e70293a640bea74063c6e8a63e2e,,,4
soria,government,"Soria takes control of the government, promising democratic elections.",2954e70293a640bea74063c6e8a63e2e,,,4
bloodsport,waller,Bloodsport blackmails Waller into releasing him and the surviving squad members and dropping Tyla's charges in exchange for keeping the contents of the drive confidential.,2954e70293a640bea74063c6e8a63e2e,,,4
waller,subordinates,"For disobeying her, Waller assigns her subordinates to a new mission with Peacemaker.",2954e70293a640bea74063c6e8a63e2e,,,4
steve agee,john economos,"Steve Agee portrays John Economos, an A.R.G.U.S. agent who is an aide to Waller.",51500816aa2e4f78bd9d583f4631bebe,,,4
jennifer holland,emilia harcourt,"Jennifer Holland portrays Emilia Harcourt, another aide to Waller in addition to Agee's Economos.",51500816aa2e4f78bd9d583f4631bebe,,,4
tinashe kajese,flo crawley,"Tinashe Kajese portrays Flo Crawley, the aide who knocked out Amanda Waller before execution and was later arrested.",51500816aa2e4f78bd9d583f4631bebe,,,4
savant,first suicide squad team,Savant is a member of the first ill-fated Suicide Squad team.,51500816aa2e4f78bd9d583f4631bebe,,,4
captain boomerang,first suicide squad team,Captain Boomerang is a member of the first ill-fated Suicide Squad team.,51500816aa2e4f78bd9d583f4631bebe,,,4
blackguard,first suicide squad team,Blackguard is a member of the first ill-fated Suicide Squad team.,51500816aa2e4f78bd9d583f4631bebe,,,4
nathan fillion,cory pitzner / t.d.k.,"Nathan Fillion portrays Cory Pitzner, also known as T.D.K., a metahuman who can detach his arms from his body and was part of the first ill-fated Suicide Squad team.",51500816aa2e4f78bd9d583f4631bebe,,,4
flula borg,gunter braun / javelin,"Flula Borg portrays Gunter Braun, also known as Javelin, a former Olympic athlete who wields javelins as weapons and was part of the first ill-fated Suicide Squad team.",51500816aa2e4f78bd9d583f4631bebe,,,4
mayling ng,mongal,"Mayling Ng portrays Mongal, an alien mass murderer and member of the first ill-fated Suicide Squad team.",51500816aa2e4f78bd9d583f4631bebe,,,4
sean gunn,weasel,"Sean Gunn portrays Weasel, an anthropomorphic weasel whose portrayal is based on Bill the Cat from the comic strip Bloom County and was part of the first ill-fated Suicide Squad team. James Gunn has stated that Weasel is 'barely more than an animal,' which raises ethical questions about his involvement in the squad.",51500816aa2e4f78bd9d583f4631bebe,,,4
suárez,luna,"Both Major General Mateo Suárez and President General Silvio Luna appear in the film, with Luna proposing marriage to Harley Quinn.",8963d98ae5774d63b5471403a536c939,,,4
tyla,bloodsport,Tyla is introduced as Bloodsport's daughter.,8963d98ae5774d63b5471403a536c939,,,4
milton,task force x,"Milton is an associate of Task Force X, a group featured in the film.",8963d98ae5774d63b5471403a536c939,,,4
polka-dot man's mom,polka-dot man,The character Polka-Dot Man has a mother who appears in the film.,8963d98ae5774d63b5471403a536c939,,,4
ratcatcher 2's father,ratcatcher,The original Ratcatcher is referenced as Ratcatcher 2's father.,8963d98ae5774d63b5471403a536c939,,,4
weasel,suicide squad,"Weasel, played by Sean Gunn, appears in the film alongside other DC villains such as Kaleidoscope and Double Down.",8963d98ae5774d63b5471403a536c939,,,4
dr. fitzgibbon,suicide squad,"The character Dr. Fitzgibbon, created by John Ostrander, appears in the film alongside Suicide Squad.",8963d98ae5774d63b5471403a536c939,,,4
briscoe,task force x,Stephen Blackehart's character Briscoe is a pilot for Task Force X featured in the film.,8963d98ae5774d63b5471403a536c939,,,4
dancers,nightclub,Kaufman and Pom Klementieff appear as dancers in a nightclub scene in the film.,8963d98ae5774d63b5471403a536c939,,,4
suicide squad,david ayer,Director David Ayer was expected to return for the sequel of Suicide Squad after completing work on Bright in 2017.,1020957575fd4ce8abc48c888912399b,,,4
suicide squad,will smith,"Star Will Smith was expected to return for the sequel of Suicide Squad after completing work on Bright in 2017, as planned by filming.",1020957575fd4ce8abc48c888912399b,,,4
karen fukuhara,tatsu yamashiro / katana,Actress Karen Fukuhara expressed her interest in fleshing out Tatsu Yamashiro / Katana's backstory in a Suicide Squad sequel or spin-off film.,1020957575fd4ce8abc48c888912399b,,,4
suicide squad,rating,"Director David Ayer explained that the first Suicide Squad film was originally envisioned as rated PG-13 by the studio and an R-rating needed to be planned from the start of a production, as it had the edge and attitude of an R-rated film already.",1020957575fd4ce8abc48c888912399b,,,4
suicide squad,polarized response,Suicide Squad was released to a polarized response.,1020957575fd4ce8abc48c888912399b,,,4
warner bros. pictures,suicide squad sequel development,Suicide Squad grossed enough for Warner Bros. Pictures to fast-track development of a sequel due to its success.,1020957575fd4ce8abc48c888912399b,,,4
gotham city sirens,margot robbie,"An all-female team-up film, Gotham City Sirens, with Margot Robbie planned to reprise her role as Harley Quinn was further along in development than Suicide Squad 2.",1020957575fd4ce8abc48c888912399b,,,4
gotham city sirens,david ayer,Director David Ayer was set to direct and produce the Gotham City Sirens film rather than Suicide Squad 2.,1020957575fd4ce8abc48c888912399b,,,4
suicide squad 2,warner bros.,Warner Bros. began searching for a new director for Suicide Squad 2.,81774377477e45b4ba9f51eca12a3ad2,,,4
mel gibson,suicide squad 2,Mel Gibson was being courted by Warner Bros. To direct Suicide Squad 2 by mid-February 2017.,81774377477e45b4ba9f51eca12a3ad2,,,4
ruben fleischer,suicide squad 2,Ruben Fleischer was being considered to direct Suicide Squad 2.,81774377477e45b4ba9f51eca12a3ad2,,,4
daniel espinosa,suicide squad 2,Daniel Espinosa was being considered to direct Suicide Squad 2.,81774377477e45b4ba9f51eca12a3ad2,,,4
jonathan levine,suicide squad 2,Jonathan Levine was being considered to direct Suicide Squad 2.,81774377477e45b4ba9f51eca12a3ad2,,,4
david s. goyer,suicide squad 2,David S. Goyer was being considered to direct Suicide Squad 2.,81774377477e45b4ba9f51eca12a3ad2,,,4
adam cozad,suicide squad 2 script,Adam Cozad entered negotiations to write the script for Suicide Squad 2 in late February 2017.,81774377477e45b4ba9f51eca12a3ad2,,,4
jaume collet-serra,suicide squad 2 director,Jaume Collet-Serra became the new frontrunner to direct Suicide Squad 2 in early July.,81774377477e45b4ba9f51eca12a3ad2,,,4
will smith,suicide squad 2,Both Will Smith and Robbie were set to reprise their roles in Suicide Squad 2 by early July.,81774377477e45b4ba9f51eca12a3ad2,,,4
zak penn,suicide squad 2 story treatment,Zak Penn pitched a new story treatment for Suicide Squad 2 to Warner Bros. In late July.,81774377477e45b4ba9f51eca12a3ad2,,,4
suicide squad 2,birds of prey (2020),"Gavin O'Connor left Suicide Squad 2 due to frustration with Warner Bros. Moving ahead with Birds of Prey, which has a similar story to his script.",941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,charles roven,David Bar Katz and Todd Stashwick co-writing Suicide Squad 2 with Gavin O'Connor. Charles Roven already attached as a producer for the first film.,941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,jared leto,Jared Leto was expected to reprise his role as the Joker in Suicide Squad 2 before Gavin O'Connor left the project.,941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,warner bros.,"Gavin O'Connor left Suicide Squad 2 due to frustration with Warner Bros. Moving ahead with Birds of Prey, which has a similar story to his script.",941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,deadshot,Deathstroke appeared in four or five different versions of the Suicide Squad 2 script to fight Deadshot.,941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,joe manganiello,"Joe Manganiello was attached to reprise his role as Deathstroke from Justice League in Suicide Squad 2, but he will not portray the character again until Zack Snyder's Justice League.",941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,gavin o'connor,Gavin O'Connor was chosen to direct and co-write Suicide Squad 2 with his writing partner.,941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,david bar katz,David Bar Katz co-writing Suicide Squad 2 with Gavin O'Connor and Michael De Luca.,941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,todd stashwick,Todd Stashwick co-writing Suicide Squad 2 with Gavin O'Connor and Michael De Luca.,941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,michael de luca,"Michael De Luca joined as a producer for Suicide Squad 2, working with Charles Roven and David Bar Katz.",941a7e9e3c964a6cb1bc638de2fa3533,,,4
suicide squad 2,black adam,"The character Black Adam was reportedly the main villain of Gavin O'Connor's script for Suicide Squad 2, with Dwayne Johnson already attached to that role for DC Films.",941a7e9e3c964a6cb1bc638de2fa3533,,,4
james gunn,suicide squad,"In October 2018, James Gunn was hired by Warner Bros. To write and possibly direct the next Suicide Squad film following his exit settlement with Disney after being dismissed as director of Guardians of the Galaxy Vol. 3 due to controversy surrounding some of his Twitter posts. This move was seen as brave and smart by David Ayer, who directed the previous Suicide Squad movie, and Dave Bautista expressed interest in appearing in Gunn's adaptation.",1e507f14c5af4db7aeb9634cef2e846e,,,4
