node_1,node_2,edge,chunk_id,node_3,count
ram-leela,romantic tragedy film,Ram-Leela is a Hindi-language romantic tragedy film,3c2a52f301454f12a650a2884c8c7abf,,4
sanjay leela bhansali,written and directed ram-leela,Sanjay Leela Bhansali wrote and directed the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
eros international's kishore lulla,jointly produced ram-leela,Eros International's Kishore Lulla jointly produced the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
deepika padukone,played lead roles in ram-leela,Deepika Padukone played one of the lead roles in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
ranveer singh,played lead roles in ram-leela,Ranveer Singh played one of the lead roles in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
priyanka chopra,made a special appearance in the song 'ram chahe leela',Priyanka Chopra made a special appearance in the song 'Ram Chahe Leela' in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
william shakespeare,whose tragedy romeo and juliet is narrated by ram-leela,"The film Ram-Leela narrates the story of two star-crossed lovers, based on William Shakespeare's tragedy Romeo and Juliet",3c2a52f301454f12a650a2884c8c7abf,,4
supriya pathak,was a part of ram-leela's supporting cast,Supriya Pathak was a part of the supporting cast in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
richa chadda,was a part of ram-leela's supporting cast,Richa Chadda was a part of the supporting cast in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
sharad kelkar,was a part of ram-leela's supporting cast,Sharad Kelkar was a part of the supporting cast in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
gulshan devaiah,was a part of ram-leela's supporting cast,Gulshan Devaiah was a part of the supporting cast in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
barkha bisht sengupta,was a part of ram-leela's supporting cast,Barkha Bisht Sengupta was a part of the supporting cast in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
abhimanyu singh,was a part of ram-leela's supporting cast,Abhimanyu Singh was a part of the supporting cast in the film Ram-Leela,3c2a52f301454f12a650a2884c8c7abf,,4
ram-leela,delhi high court,The film's release was initially stayed by the Delhi High Court.,61d4b66569394f9fa72717ff9acace95,,4
ram-leela,goliyon ki raasleela ram-leela,Ram-Leela was changed to Goliyon Ki Raasleela Ram-Leela in response to an order by the court.,61d4b66569394f9fa72717ff9acace95,,4
rajadi,sanera,Two clans—Rajadi and Sanera—have been at odds with each other for the past 500 years.,61d4b66569394f9fa72717ff9acace95,,4
bhavani,meghji bhai,Bhavani fired at the son of Meghji Bhai.,61d4b66569394f9fa72717ff9acace95,,4
ram,meghji bhai,Ram intervened when Bhavani was almost killed by Meghji Bhai.,61d4b66569394f9fa72717ff9acace95,,4
gujarati village ranjhaar,arms and ammunition,"Fictional Gujarati village Ranjhaar, infamous for its uninhibited manufacture and sale of arms and ammunition.",61d4b66569394f9fa72717ff9acace95,,4
ram-leela,positive reviews,"Received positive reviews,",61d4b66569394f9fa72717ff9acace95,,4
