node_1,node_2,edge,chunk_id,node_3,count
dum laga ke haisha,my big fat bride,"Both titles refer to the same movie, released internationally under the latter title.",d04cfca1f3df41078b5435c23a7cf7e5,,4
ayushmann khurrana,bhumi pednekar,Both actors appeared in the movie 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
sanjay mishra,seema pahwa,Both actors appeared in the movie 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
sharat katariya,director,Katariya is the director of 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
andrea guerra,composer,Guerra composed the background score for 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
prem prakash tiwari,young owner of a video cassette shop,Tiwari is a character in the movie 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
haridwar,local market,The movie 'Dum Laga Ke Haisha' is set in Haridwar and features its local market.,d04cfca1f3df41078b5435c23a7cf7e5,,4
nationalist organisation,key values,Prem Prakash Tiwari subscribes to a nationalist organization with 'abstinence' as one of its key values in the movie 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
agadbum,loosely inspired from,The movie 'Dum Laga Ke Haisha' is reportedly inspired from the Marathi movie 'Agadbum'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
kithakithalu,uncredited remake of,The Telugu movie 'Kithakithalu' is reportedly an uncredited remake of the same story featured in 'Dum Laga Ke Haisha'.,d04cfca1f3df41078b5435c23a7cf7e5,,4
haridwar,nationalist organisation,"Subscribes to a nationalist organisation, one of the key values of which is abstinence",4c535dd5acea47f6b415f42dbc68206f,,4
abstinence,haridwar,One of the key values of the nationalist organisation that Haridwar subscribes to,4c535dd5acea47f6b415f42dbc68206f,,4
prem,abstinence,Expected to not indulge in married life at the expense of service to the nation as a member of the nationalist organisation,4c535dd5acea47f6b415f42dbc68206f,,4
sandhya,prem,"Married to Prem, who subscribes to the values of the nationalist organisation and is expected to not indulge in married life at the expense of service to the nation",4c535dd5acea47f6b415f42dbc68206f,,4
sandhya,educated overweight girl,"Prem's father asks him to consider this alliance for financial help as well, since Sandhya is trying to be a school teacher",4c535dd5acea47f6b415f42dbc68206f,,4
sandhya,prem's disinterest in the marriage,"Despite not liking her, Prem agrees to marry Sandhya due to family pressure",4c535dd5acea47f6b415f42dbc68206f,,4
