Question & Options,Correct Answer
"In the 2021 movie 'Bell Bottom', which group hijacks Indian Airlines Flight 691 in 1984?
Options:
A. Azaadi Dal
B. Lashkar-e-Taiba
C. Al-Qaeda
D. Baloch Liberation Army",Azaadi Dal
"In the 2021 movie 'Bell Bottom', which group is revealed to be a front for Pakistan's ISI in the hijacking of Indian Airlines Flight 691?
Options:
A. Azaadi Dal
B. Khalistan Commando Force
C. Bharat Mata Ki Jai
D. Indian Air Force",Azaadi Dal
"In the 2021 movie 'Bell Bottom', what belief does the protagonist hold regarding the hijacking of Indian Airlines Flight 691?
Options:
A. Azaadi Dal is a terrorist group working independently.
B. The masterminds are linked to Pakistan's ISI.
C. The hijacking was a hoax to improve relations.
D. It was orchestrated by Indian intelligence.",The masterminds are linked to Pakistan's ISI.
"In the 2021 movie 'Bell Bottom', what role does Prime Minister Indira Gandhi play in relation to the raw agent code-named 'bell bottom'?
Options:
A. She is the agent's mentor.
B. She allows the agent to handle the hijacking case.
C. She is the main antagonist of the story.
D. She is unaware of the agent's actions.",She allows the agent to handle the hijacking case.
"In the 2021 movie 'Bell Bottom', how is the raw agent code-named 'Bell Bottom' perceived by other officials?
Options:
A. They view him as a hero.
B. They are indifferent to him.
C. They view him with consternation.
D. They consider him their leader.",They view him with consternation.
"In the 2021 movie 'Bell Bottom', what is the relationship between Anshul Malhotra and Raavi?
Options:
A. Anshul Malhotra is Raavi's husband.
B. Anshul Malhotra is Raavi's father.
C. Anshul Malhotra lives with his mother Raavi.
D. Anshul Malhotra is Raavi's brother.",Anshul Malhotra lives with his mother Raavi.
"In the 2021 movie 'Bell Bottom', whose flight is hijacked by terrorists?
Options:
A. Raavi
B. Vikram
C. Nisha
D. Ravi",Raavi
"In the movie 'Bell Bottom' (2021), which historical event involving terrorists is depicted in relation to Indira Gandhi and Pakistani President Muhammad Zia-ul-Haq?
Options:
A. A negotiation for the release of hostages after a hijacking in 1979
B. The assassination of Indira Gandhi
C. The signing of the Simla Agreement
D. The Kargil War negotiations",A negotiation for the release of hostages after a hijacking in 1979
"In the 2021 movie 'Bell Bottom', how does Raavi meet her end during the hijacking incident?
Options:
A. She is rescued by the authorities
B. She dies due to natural causes
C. She sacrifices herself to save others
D. She survives the ordeal",She dies due to natural causes
"In the 2021 movie 'Bell Bottom', how does Daljeet 'Doddy' Singh contribute to the suffering of the character he interacts with?
Options:
A. He comforts her with kind words.
B. He threw heavy blankets on her, increasing her suffering as she died.
C. He helps her escape from danger.
D. He provides her with medical assistance.","He threw heavy blankets on her, increasing her suffering as she died."
"In the 2021 movie 'Bell Bottom', what is the relationship between the 'bell bottom' and the 'cover' regarding his wife?
Options:
A. His wife is a spy using the cover.
B. His wife is an embassy officer providing the cover.
C. His wife is a journalist covering the story.
D. His wife is a criminal hiding under the cover.",His wife is an embassy officer providing the cover.
"In the 2021 movie 'Bell Bottom', what action does Anshul take regarding the plane in Lahore?
Options:
A. Orders to refuel the plane
B. Orders not to refuel the plane
C. Orders to change the flight path
D. Orders to evacuate the passengers",Orders not to refuel the plane
"In the 2021 movie 'Bell Bottom', what action does Zia take regarding the situation he is facing?
Options:
A. He decides to handle it himself.
B. He sends his minister to keep track of the situation.
C. He ignores the situation completely.
D. He calls for a meeting with all his advisors.",He sends his minister to keep track of the situation.
"In the 2021 movie 'Bell Bottom', which character convinces Anshul to 'break script'?
Options:
A. Gandhi
B. Ravi
C. Karan
D. Vikram",Gandhi
"In the 2021 movie 'Bell Bottom', what does the protagonist prepare for in Dubai, in relation to the wishes of Pakistani ministers?
Options:
A. A public speech
B. A covert operation
C. A diplomatic meeting
D. A cultural exchange",A covert operation
"In the 2021 movie 'Bell Bottom', what motivates Anshul to prepare for a covert operation against the Indian ministers?
Options:
A. To gain fame and recognition
B. To protect national security from aerial terrorism
C. To settle a personal vendetta
D. To prove his skills to his superiors",To protect national security from aerial terrorism
"In the movie 'Bell Bottom' (2021), where does Anshul and his team meet up with a contact upon their arrival?
Options:
A. At a hotel
B. At the Dubai airport
C. At a restaurant
D. At a train station",At the Dubai airport
"In the movie 'Bell Bottom' (2021), what does Anshul and his team observe about Dubai's approach during their mission at the airport?
Options:
A. A focus on technological advancements
B. An emphasis on humanitarianism and avoidance of bloodshed
C. A strict security protocol
D. A celebration of cultural diversity",An emphasis on humanitarianism and avoidance of bloodshed
