Question & Options,Correct Answer
"Which song from the soundtrack of the movie 'Tere Naam' (2003) is related to 'O Jaana' as both are part of the same album composed by Himesh Reshammiya?
Options:
A. Tumse Milna
B. O Jaana
C. Jaane Dil Mein
D. Kahin Door Jab Din Dhal Jaye",O Jaana
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam', released in 2003, composed by Himesh Reshammiya?
Options:
A. Odhni
B. Tum Se Hi
C. Tera Hone Laga Hoon
D. Kal Ho Naa Ho",Odhni
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam' released in 2003, composed by Himesh Reshammiya or Sajid-Wajid?
Options:
A. Lagan Lagi
B. Tumse Milna
C. Tere Naam
D. Aankhon Ki Gustakhiyan",Lagan Lagi
"Which of the following songs is part of the soundtrack for the 2003 movie 'Tere Naam' along with 'Chand'?
Options:
A. Tumse Milna
B. Aankhon Mein
C. Tera Hone Laga Hoon
D. Dil De Diya Hai",Tumse Milna
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam', released in 2003, alongside 'Man Basia O Kanha'?
Options:
A. Tera Mera Jodi
B. Tumse Milna
C. Dil Ne Jise Apna Kaha
D. Aankhon Mein Bas Gaya",Tera Mera Jodi
"Which of the following songs are both part of the soundtrack for the movie 'Tere Naam', released in 2003?
Options:
A. Kyun Kisi Ko
B. Tumse Milke
C. Chura Liya Hai Tumne Jo Dil Ko
D. Tera Hone Laga Hoon",Kyun Kisi Ko
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam', released in 2003, alongside 'kyun kisi ko'?
Options:
A. Aankhon Mein Tera Hi Chehra
B. Tumse Milna
C. Tere Naam
D. Dil De Diya Hai",Tere Naam
"In the 2003 movie 'Tere Naam', which two songs from the soundtrack are composed by different composers, Himesh Reshammiya and Sajid-Wajid?
Options:
A. Lagan Lagi and Kyun Kisi Ko
B. Tera Mera Rishta and Tumse Hi
C. Kahin To Hogi Wo and Dil Ne Yeh Kaha
D. Jaane Dil Mein and Aankhon Ki Gustakhiyan",Lagan Lagi and Kyun Kisi Ko
"In the movie 'Tere Naam' (2003), which two songs are connected through their composers, Sajid and Himesh Reshammiya, as part of the film's soundtrack?
Options:
A. Lagaan Lagi and Odhni
B. Tera Mera and Humko Pyaar Hai
C. Tum Se Hi and Aankhon Mein
D. Kahin Door Jab Din Dhal Jaye and Odhni",Lagaan Lagi and Odhni
"Which of the following songs is part of the soundtrack from the movie 'Tere Naam', released in 2003, that features compositions by Himesh Reshammiya and Sajid-Wajid?
Options:
A. Lagan Lagi
B. Tumse Milna
C. Tere Naam
D. Pyar Kiya To Darna Kya",Lagan Lagi
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam', released in 2003, alongside 'man basia o kanha'?
Options:
A. Tera Hone Laga Hoon
B. Tere Naam
C. Tum Hi Ho
D. Kabhi Alvida Naa Kehna",Tere Naam
"In the 2003 movie 'Tere Naam', which two songs are both part of the soundtrack composed by Himesh Reshammiya?
Options:
A. Chand
B. Kyun Kisi Ko
C. Tera Mera
D. Dil De Diya",Chand and Kyun Kisi Ko
"Which of the following songs are both part of the soundtrack of the movie 'Tere Naam', released in 2003, composed by Himesh Reshammiya?
Options:
A. Chand
B. Odhni
C. Tera Mera
D. Dhoondhne Se","Chand, Odhni"
"In the movie 'Tere Naam' (2003), which of the following songs is part of the soundtrack composed by Himesh Reshammiya?
Options:
A. Chand
B. Lagan Lagi
C. Tere Naam
D. Dil Ne Kaha",Chand
"Which of the following songs from the soundtrack of the movie 'Tere Naam' (2003) is related to the song 'man basia o kanha' as both are composed by Himesh Reshammiya?
Options:
A. Tumse Milna
B. Chand
C. Tere Naam
D. Koi Mil Gaya",Chand
"Which of the following songs are both part of the soundtrack for the movie 'Tere Naam', released in 2003?
Options:
A. O Jaana
B. Kyun Kisi Ko
C. Tera Mera
D. Dil De Diya Hai",Both 'O Jaana' and 'Kyun Kisi Ko'
"Which of the following songs from the soundtrack of the movie 'Tere Naam' (2003) is composed by Sajid or Himesh Reshammiya?
Options:
A. O Jaana
B. Tumse Milna
C. Tera Hone Laga Hoon
D. Kahin Door Jab Din Dhal Jaye",O Jaana
"Which of the following songs are both part of the soundtrack for the movie 'Tere Naam', released in 2003?
Options:
A. A) Tera Hone Laga Hoon
B. B) O Jaana
C. C) Tum Hi Ho
D. D) Kabhi Alvida Naa Kehna",B) O Jaana
"Which of the following songs is part of the soundtrack for the 2003 movie 'Tere Naam' along with 'o jaana' and 'chand'?
Options:
A. Tumse Milke
B. Tera Hone Laga Hoon
C. Aankhon Ki Gustakhiyan
D. Tera Mera Rishta",Tumse Milke
"Which two songs are part of the soundtrack for the movie 'Tere Naam', released in 2003?
Options:
A. Tumse Milna
B. O Jaana
C. Dil Ne Jise Apna Kaha
D. Tere Naam","O Jaana, Tere Naam"
"In the movie 'Tere Naam' (2003), which of the following pairs of songs are both part of the soundtrack composed by different composers, Himesh Reshammiya?
Options:
A. Odhni and Kyun Kisi Ko
B. Tum Se Hi and Tere Naam
C. Aankhon Mein Bas Gaya and Jaane De
D. Dil De Diya Hai and Tera Hone Laga Hoon",Odhni and Kyun Kisi Ko
"Which of the following songs from the soundtrack of the movie 'Tere Naam' (2003) was composed by Sajid or Himesh Reshammiya?
Options:
A. Odhni
B. Tumse Milna
C. Tera Mera
D. Jaane Dil Mein",Odhni
"Which of the following songs are both part of the soundtrack for the movie 'Tere Naam', released in 2003?
Options:
A. A) Odhni
B. B) Man Basia O Kanha
C. C) Tumse Milna
D. D) Tera Hone Laga Hoon",A) Odhni and B) Man Basia O Kanha
"Which of the following songs from the 'Tere Naam' soundtrack, released in 2003, is connected to 'odhni' through their shared composer Himesh Reshammiya?
Options:
A. Tera Mera Jodi
B. Tumse Milna
C. Chand Sifarish
D. Aankhon Mein Tera Hi Chehra",Tumse Milna
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam', released in 2003, composed by Himesh Reshammiya?
Options:
A. Odhni
B. Tum Se Hi
C. Tera Hone Laga Hoon
D. Kal Ho Naa Ho",Odhni
"Which of the following songs is part of the soundtrack for the movie 'Tere Naam' released in 2003, along with 'man basia o kanha'?
Options:
A. Kyun Kisi Ko
B. Tera Mera
C. Aankhon Mein
D. Dil De Diya Hai",Kyun Kisi Ko
"Which of the following songs from the 2003 movie 'Tere Naam' was composed by Sajid or Himesh Reshammiya?
Options:
A. Man Basia O Kanha
B. Tumse Milke
C. Jaane Dil Mein
D. Kahin Door Jab Din Dhal Jaye",Man Basia O Kanha
