Question & Options,Correct Answer
"In the movie Bajrangi Bhaijaan (2015), which character is inspired by the Hindu deity Hanuman?
Options:
A. Pavan
B. Rasika
C. Bajrangi
D. Shahida",Bajrangi
"In the movie 'Bajrangi Bhaijaan' (2015), how does the character Bajrangi symbolize interfaith harmony in India?
Options:
A. Bajrangi is primarily loved by Hindus only.
B. Bajrangi is a character that creates conflict between different religions.
C. Bajrangi is a character loved by people of all religious communities, including Hindus and Muslims.
D. Bajrangi promotes the idea of isolation from other faiths.","Bajrangi is a character loved by people of all religious communities, including Hindus and Muslims."
"In the movie 'Bajrangi Bhaijaan' released in 2015, which traditional Indian literature influenced the script as per the director Kabir Khan's childhood experiences?
Options:
A. Mahabharata
B. Hindu Epic Ramayana
C. Vedas
D. Puranas",Hindu Epic Ramayana
"In the 2015 movie 'Bajrangi Bhaijaan', which director's childhood experiences of watching traditional Indian Ramlila plays influenced the script?
Options:
A. Kabir Khan
B. Rajkumar Hirani
C. Sanjay Leela Bhansali
D. Karan Johar",Kabir Khan
"In the movie 'Bajrangi Bhaijaan' (2015), how is the character Bajrangi contrasted with the Hindu fundamentalist organization Bajrang Dal?
Options:
A. Bajrangi represents violent sectarianism, while Bajrang Dal promotes peace.
B. Bajrangi is depicted as a hero who challenges and subverts religious extremism, unlike Bajrang Dal.
C. Bajrangi and Bajrang Dal are shown as allies in the film.
D. Bajrangi is a member of Bajrang Dal, promoting their beliefs.","Bajrangi is depicted as a hero who challenges and subverts religious extremism, unlike Bajrang Dal."
"What inspired the story of 'Bajrangi Bhaijaan', released in 2015?
Options:
A. A Hollywood remake of a Telugu film
B. An original script by V. Vijayendra Prasad
C. A documentary about Indian culture
D. A sequel to a previous Bollywood film",A Hollywood remake of a Telugu film
"In the movie 'Bajrangi Bhaijaan' (2015), which Kannada movie is noted to have a core plot that is equivalent to it?
Options:
A. Kallarali Hoovagi
B. Mungaru Male
C. Gaalipata
D. Rajkumari",Kallarali Hoovagi
"In the movie 'Bajrangi Bhaijaan' (2015), what real-life inspiration influenced the story as revealed by the writer V. Vijayendra Prasad?
Options:
A. A journey of a boy to find his lost dog
B. A Pakistani couple coming to India for their daughter's heart surgery
C. An adventure of a girl seeking her lost family
D. A friendship between two rival gang members",A Pakistani couple coming to India for their daughter's heart surgery
"In the movie 'Bajrangi Bhaijaan' (2015), what inspired the development of the film according to story writer V. Vijayendra Prasad?
Options:
A. A unique personal experience of the director
B. A combination of various sources from popular culture
C. A historical event from Indian history
D. A famous novel adaptation",A combination of various sources from popular culture
"In the movie 'Bajrangi Bhaijaan' (2015), which organisation is associated with the character Bajrangi and has been linked to violent sectarian motives, particularly in relation to the 2002 Gujarat riots?
Options:
A. A. The Indian National Congress
B. B. The Rashtriya Swayamsevak Sangh
C. C. The Aam Aadmi Party
D. D. The Communist Party of India",B. The Rashtriya Swayamsevak Sangh
"In the 2015 movie 'Bajrangi Bhaijaan', how does the character Bajrangi symbolize unity among different communities?
Options:
A. By promoting only Hindu beliefs
B. By bringing Hindus and Muslims together
C. By isolating himself from all communities
D. By focusing solely on his personal journey",By bringing Hindus and Muslims together
"In the movie 'Bajrangi Bhaijaan', which began principal photography on 3 November 2014 in New Delhi, who is the lead actor?
Options:
A. Salman Khan
B. Aamir Khan
C. Shah Rukh Khan
D. Ranbir Kapoor",Salman Khan
"In the movie 'Bajrangi Bhaijaan' released in 2015, who was the casting director responsible for the film's casting?
Options:
A. Khan
B. Mukesh Chhabra
C. Kabir Khan
D. Salman Khan",Mukesh Chhabra
"In the movie 'Bajrangi Bhaijaan' (2015), which locations were used for shooting, including the Kashmir Valley?
Options:
A. Khan's Panvel farmhouse and Sonamarg
B. Mumbai and Delhi
C. Goa and Rajasthan
D. Himachal Pradesh and Uttarakhand",Khan's Panvel farmhouse and Sonamarg
"In the movie 'Bajrangi Bhaijaan', released in 2015, where was the climax shot?
Options:
A. At the Thajiwas glacier
B. In the city of Mumbai
C. At the Golden Temple
D. In the deserts of Rajasthan",At the Thajiwas glacier
"In the movie 'Bajrangi Bhaijaan' (2015), which character was inspired by the real-life figure Chand Nawab, who worked for Karachi-based Indus News in 2008?
Options:
A. Pavan
B. Chand Nawab
C. Nawazuddin Siddiqui's character Chand Nawab
D. Munni",Nawazuddin Siddiqui's character Chand Nawab
