Question & Options,Correct Answer
"In the movie 'Bajrangi Bhaijaan' released in 2015, which character is portrayed by Salman Khan?
Options:
A. Pawan Kumar Chaturvedi
B. Munni
C. Rasika
D. Chand Nawab",Pawan Kumar Chaturvedi
"In the movie 'Bajrangi Bhaijaan' (2015), which character is portrayed by Harshaali Malhotra?
Options:
A. Shahida Aziz
B. Pavan
C. Rasika
D. Munni",Shahida Aziz
"In the movie 'Bajrangi Bhaijaan' released in 2015, which character does Najeem Khan portray?
Options:
A. Pawan Kumar Chaturvedi
B. Teenage Pawan Kumar Chaturvedi
C. Munni
D. Rasika",Teenage Pawan Kumar Chaturvedi
"In the 2015 movie 'Bajrangi Bhaijaan', which character is portrayed by Kareena Kapoor Khan?
Options:
A. Rasika Pandey
B. Archana
C. Dayanand
D. Pawan's mother",Rasika Pandey
"In the 2015 movie 'Bajrangi Bhaijaan', which character is portrayed by Nawazuddin Siddiqui?
Options:
A. A. Pawan
B. B. Chand Nawab
C. C. Munni
D. D. Raji",B. Chand Nawab
"In the 2015 movie 'Bajrangi Bhaijaan', which actor plays the character Dayanand Pandey, who is Archana's husband and Rasika's father?
Options:
A. Sharat Saxena
B. Nawazuddin Siddiqui
C. Kareena Kapoor
D. Salman Khan",Sharat Saxena
"In the 2015 movie 'Bajrangi Bhaijaan', which character is played by Alka Badola Kaushal?
Options:
A. Dayanand's wife
B. Rasika's mother
C. Archana Pandey
D. Both Dayanand's wife and Rasika's mother",Both Dayanand's wife and Rasika's mother
"In the 2015 movie 'Bajrangi Bhaijaan', which actress plays the character Razia Aziz?
Options:
A. Meher Vij
B. Kareena Kapoor
C. Nawazuddin Siddiqui
D. Sridevi",Meher Vij
"In the 2015 movie 'Bajrangi Bhaijaan', which character is played by Kushaal Pawar?
Options:
A. Kamil Yusuf
B. Chand Nawab
C. Pawan
D. The Police Officer",Kamil Yusuf
"In the movie 'Bajrangi Bhaijaan' (2015), which character is portrayed by Mir Sarwar?
Options:
A. Rauf Aziz
B. Pavan
C. Shahida
D. Razia",Rauf Aziz
"In the 2015 movie 'Bajrangi Bhaijaan', which actor portrays the character Farookh Zehrullah, a passenger on the train with Razia and Shahida?
Options:
A. Kamlesh Gill
B. Nawazuddin Siddiqui
C. Salman Khan
D. Harshaali Malhotra",Kamlesh Gill
"In the movie 'Bajrangi Bhaijaan' released in 2015, which character is portrayed by Om Puri?
Options:
A. A. Pavan
B. B. Maulana Azad
C. C. Shahida
D. D. Chutki",B. Maulana Azad
"In the movie 'Bajrangi Bhaijaan' released in 2015, which artist sings the song 'Bhardo Jholi Meri'?
Options:
A. Arijit Singh
B. Adnan Sami
C. Sonu Nigam
D. Shreya Ghoshal",Adnan Sami
"In the 2015 movie 'Bajrangi Bhaijaan', which character is portrayed by Rajesh Sharma?
Options:
A. Hamid Khan
B. Pavan
C. Munni
D. Rasika",Hamid Khan
"In the movie 'Bajrangi Bhaijaan' released in 2015, which character does Krunal Pandit portray?
Options:
A. A journalist
B. A travel agent named Vardhan
C. A politician
D. A child lost in Pakistan",A travel agent named Vardhan
"In the 2015 movie 'Bajrangi Bhaijaan', which actor portrays the character Hamid Khan, a Pakistani senior police officer?
Options:
A. Salman Khan
B. Rajesh Sharma
C. Nawazuddin Siddiqui
D. Om Puri",Rajesh Sharma
"In the movie 'Bajrangi Bhaijaan' released in 2015, which character is portrayed by Krunal Pandit?
Options:
A. Vardhan
B. Pavan
C. Munni
D. Rasika",Vardhan
"In the 2015 movie 'Bajrangi Bhaijaan', what is the relationship between Mursaleen Qureshi and Boo Ali?
Options:
A. Mursaleen Qureshi is Boo Ali's brother.
B. Mursaleen Qureshi acts as Boo Ali, a smuggler who helps Pawan and Munni.
C. Mursaleen Qureshi is a police officer pursuing Boo Ali.
D. Mursaleen Qureshi is a journalist investigating Boo Ali.","Mursaleen Qureshi acts as Boo Ali, a smuggler who helps Pawan and Munni."
"In the 2015 movie 'Bajrangi Bhaijaan', which character is portrayed by Manoj Bakshi?
Options:
A. Police Inspector Iqbal Qureshi
B. Pavan
C. Munni
D. Rasika",Police Inspector Iqbal Qureshi
"In the 2015 movie 'Bajrangi Bhaijaan', which actor plays the role of Shamsher Ali, the head of a Pakistani news channel?
Options:
A. Salman Khan
B. Harssh A. Singh
C. Nawazuddin Siddiqui
D. Kareena Kapoor",Harssh A. Singh
"In the 2015 movie 'Bajrangi Bhaijaan', which character is portrayed by Yudhvir Dahiya?
Options:
A. Pankaj Verma
B. Bajrangi
C. Munni
D. Rasika",Pankaj Verma
"In the 2015 movie 'Bajrangi Bhaijaan', which character is played by Atul Srivastava?
Options:
A. Diwakar Prasad Chaturvedi
B. Pawan's father
C. Dayanand's childhood friend
D. All of the above",All of the above
