Question & Options,Correct Answer
"Who is the composer of the soundtrack for the movie '3 Idiots', released in 2009?
Options:
A. A.R. Rahman
B. Shantanu Moitra
C. Pritam
D. Vishal-Shekhar",Shantanu Moitra
"In the 2009 movie '3 Idiots', which director collaborated with Shantanu Moitra for the soundtrack?
Options:
A. A. Aamir Khan
B. B. Rajkumar Hirani
C. C. Raju Hirani
D. D. Farhan Akhtar",B. Rajkumar Hirani
"In the movie '3 Idiots' (2009), which soundtrack represents the second consecutive collaboration between Shantanu Moitra and Rajkumar Hirani, following their previous work in 'Lage Raho Munna Bhai'?
Options:
A. 3 Idiots (soundtrack)
B. Lage Raho Munna Bhai (soundtrack)
C. PK (soundtrack)
D. Chhichhore (soundtrack)",3 Idiots (soundtrack)
"Who composed the soundtrack for the movie '3 Idiots', released in 2009?
Options:
A. A. A.R. Rahman
B. B. Shantanu Moitra
C. C. Vishal-Shekhar
D. D. Pritam",B. Shantanu Moitra
"In the movie '3 Idiots' released in 2009, who composed the soundtrack for 'Lage Raho Munna Bhai'?
Options:
A. A. A.R. Rahman
B. B. Shantanu Moitra
C. C. Vishal-Shekhar
D. D. Pritam",B. Shantanu Moitra
"In the movie '3 Idiots', released in 2009, who penned the lyrics for the songs in its soundtrack?
Options:
A. Swanand Kirkire
B. A.R. Rahman
C. Shreya Ghoshal
D. Sonu Nigam",Swanand Kirkire
"In the movie '3 Idiots', released in 2009, how many tracks did Sonu Nigam render from the soundtrack?
Options:
A. Three tracks
B. Four tracks
C. Five tracks
D. Seven tracks",Five tracks
"In the 2009 movie '3 Idiots', which artist performed vocals for one or more songs in its soundtrack?
Options:
A. A. Arijit Singh
B. B. Shaan
C. C. Sonu Nigam
D. D. Mohit Chauhan",B. Shaan
"In the 2009 movie '3 Idiots', which popular singer performed vocals for the soundtrack?
Options:
A. Sunidhi Chauhan
B. Shreya Ghoshal
C. Asha Bhosle
D. Kavita Krishnamurthy",Shreya Ghoshal
"In the movie '3 Idiots' released in 2009, which artist performed vocals for the soundtrack?
Options:
A. A. A.R. Rahman
B. B. Sonu Nigam
C. C. Suraj Jagan
D. D. Shaan",C. Suraj Jagan
"In the movie '3 Idiots' released in 2009, who performed the vocals for one or more songs in the soundtrack?
Options:
A. A. A. R. Rahman
B. B. Jaive Samsun
C. C. Sonu Nigam
D. D. Shreya Ghoshal",B. Jaive Samsun
"In the movie '3 Idiots', released in 2009, which composer collaborated with Sanjay Wandrekar and Atul Raninga to create the film score?
Options:
A. A.R. Rahman
B. Shantanu Moitra
C. Pritam
D. Vishal-Shekhar",Shantanu Moitra
"In the 2009 movie '3 Idiots', which song is one of the five original compositions featured in the soundtrack?
Options:
A. All Is Well
B. Give Me Some Sunshine
C. Zoobi Doobi
D. Jaane Nahin Denge Tujhe",Give Me Some Sunshine
"In the 2009 movie '3 Idiots', which actor made his debut in playback singing with the track 'Give Me Some Sunshine'?
Options:
A. Aamir Khan
B. Sharman Joshi
C. R. Madhavan
D. Boman Irani",Sharman Joshi
"In the movie '3 Idiots' released in 2009, which company purchased the soundtrack for ₹120 million?
Options:
A. Yash Raj Films
B. T-Series
C. Sony Music
D. Zee Music",T-Series
"In the 2009 film '3 Idiots', what did the production team do regarding the film's music rights?
Options:
A. They composed the music themselves.
B. They purchased the music rights of the film.
C. They used royalty-free music.
D. They licensed music from other films.",They purchased the music rights of the film.
"In the movie '3 Idiots', released in 2009, how much was paid to purchase the music rights of the film?
Options:
A. ₹100 million
B. ₹120 million
C. ₹150 million
D. ₹200 million",₹120 million
"In the 2009 movie '3 Idiots', how is the phrase 'aal izz well' related to the soundtrack?
Options:
A. It is a famous dialogue from the movie.
B. It is a song that became part of the soundtrack.
C. It represents the theme of friendship in the movie.
D. It is a quote from the book on which the movie is based.",It is a song that became part of the soundtrack.
"In the 2009 movie '3 Idiots', which musical composition features the phrase 'aal izz well' and is known for its melodious tunes and harmonies?
Options:
A. A. All is Well
B. B. Moitra's Composition
C. C. Give Me Some Sunshine
D. D. Zoobi Doobi",B. Moitra's Composition
"In the movie '3 Idiots' (2009), what phrase reflects the positive reviews from critics regarding the music, emphasizing its artistic merit and entertainment value?
Options:
A. All is well
B. Keep calm and carry on
C. Life is beautiful
D. Carpe diem",All is well
"In the movie '3 Idiots' released in 2009, which song from its soundtrack was recognized as the highest-selling Bollywood soundtrack of that year?
Options:
A. All Is Well
B. Give Me Some Sunshine
C. Zoobi Doobi
D. Jaane Nahin Denge Tujhe",All Is Well
"In the movie '3 Idiots' released in 2009, which physical medium, known for its declining popularity due to digitalization, was associated with the highest-selling Bollywood soundtrack of that year?
Options:
A. Vinyl records
B. Audio cassettes
C. Conventional music CDs
D. Digital downloads",Conventional music CDs
"In the context of the movie '3 Idiots' (2009), which event contributed to the rise of the most downloaded Bollywood music album of the year?
Options:
A. A surge in internet usage and online services
B. A decline in traditional music sales
C. The introduction of new music streaming platforms
D. Increased television music shows",A surge in internet usage and online services
"In the context of music, which film released in 2009 features a soundtrack that is often compared to the earlier acclaimed album 'Parineeta' (2005) by the same composer?
Options:
A. 3 Idiots
B. Zindagi Na Milegi Dobara
C. Chennai Express
D. Dilwale Dulhania Le Jayenge",3 Idiots
"In the context of music, which album is considered one of Shantanu Moitra's best, featuring songs from the movie '3 Idiots' released in 2009?
Options:
A. Lage Raho Munna Bhai
B. Pyaar Ke Side Effects
C. 3 Idiots
D. Chhichhore",3 Idiots
