Question & Options,Correct Answer
"In the 2001 movie 'Nayak: The Real Hero', what is the nature of the relationship between Sivaji Rao and Balraj Chauhan?
Options:
A. A supportive friendship
B. An antagonistic relationship
C. A mentor-student relationship
D. A romantic involvement",An antagonistic relationship
"In the 2001 movie 'Nayak: The Real Hero', how are Sivaji Rao and Topi connected?
Options:
A. They are rivals in the media industry.
B. They are friends who work together for QTV.
C. They are family members.
D. They are competitors for a college scholarship.",They are friends who work together for QTV.
"In the 2001 movie 'Nayak: The Real Hero', how does Bansal assist Sivaji Rao in his political journey?
Options:
A. Bansal helps Sivaji Rao win a public election.
B. Bansal assists Sivaji in taking over as CM and handling the administrative duties of Maharashtra.
C. Bansal provides financial support for Sivaji's campaign.
D. Bansal organizes protests against the government.",Bansal assists Sivaji in taking over as CM and handling the administrative duties of Maharashtra.
"In the 2001 movie 'Nayak: The Real Hero', what position does Balraj Chauhan hold in relation to the Maharashtra Legislative Assembly?
Options:
A. He is a member of the assembly
B. He is the Chief Minister
C. He is an opposition leader
D. He is a governor",He is the Chief Minister
"In the 2001 movie 'Nayak: The Real Hero', what is Sivaji Rao's occupation before he becomes a senior presenter?
Options:
A. Television cameraman
B. News reporter
C. Film director
D. Radio host",Television cameraman
"In the 2001 movie 'Nayak: The Real Hero', what is the nature of the conflict between Sivaji and Chauhan?
Options:
A. A personal feud over family issues
B. A rivalry due to Chauhan's corruption and Sivaji's efforts to combat it
C. A competition for love and affection
D. A struggle for political power without any personal grievances",A rivalry due to Chauhan's corruption and Sivaji's efforts to combat it
"In the 2001 movie 'Nayak: The Real Hero', what type of assistance does Sivaji provide to Bansal?
Options:
A. Training for a martial arts competition
B. Handling government issues and preparing for the Civil Services Examination
C. Financial advice for starting a business
D. Guidance on personal relationships",Handling government issues and preparing for the Civil Services Examination
"In the 2001 movie 'Nayak: The Real Hero', what type of relationship exists between the characters Manjari and Sivaji, and what initially hinders it?
Options:
A. A friendship that faces family disapproval
B. A romantic relationship initially hindered by societal norms
C. A rivalry that turns into a partnership
D. A mentor-student relationship challenged by external factors",A romantic relationship initially hindered by societal norms
"In the movie 'Nayak: The Real Hero' (2001), what is the primary reason for the opposition to the relationship between Manjari's father and Sivaji?
Options:
A. Manjari's father disapproves of Sivaji's lifestyle
B. Sivaji is not from the same social status
C. Sivaji lacks government employment at the time
D. Sivaji has a criminal record",Sivaji lacks government employment at the time
"In the 2001 movie 'Nayak: The Real Hero', how does Sivaji gain popularity and support from the people?
Options:
A. By winning a national award
B. By leading a successful protest
C. By showcasing his capabilities in a public debate
D. By his election as Chief Minister",By showcasing his capabilities in a public debate
"In the 2001 movie 'Nayak: The Real Hero', what leads to the exposure of Chauhan's failed assassination attempt on Sivaji?
Options:
A. Sivaji's political campaign
B. Chauhan's defamation tactics
C. Political rivalry and attempts on Sivaji's life
D. Public outcry against corruption",Political rivalry and attempts on Sivaji's life
"In the 2001 movie 'Nayak: The Real Hero', what is the reason behind Manjari's father's disapproval of Sivaji's decision regarding her marriage?
Options:
A. He believes Sivaji is not wealthy enough.
B. He fears for his daughter's safety.
C. He wants Manjari to marry someone from their community.
D. He dislikes Sivaji's political views.",He fears for his daughter's safety.
"In the 2001 movie 'Nayak: The Real Hero', what is the nature of the relationship between Sivaji and Manjari?
Options:
A. A business partnership that flourished despite challenges
B. A romantic relationship that was initially opposed by Manjari's father but eventually accepted and celebrated
C. A friendship that turned into rivalry
D. A mentor-student relationship that faced societal disapproval",A romantic relationship that was initially opposed by Manjari's father but eventually accepted and celebrated
"In the 2001 movie 'Nayak: The Real Hero', what continuous threat does Chauhan pose to Sivaji's life and public image?
Options:
A. Support for Sivaji's political career
B. Continuous threats due to political rivalry
C. Financial assistance to Sivaji
D. Friendship and alliance with Sivaji",Continuous threats due to political rivalry
"In the 2001 movie 'Nayak: The Real Hero', what role does Pandurang play in relation to Chauhan?
Options:
A. He is Chauhan's best friend.
B. He is hired by Chauhan to carry out assassination attempts on Sivaji but eventually arrested.
C. He is Sivaji's mentor.
D. He is a government official opposing Chauhan.",He is hired by Chauhan to carry out assassination attempts on Sivaji but eventually arrested.
"In the 2001 movie 'Nayak: The Real Hero', what task is Pandurang assigned regarding bomb explosions?
Options:
A. He is tasked with defusing the bombs.
B. He is tasked with causing bomb explosions in various parts of the city at Chauhan's behest.
C. He is tasked with investigating the bomb threats.
D. He is tasked with evacuating civilians from bomb sites.",He is tasked with causing bomb explosions in various parts of the city at Chauhan's behest.
"In the 2001 movie 'Nayak: The Real Hero', what is the purpose of the complaint box created by Sivaji?
Options:
A. To gather public opinions about the government
B. To collect letters from the public about their complaints, leading to the discovery of a bomb plot
C. To serve as a suggestion box for local businesses
D. To report crimes anonymously","To collect letters from the public about their complaints, leading to the discovery of a bomb plot"
