Question & Options,Correct Answer
"In the 2008 film 'Oye Lucky! Lucky Oye!', how does Lucky's family dynamic change due to his father Jani's actions?
Options:
A. Lucky becomes more rebellious due to his father's remarriage.
B. Lucky's family remains unaffected by Jani's remarriage.
C. Lucky develops a closer bond with his father after the remarriage.
D. Lucky's family is disturbed due to Jani's remarriage.",Lucky's family is disturbed due to Jani's remarriage.
"In the 2008 film 'Oye Lucky! Lucky Oye!', how does Lucky collaborate with his friend Bengali?
Options:
A. Bengali helps Lucky plan his heists
B. Bengali distracts the police while Lucky steals
C. Bengali collaborates with Lucky in stealing activities
D. Bengali provides Lucky with stolen goods",Bengali collaborates with Lucky in stealing activities
"In the 2008 movie 'Oye Lucky! Lucky Oye!', what fake identity does the character Lucky, portrayed by Sunny Arora, use?
Options:
A. A businessman
B. A doctor
C. A police officer
D. A teacher",A doctor
"In the 2008 movie 'Oye Lucky! Lucky Oye!', which character does Devander Singh, an officer from the crime branch, request information about from Gogi?
Options:
A. Lucky
B. Gogi
C. Devander Singh
D. Lucky's father",Lucky
"In the 2008 film 'Oye Lucky! Lucky Oye!', who is the target of Lucky's theft attempt in Mumbai?
Options:
A. Babul Awasthi
B. Inspector Vikram
C. Lucky's Father
D. Ayesha",Babul Awasthi
"In the 2008 movie 'Oye Lucky! Lucky Oye!', what drastic action does Babul Awasthi take in response to Lucky's theft attempt?
Options:
A. He forgives Lucky and lets him go.
B. He calls the police on Lucky.
C. He kills his dog out of anger.
D. He confronts Lucky and challenges him to a duel.",He kills his dog out of anger.
"In the 2008 movie 'Oye Lucky! Lucky Oye!', what does Lucky seek from Dr. Handa?
Options:
A. Advice on how to steal a car
B. Advice on how to enter a house with a guard dog
C. Advice on how to win a lottery
D. Advice on how to make friends",Advice on how to enter a house with a guard dog
"In the 2008 movie 'Oye Lucky! Lucky Oye!', why does Lucky go out of town with his lover Sonal?
Options:
A. To celebrate their engagement
B. To avoid the police after a successful robbery
C. To visit Sonal's family
D. To attend a wedding",To avoid the police after a successful robbery
"In the 2008 film 'Oye Lucky! Lucky Oye!', how does the character Bengali relate to Lucky?
Options:
A. Bengali serves Lucky and later encounters him again.
B. Bengali is Lucky's rival throughout the movie.
C. Bengali is Lucky's family member who supports him.
D. Bengali is a police officer chasing Lucky.",Bengali serves Lucky and later encounters him again.
"In the 2008 movie 'Oye Lucky! Lucky Oye!', which character labels Lucky as a normal thief?
Options:
A. Babul Awasthi
B. Lucky
C. Inspector
D. Lucky's Father",Babul Awasthi
"In the 2008 movie 'Oye Lucky! Lucky Oye!', what happens when Lucky attempts to steal from Babul Awasthi's house?
Options:
A. He successfully steals the items on his first attempt.
B. He fails initially but later succeeds in stealing.
C. He decides to abandon the theft.
D. He is caught by the police during the attempt.",He fails initially but later succeeds in stealing.
"In the movie 'Oye Lucky! Lucky Oye!' released in 2008, what event leads Babul Awasthi to kill his own dog?
Options:
A. Lucky's theft of Babul's money
B. Lucky's theft causes Babul to kill his own dog out of anger
C. Babul's dog was sick and needed to be put down
D. Babul's dog attacked Lucky during a robbery",Lucky's theft causes Babul to kill his own dog out of anger
