Question & Options,Correct Answer
"Who composed the soundtrack for the movie 'Ludo' released in 2020?
Options:
A. A. A.R. Rahman
B. B. Pritam
C. C. Vishal-Shekhar
D. D. Shankar-Ehsaan-Loy",B. Pritam
"In the 2020 movie 'Ludo', which director wrote the script without organic song placements before incorporating songs into the screenplay?
Options:
A. Vikramaditya Motwane
B. Anurag Kashyap
C. Anurag Basu
D. Dibakar Banerjee",Anurag Basu
"In the 2020 movie 'Ludo', which song was originally composed for the sequel of 'Life in a... Metro' but was later included in 'Ludo' due to the sequel not materializing?
Options:
A. Tum Hi Ho
B. Hardum Humdum
C. Kabira
D. Tera Ban Jaunga",Hardum Humdum
"What notable feature does the soundtrack of the movie 'Ludo', released in 2020, include?
Options:
A. A collection of classic songs
B. Four original compositions by Pritam
C. A score composed by Hans Zimmer
D. Remixes of popular tracks",Four original compositions by Pritam
"In the 2020 movie 'Ludo', how many alternate versions of the original tracks are included in the soundtrack album?
Options:
A. One alternate version
B. Two alternate versions
C. Three alternate versions
D. Four alternate versions",Three alternate versions
"In the 2020 film 'Ludo', who wrote the lyrics for some of the songs in the soundtrack?
Options:
A. Amitabh Bhattacharya
B. Sayeed Quadri
C. Irshad Kamil
D. Kausar Munir",Sayeed Quadri
"In the movie 'Ludo' released in 2020, which lyricist contributed to the soundtrack by penning other song lyrics on the album?
Options:
A. Amitabh Bhattacharya
B. Sandeep Shrivastava
C. Irshad Kamil
D. Kausar Munir",Sandeep Shrivastava
"In the 2020 movie 'Ludo', who contributed lyrics to some of the songs in the soundtrack?
Options:
A. Amit Trivedi
B. Shloke Lal
C. Pritam
D. Vishal-Shekhar",Shloke Lal
"In the 2020 movie 'Ludo', which lyricist contributed to the soundtrack alongside other songwriters?
Options:
A. Amitabh Bhattacharya
B. Swanand Kirkire
C. Irshad Kamil
D. Kausar Munir",Swanand Kirkire
"In the 2020 movie 'Ludo', who was the producer that promoted the soundtrack as an album due to the lack of exposure for albums from digitally released films?
Options:
A. Anurag Basu
B. Bhushan Kumar
C. Pritam
D. Vishal-Shekhar",Bhushan Kumar
"In the 2020 movie 'Ludo', which track from the soundtrack has been described as a chartbuster and received positive feedback from critics and audiences?
Options:
A. Aabaad Barbaad
B. Dil Bechara
C. Tum Hi Ho
D. Kabira",Aabaad Barbaad
"In the movie 'Ludo' (2020), which track from the soundtrack has been described as a chartbuster that received positive feedback from critics and audiences?
Options:
A. Aankh Marey
B. Hardum Humdum
C. Dil Bechara
D. Shayad",Hardum Humdum
"In the 2020 film 'Ludo', which song from the soundtrack has been described as a chartbuster, receiving positive responses from critics and audiences?
Options:
A. Tum Hi Ho
B. Meri Tum Ho
C. Kabira
D. Dil Diyan Gallan",Meri Tum Ho
"What was the critical reception of the soundtrack album for the movie 'Ludo', released in 2020?
Options:
A. It received a negative response from critics.
B. It was ignored by audiences.
C. The album has received a positive response from critics and audiences.
D. It was criticized for its lack of originality.",The album has received a positive response from critics and audiences.
"In the 2020 movie 'Ludo', how does the exposure of its soundtrack compare to that of theatrically-released films?
Options:
A. The soundtrack of 'Ludo' has more exposure than typical film soundtracks.
B. The soundtrack of 'Ludo' is expected to have similar exposure to that of theatrically-released films.
C. Unlike the soundtracks to theatrically-released films, the album will not have exposure to the audiences.
D. The soundtrack of 'Ludo' will be widely promoted in theaters.","Unlike the soundtracks to theatrically-released films, the album will not have exposure to the audiences."
"What was the response from critics regarding the soundtrack of the movie 'Ludo' released in 2020?
Options:
A. Negative response
B. Mixed response
C. Positive response
D. No response",Positive response
"What was the audience's reaction to the soundtrack of the movie 'Ludo' released in 2020?
Options:
A. The album received a negative response
B. The album received a positive response
C. The album was not released
D. The album was ignored by audiences",The album received a positive response
"In the movie 'Ludo' released in 2020, which music composer is known for his compositions in the soundtrack?
Options:
A. A. Vishal-Shekhar
B. B. Pritam
C. C. A.R. Rahman
D. D. Shankar-Ehsaan-Loy",B. Pritam
"In the 2020 film 'Ludo', how did Basu contribute to the soundtrack?
Options:
A. By composing the score himself
B. By incorporating placement of the songs that suited the film's narrative
C. By selecting songs from various artists
D. By creating a background score only",By incorporating placement of the songs that suited the film's narrative
