Question & Options,Correct Answer
"In the movie 'Jhankaar Beats' released in 2003, which two songs are connected through the edge that states they are from the same movie?
Options:
A. Boss Kaun Tha
B. Jo Gaya Woh Gaya
C. Tumse Milke
D. Chura Liya Hai Tumne Jo Dil Ko",Boss Kaun Tha
"In the 2003 movie 'Jhankaar Beats', which two songs are sung by different singers Amit Kumar and Udit Narayan?
Options:
A. A) boss kaun tha and sahi hai re (bonus track)
B. B) jaane dil mein and chura liya
C. C) koi na koi chahiye and tu hai toh
D. D) hum rahe na rahe and tumse hi",A) boss kaun tha and sahi hai re (bonus track)
"In the movie 'Jhankaar Beats' (2003), which two songs composed by Vishal-Shekhar share a connection?
Options:
A. Jo gaya woh gaya and Sahi hai re (bonus track)
B. Tumse milke and Jaane dil mein
C. Chura liya hai and Tera hone laga hoon
D. Dil hai chota sa and Aankhon ki gustakhiyan",Jo gaya woh gaya and Sahi hai re (bonus track)
"In the 2003 movie 'Jhankaar Beats', which two songs are sung by different singers KK and Shaan?
Options:
A. jo gaya woh gaya and suno na
B. suno na and dil de diya
C. jo gaya woh gaya and dil de diya
D. suno na and khudaya khair",jo gaya woh gaya and suno na
"In the movie 'Jhankaar Beats' (2003), which popular songs sung by KK share a connection through their themes of love and longing?
Options:
A. A. jo gaya woh gaya
B. B. tu aashiqui hai
C. C. Both A and B
D. D. None of the above",C. Both A and B
"In the movie 'Jhankaar Beats' (2003), which two songs are sung by KK and Amit Kumar respectively?
Options:
A. A. Suno Na and Humein Tumse Pyaar Kitna
B. B. Tumse Milke and Jaane Dil Mein
C. C. Chura Liya and Tera Hone Laga Hoon
D. D. Dil Diyan Gallan and Hasi Ban Gaye",A. Suno Na and Humein Tumse Pyaar Kitna
"In the movie 'Jhankaar Beats' (2003), which songs are sung by Shaan and are from 'Jo Boley Giabbaan'?
Options:
A. Suno Na
B. Tera Muskurana
C. Both A and B
D. None of the above",Both A and B
"In the movie 'Jhankaar Beats' (2003), which two songs are sung by KK and Mahalakshmi Iyer respectively?
Options:
A. Suno Na and Jab Kabhi Chand Na Ho
B. Chura Liya Hai Tumne Jo Dil Ko and Jaane Dil Mein
C. Tera Hone Laga Hoon and Tum Hi Ho
D. Pehla Nasha and Koi Mil Gaya",Suno Na and Jab Kabhi Chand Na Ho
"In the movie 'Jhankaar Beats' (2003), which of the following songs is also sung by KK and is a popular track from the movie 'Jo Boley Giabbaan'?
Options:
A. Tu Aashiqui Hai
B. Humein Tumse Pyaar Kitna
C. Tera Hone Laga Hoon
D. Kal Ho Naa Ho",Tu Aashiqui Hai
"In the movie 'Jhankaar Beats' (2003), which of the following songs, sung by KK, is connected to the song 'tu aashiqui hai' through the soundtrack 'Jo Boley Giabbaan'?
Options:
A. Aankhon Mein Bas Gaya
B. Ruk Ruk Rukna Na
C. Chura Liya Hai Tumne Jo Dil Ko
D. Tumse Milne Ki Tamanna Hai",Ruk Ruk Rukna Na
"In the movie 'Jhankaar Beats' (2003), which song is known as the theme song that shares a connection with 'tu aashiqui hai'?
Options:
A. Jo Boley Giabbaan
B. Tumse Milke
C. Chura Liya Hai
D. Tera Hone Laga Hoon",Jo Boley Giabbaan
