Question & Options,Correct Answer
"What action does Sullivan take regarding Queenan in *The Departed*?
Options:
A. He helps him escape
B. He has him followed
C. He informs him about Costigan
D. He confronts him directly",He has him followed
"Who did Costello give an envelope containing information of his crew to?
Options:
A. Costigan
B. Sullivan
C. The MSP
D. Costello",Sullivan
"What does Costigan witness Costello giving to Sullivan?
Options:
A. A) A bag of money
B. B) An envelope containing information of his crew
C. C) A secret message
D. D) A map of the city",B) An envelope containing information of his crew
"What does Costigan notice on Sullivan's desk after witnessing Costello give him an envelope?
Options:
A. A) A gun
B. B) A photo
C. C) The same envelope
D. D) A map",C) The same envelope
"Who was revealed to be Costello's mole in *The Departed*?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Frank",Sullivan
"What does Costigan witness Costello giving to Sullivan?
Options:
A. A) A weapon
B. B) An envelope containing information of his crew
C. C) A briefcase
D. D) A phone",B) An envelope containing information of his crew
"What secret does Madden reveal to Sullivan in relation to Costigan?
Options:
A. She is in love with Costigan
B. She is pregnant
C. She knows about Sullivan's past
D. She wants to leave the city",She is pregnant
"Who realizes the connection between Sullivan and Madden at Costigan's funeral?
Options:
A. Costigan
B. Costello
C. Sullivan
D. Madden",Sullivan
"Who does Sullivan lie to the other officers about, claiming that he may be the spy?
Options:
A. Costigan
B. Costello
C. Sullivan
D. Queenan",Queenan
"Who is the character that admits to being an FBI informant in *The Departed*?
Options:
A. Costigan
B. Sullivan
C. Costello
D. None of the above",Costello
"Who does Costigan confront to reveal his undercover status in *The Departed*?
Options:
A. Costello
B. Sullivan
C. Dignam
D. Queenan",Sullivan
"What does Costigan notice on Sullivan's desk after he follows Costello?
Options:
A. A) A gun
B. B) A photograph
C. C) An envelope
D. D) A notebook",C) An envelope
"Who is revealed to be Costello's mole in the film?
Options:
A. Costigan
B. Costello
C. Sullivan
D. None of the above",Sullivan
"Who does Costello give an envelope to that contains information about his crew?
Options:
A. Costigan
B. Sullivan
C. Frank
D. Billy",Sullivan
"What secret has Madden revealed to Sullivan that she has not shared with Costigan?
Options:
A. She is an FBI informant
B. She is pregnant
C. She knows about Costello's crew
D. She has a relationship with Costigan",She is pregnant
"Who stands by Costigan's grave at his funeral in *The Departed*?
Options:
A. Costello
B. Madden
C. Sullivan
D. Costigan",B) Madden
"Who does Queenan advise Sullivan to follow in order to find the mole?
Options:
A. Costigan
B. Costello
C. Sullivan
D. Queenan",Costigan
"Who was involved in the gunfight that resulted in the deaths of most of Costello's crew?
Options:
A. Costigan
B. Sullivan
C. Costello
D. The MSP",Sullivan
"Who does Costello give an envelope containing information of his crew to?
Options:
A. Billy Costigan
B. Sullivan
C. The MSP
D. The FBI",Sullivan
"What information does Costigan witness Costello giving to Sullivan?
Options:
A. A) Money for a deal
B. B) An envelope containing information of his crew
C. C) A secret plan
D. D) A message for the police",B) An envelope containing information of his crew
"Who does Costigan call to set up a meeting to end the undercover operation?
Options:
A. Sullivan
B. Costello
C. Queenan
D. Costigan",Queenan
"What information did Costigan witness Costello giving to Sullivan?
Options:
A. An envelope containing money
B. An envelope containing information of his crew
C. An envelope containing a threat
D. An envelope containing a confession",An envelope containing information of his crew
"What did Costigan witness Costello giving to Sullivan?
Options:
A. A file containing police reports
B. An envelope containing information about his crew
C. A briefcase of money
D. A letter of resignation",An envelope containing information about his crew
"Who is revealed to be Costello's mole in *The Departed*?
Options:
A. Costigan
B. Costello
C. Sullivan
D. Frank",Sullivan
"What does Costigan witness Costello giving to Sullivan in *The Departed*?
Options:
A. A letter of resignation
B. An envelope containing information of his crew
C. A bag of money
D. A secret code",An envelope containing information of his crew
"Who does Costigan visit after revealing his undercover status to Sullivan?
Options:
A. Costello
B. Sullivan
C. Madden
D. Costigan",Madden
"What evidence does Costigan claim to have against Sullivan?
Options:
A. An envelope from Costello
B. A video recording
C. A witness statement
D. Evidence tying Sullivan to Costello",Evidence tying Sullivan to Costello
"What does Costigan witness Costello giving to Sullivan?
Options:
A. A letter of resignation
B. An envelope containing information of his crew
C. A payment for a job
D. A ticket to a show",An envelope containing information of his crew
"Who does Costigan contact to set up a meeting to end the undercover operation?
Options:
A. Sullivan
B. Costello
C. Queenan
D. Costigan",Queenan
"What does Costigan witness Costello giving to Sullivan?
Options:
A. A) A gun
B. B) An envelope
C. C) A phone
D. D) A briefcase",B) An envelope
"Which character received an envelope containing information from Costello?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Frank",Sullivan
"Who is revealed to be Costello's mole in the movie?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Frank",Sullivan
"Who did Costigan witness receiving an envelope from Costello?
Options:
A. Costigan
B. Sullivan
C. Costello
D. The Crew",Sullivan
"Who does Costigan visit after witnessing Costello giving Sullivan an envelope?
Options:
A. Frank Costello
B. John Sullivan
C. Colin Sullivan
D. Madden",Madden
"Who does Costigan have evidence tying to Costello?
Options:
A. Costello
B. Barrigan
C. Sullivan
D. Costigan",Sullivan
"Who is revealed to be Costello's mole in *The Departed*?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Frank",Sullivan
"What role does Queenan play in the undercover operation that Costigan is involved in?
Options:
A. He is a member of Costello's crew
B. He is Sullivan's partner
C. He is Costigan's superior
D. He is an informant for Costello",He is Costigan's superior
"Who is revealed to be Costello's mole in *The Departed*?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Frank",Sullivan
"What does Costigan witness Costello giving to Sullivan?
Options:
A. A) A gun
B. B) An envelope
C. C) A briefcase
D. D) A phone",B) An envelope
"Who was revealed to be Costello's mole in *The Departed*?
Options:
A. Costigan
B. Costello
C. Sullivan
D. Dignam",Sullivan
"Who was revealed to be Costello's mole in *The Departed*?
Options:
A. Billy Costigan
B. Frank Costello
C. Colin Sullivan
D. Jack Nicholson",Colin Sullivan
"Who is revealed to be Costello's mole in *The Departed*?
Options:
A. Costigan
B. Madden
C. Sullivan
D. Costello",Sullivan
"What evidence did Costigan claim to have against Sullivan?
Options:
A. Evidence of Sullivan's involvement in organized crime
B. Evidence tying Sullivan to Costello
C. Evidence of Sullivan's betrayal
D. Evidence of Sullivan's innocence",Evidence tying Sullivan to Costello
"Who witnesses Costello giving Sullivan an envelope containing information of his crew?
Options:
A. Sullivan
B. Costello
C. Costigan
D. Frank",Costigan
"Who does Costigan contact to set up a meeting to end the undercover operation?
Options:
A. Sullivan
B. Costello
C. Queenan
D. Costigan",Queenan
"Who does Costigan witness giving an envelope to Sullivan?
Options:
A. Frank Costello
B. Billy Costigan
C. Jack Sullivan
D. Colin Sullivan",Frank Costello
"Who witnesses Costello giving an envelope to Sullivan in *The Departed*?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Frank",Costigan
"Who is revealed to be Costello's mole in the movie *The Departed*?
Options:
A. Costigan
B. Sullivan
C. Costello
D. Dignam",Sullivan
"Who witnessed Costello giving Sullivan an envelope containing information about his crew?
Options:
A. Sullivan
B. Costigan
C. Costello
D. None of the above",Costigan
"Who does Costigan visit after witnessing Costello give Sullivan an envelope?
Options:
A. Costello
B. Sullivan
C. Madden
D. Dignam",Madden
"What evidence does Costigan have that ties Sullivan to Costello?
Options:
A. A) A video recording
B. B) An envelope containing information
C. C) A witness statement
D. D) A confession letter",B) An envelope containing information
"Who is the character that witnesses Costello giving Sullivan an envelope containing information of his crew?
Options:
A. Madden
B. Sullivan
C. Costigan
D. Costello",Costigan
"What information does Costigan witness Sullivan receiving from Costello?
Options:
A. A) A letter from Madden
B. B) An envelope containing information about his crew
C. C) A payment for a job
D. D) A warning about Costigan",B) An envelope containing information about his crew
"Who realizes their involvement with Costigan at his funeral?
Options:
A. Costello
B. Madden
C. Sullivan
D. Costigan",Sullivan
"What realization does Sullivan come to during Costigan's funeral?
Options:
A. He is the father of Madden's child
B. He was never friends with Costigan
C. He and Madden were involved with Costigan
D. He will take over Costello's crew",C) He and Madden were involved with Costigan
"Who does Queenan advise Sullivan to follow in order to find the mole?
Options:
A. Costello
B. The MSP mole
C. Other officers
D. Queenan",Costello
"Who does Queenan advise Sullivan to follow in order to find the mole in the MSP?
Options:
A. Costigan
B. Costello
C. Dignam
D. Frank",Costello
"Who does Queenan advise Sullivan to follow in order to find the MSP mole?
Options:
A. Costello
B. Frank
C. Dignam
D. Barrigan",Costello
"Who does Costigan follow to uncover the connection to Sullivan in the plot of *The Departed*?
Options:
A. queenan
B. sullivan
C. costello
D. costigan",costello
