node_1,node_2,edge,chunk_id,edge1,count
movie,summary,"A MOVIE is represented by its SUMMARY, which provides a brief description of the plot or storyline of the movie.",7fbb1f88bccd4a0097c98308fc29e7fa,,4
whiplash,psychological drama,Whiplash is a psychological drama film.,35d7fab6b11e4a6d885a239af505aa41,,4
whiplash,2014,Whiplash was released in 2014.,35d7fab6b11e4a6d885a239af505aa41,,4
whiplash,american,Whiplash is an American film.,35d7fab6b11e4a6d885a239af505aa41,,4
damien chazelle,whiplash,Damien Chazelle wrote and directed the film Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
miles teller,whiplash,Miles Teller starred in the film Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
j. k. simmons,whiplash,J. K. Simmons appeared in the film Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
paul reiser,whiplash,Paul Reiser appeared in the film Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
melissa benoist,whiplash,Melissa Benoist appeared in the film Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
sony pictures,whiplash,Sony Pictures acquired distribution rights for Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
bold films,whiplash,Bold Films produced Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
blumhouse productions,whiplash,Blumhouse Productions helped produce Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
right of way films,whiplash,Right of Way Films helped produce Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
shaffer conservatory,whiplash,The fictional Shaffer Conservatory is featured in the film Whiplash.,35d7fab6b11e4a6d885a239af505aa41,,4
drama,whiplash,Whiplash is a drama film.,35d7fab6b11e4a6d885a239af505aa41,,4
audience award,whiplash,Whiplash won the Audience Award at the 2014 Sundance Film Festival.,35d7fab6b11e4a6d885a239af505aa41,,4
grand jury prize for drama,whiplash,Whiplash won the Grand Jury Prize for drama at the 2014 Sundance Film Festival.,35d7fab6b11e4a6d885a239af505aa41,,4
sundance film festival,whiplash,Whiplash premiered in competition at the 2014 Sundance Film Festival.,35d7fab6b11e4a6d885a239af505aa41,,4
terence fletcher,verbally and physically abusive towards his students,"Although encouraging at first, Terence Fletcher is relentlessly strict and verbally and physically abusive towards his students.",d05984bb848a4b2690f075a93eb9dbf0,,4
fletcher,andrew,"strict and verbally and physically abusive towards his students. When Andrew fails to keep tempo on Hank Levy's 'Whiplash' during his first ensemble rehearsal, Fletcher throws a chair at him, slaps his face, and berates him.",eaee301ce74a445e83781cb8eb4e083b,,4
andrew,tanner,"misplaces Tanner's sheet music during their first set at a jazz competition, causing Fletcher to replace him with Andrew.",eaee301ce74a445e83781cb8eb4e083b,,4
ryan connolly,andrew,"Fletcher abruptly reassigns the core drummer position from Andrew to Ryan Connolly, a drummer from a lower-level ensemble within Shaffer.",eaee301ce74a445e83781cb8eb4e083b,,4
jo jones,charlie parker,Cites a story where Jo Jones allegedly threw a cymbal at Charlie Parker as an example.,1f697f8952c0425da0c2bbe44720b763,Fletcher says that the next jazz musician to live up to Parker's legacy would never let discouragement stop them.,4
short film,sundance film festival,the short film 'Right of Way' debuted at the Sundance Film Festival and received acclaim,02f2195f13b541fda3075ac314862261,,4
chazelle,la la land,writer-director Damien Chazelle wrote the film 'Whiplash' initially in frustration while trying to get his musical 'La La Land' off the ground,02f2195f13b541fda3075ac314862261,,4
neiman,johnny simmons,Neiman was portrayed by Johnny Simmons in the short film 'Right of Way',02f2195f13b541fda3075ac314862261,,4
fletcher,j. k. simmons,Fletcher was portrayed by J. K. Simmons (no relation) in the short film 'Right of Way',02f2195f13b541fda3075ac314862261,,4
princeton high school,damien chazelle,writer-director Damien Chazelle was in a Studio Band while attending Princeton High School,02f2195f13b541fda3075ac314862261,,4
terence fletcher,chazelle's former band instructor,conductor Terence Fletcher was based on Chazelle's former band instructor in the film 'Whiplash',02f2195f13b541fda3075ac314862261,,4
buddy rich,terence fletcher,elements of Buddy Rich were added to the character of Terence Fletcher in the film 'Whiplash',02f2195f13b541fda3075ac314862261,,4
feature-length film,script,"Financing for the feature-length film was made possible by the success of the script at the Sundance Film Festival, which attracted investors.",0cb31e5fc01a42e78605a9d09f35f20f,,4
miles teller,johnny simmons,Both actors appeared in the short film version of the script and Miles Teller took on the role originated by Johnny Simmons for the feature-length version.,0cb31e5fc01a42e78605a9d09f35f20f,,4
j. k. simmons,human being,"Chazelle encouraged J. K. Simmons to portray a monster, gargoyle, or animal instead of a human being in the film.",0cb31e5fc01a42e78605a9d09f35f20f,,4
j. k. simmons,real musicians and music students,Chazelle tried to capture the expressions of fear and anxiety on the faces of real musicians and music students when directed by J. K. Simmons.,0cb31e5fc01a42e78605a9d09f35f20f,,4
whiplash,simmons,"Simmons delivers a captivating performance in the film 'Whiplash', which showcases his character's profanity and unconventional behavior. The character is complex and compelling, making him an exciting co-lead part for Simmons.",dc6ab0acb0c94c13b75b83bd4384cdc0,,4
whiplash,chazelle's direction and editing,"Chazelle's direction and editing in 'Whiplash' are sharp, gripping, and beautifully edited by Tom Cross. The film has a rhythm that is both informative and patient with its characters and the things that matter to them.",dc6ab0acb0c94c13b75b83bd4384cdc0,,4
whiplash,fletcher,"In 'Whiplash', Fletcher isn't making a Charlie Parker, but rather, a type of musician who would throw a cymbal at him. This distorts jazz history and promotes a misleading idea of genius.",dc6ab0acb0c94c13b75b83bd4384cdc0,,4
whiplash,cinema,"In 'Whiplash', Chazelle doesn't honor neither jazz nor cinema.",dc6ab0acb0c94c13b75b83bd4384cdc0,,4
whiplash,jazz,The New Yorker critic Richard Brody stated that the film 'Whiplash' does not honor jazz.,56b7342a383149dfab756316eb9acb9f,,4
writers guild of america,screenplay,The Writers Guild of America categorized the screenplay as original.,5c34278667024f2d904f1a5e50867f3d,,4
ampas,classed it as an adaptation,"At the 87th Academy Awards, AMPAS classed it as an adaptation of the 2013 short version.",5c34278667024f2d904f1a5e50867f3d,,4
j. k. simmons,best supporting actor,J. K. Simmons received the Academy Award for Best Supporting Actor for his performance.,5c34278667024f2d904f1a5e50867f3d,,4
tom cross,academy award for best film editing,Tom Cross won the Academy Award for Best Film Editing,5c34278667024f2d904f1a5e50867f3d,,4
score,grammy nomination,"In December 2015, the score received a Grammy nomination,",5c34278667024f2d904f1a5e50867f3d,,4
film,nme award for best film,The film was nominated for the NME Award for Best Film.,5c34278667024f2d904f1a5e50867f3d,,4
sundance film festival's top 10 films of all time,result of a survey conducted with 500 filmmakers and critics in honor of the festival's 40th anniversary,"In 2024, it topped the list of the Sundance Film Festival's Top 10 Films of All Time as the result of a survey conducted with 500 filmmakers and critics in honor of the festival's 40th anniversary.",5c34278667024f2d904f1a5e50867f3d,,4
special anniversary screening at the 2024 toronto international film festival,september 9,following a special anniversary screening at the 2024 Toronto International Film Festival on September 9.,5c34278667024f2d904f1a5e50867f3d,,4
