node_1,node_2,edge,chunk_id,edge_type,count
batman begins,christian bale,Christian Bale portrays the character Batman in the film Batman Begins.,035e3bd98dd0489ca37f51dd35a19919,,4
christian bale,bruce wayne,"In the film Batman Begins, Christian Bale plays the role of Bruce Wayne.",035e3bd98dd0489ca37f51dd35a19919,,4
batman begins,sir christopher nolan,Sir Christopher Nolan directed the film Batman Begins.,035e3bd98dd0489ca37f51dd35a19919,,4
batman begins,david s. goyer,David S. Goyer co-wrote the screenplay for Batman Begins.,035e3bd98dd0489ca37f51dd35a19919,,4
batman begins,warner bros. pictures,Warner Bros. Pictures produced and distributed the film Batman Begins.,035e3bd98dd0489ca37f51dd35a19919,,4
batman begins,sequel,"The Dark Knight, the sequel to Batman Begins, was released in 2008 and continued the darker and more serious tone established by this film.",8d1a0db5cd8f4187b62dbe2b0424d7ec,,4
batman begins,expectations,"Expectations for Batman Begins ranged from moderate to low, which originated from the poor reception of Batman & Robin that was credited with stalling the Batman film series in 1997.",8d1a0db5cd8f4187b62dbe2b0424d7ec,,4
killing,necessary,Batman's decision to take justice into his own hands through killing is necessary due to the failures of the authorities and the corruption rampant in Gotham.,5da4aef9196442e1bd9839148f64bfc3,,4
bruce,family's company,"After inheriting his family's company, Wayne Enterprises, Bruce takes an interest in it and delves into its inner workings with the help of Lucius Fox.",5da4aef9196442e1bd9839148f64bfc3,,4
batman,vigilante identity,"To fight crime and bring justice, Batman adopts a vigilante identity inspired by his childhood fear.",5da4aef9196442e1bd9839148f64bfc3,,4
batman,rachel,"While investigating a drug shipment, Batman provides Rachel with evidence against Falcone that leads to his arrest.",5da4aef9196442e1bd9839148f64bfc3,,4
falcone,crime,Criminal mastermind Falcone engages in crime and corruption in Gotham.,5da4aef9196442e1bd9839148f64bfc3,,4
crane,corrupt psychologist,"Dr. Jonathan Crane, a corrupt psychologist, smuggles drugs into Gotham with Falcone's help and later drives him insane.",5da4aef9196442e1bd9839148f64bfc3,,4
crane,fear-inducing hallucinogen,"Donning a scarecrow mask, Crane sprays Falcone with a fear-inducing hallucinogen and transfers him to Arkham Asylum.",5da4aef9196442e1bd9839148f64bfc3,,4
crane,corruption,"During Batman's investigation into Crane, he reveals his corruption by introducing drugs into Gotham's water supply and drugging its citizens.",5da4aef9196442e1bd9839148f64bfc3,,4
gordon,honest police officer,"Sergeant James Gordon, one of Gotham's few honest police officers, is an ally to Batman in his fight against crime.",5da4aef9196442e1bd9839148f64bfc3,,4
fox,lucius,"Lucius Fox, a friend of Bruce's father, allows him access to prototype defense technologies in his fight against crime.",5da4aef9196442e1bd9839148f64bfc3,,4
crane,rachel,"When Rachel accuses Crane of corruption, he reveals he has introduced his drug into Gotham's water supply and drugs her with the hallucinogen.",c97be8f10b0f4e759ca00ba9d5710e73,,4
crane,batman,Batman later subdues Crane and sprays him with his own chemical.,c97be8f10b0f4e759ca00ba9d5710e73,,4
rachel,gordon,Batman gives Rachel two vials: one for Gordon and the other for mass production.,c97be8f10b0f4e759ca00ba9d5710e73,,4
ducard,ra's al ghul,Ducard reappears and reveals himself to be the true Ra's al Ghul.,c97be8f10b0f4e759ca00ba9d5710e73,,4
alfred,bruce,Alfred rescues Bruce when Ducard sets Wayne Manor aflame and leaves Bruce to die.,c97be8f10b0f4e759ca00ba9d5710e73,,4
batman,rachel,Batman rescues Rachel from a drugged mob and reveals his identity to her.,c97be8f10b0f4e759ca00ba9d5710e73,,4
batman,gordon,"Sergeant Gordon is promoted to Lieutenant, shows Batman",c97be8f10b0f4e759ca00ba9d5710e73,,4
rachel,bruce,"Bruce gains Rachel's respect. However, she refuses to be with him, promising they can be together when Gotham no longer needs Batman.",c97be8f10b0f4e759ca00ba9d5710e73,,4
bruce,earle,Bruce fires Earle and replaces him with Fox.,c1643614024f499d97afee58fb4c9fe3,,4
gordon,lieutenant,"Sergeant Gordon is promoted to Lieutenant,",c1643614024f499d97afee58fb4c9fe3,,4
arnold flass,gordon's corrupt partner,"Cast member Mark Boone Junior plays Arnold Flass, Gordon's corrupt partner",c1643614024f499d97afee58fb4c9fe3,,4
thomas wayne,bruce's late father,"Linus Roache portrays Thomas Wayne, Bruce's late father.",c1643614024f499d97afee58fb4c9fe3,,4
carl finch,district attorney,"Larry Holden portrays district attorney Carl Finch,",c1643614024f499d97afee58fb4c9fe3,,4
gillian b. loeb,police commissioner,"Colin McFarlane plays Gillian B. Loeb, the police commissioner,",c1643614024f499d97afee58fb4c9fe3,,4
jessica,william earle's secretary,"Christine Adams portrays Jessica, William Earle's secretary,",c1643614024f499d97afee58fb4c9fe3,,4
asian prisoner,old asian prisoner,"Vincent Wong plays an old Asian prisoner,",c1643614024f499d97afee58fb4c9fe3,,4
martha wayne,bruce's late mother,"Sara Stewart portrays Martha Wayne, Bruce's late mother,",c1643614024f499d97afee58fb4c9fe3,,4
joe chill,waynes' killer,"Richard Brake plays Joe Chill, the Waynes' killer,",c1643614024f499d97afee58fb4c9fe3,,4
high court judge faden,corrupt high court judge faden,"Gerard Murphy portrays corrupt High Court Judge Faden,",c1643614024f499d97afee58fb4c9fe3,,4
bruce,gotham city,"Batman is the last person to meet Bruce when he leaves Gotham City,",c1643614024f499d97afee58fb4c9fe3,,4
joffrey baratheon,young admirer of batman,"Jack Gleeson, who had previously co-starred with Bale in 2002's Reign of Fire and later found fame for his role as Joffrey Baratheon in the HBO series Game of Thrones, appears as a young admirer of Batman who is later saved by him from Ra's al Ghul's men;",c1643614024f499d97afee58fb4c9fe3,,4
batman,gleeson,appears as a young admirer of Batman who is later saved by him from Ra’s al Ghul’s men; Gleeson was cast at Bale's recommendation.,e8e37678f9a44ab8832349e3c51d8f03,,4
epic feel and credibility,all-star supporting cast,Nolan wanted an all-star supporting cast for Batman Begins to lend a more epic feel and credibility to the story.,e8e37678f9a44ab8832349e3c51d8f03,,4
batman begins,young bruce wayne falling into a well,"The early scene in Batman Begins of young Bruce Wayne falling into a well was adapted from 'The Man Who Falls', a short story by Denny O'Neil and Dick Giordano about Bruce's travels throughout the world.",20d97024125845d7a067fcd291481c63,,4
bruce,bats,"By ignoring the idea in the comics that Bruce saw a Zorro film with his parents before they were murdered, it emphasizes the importance of bats to Bruce and that becoming a superhero is a wholly original idea on his part.",988df243ae7a4acc9f46556041259b58,,4
vatnajökull glacier,bhutan,Filming began in March 2004 in the Vatnajökull glacier in Iceland (standing in for Bhutan).,988df243ae7a4acc9f46556041259b58,,4
london,gotham city,Nolan shot exteriors in London as he wanted the city to seem recognizable for representing Gotham City.,152c4d96323f463eaed6eb160bec5d71,,4
shepperton studios,batcave,"A Batcave set was built at Shepperton Studios with a size of 250 feet (76 m) long, 120 feet (37 m) wide, and 40 feet (12 m) high.",152c4d96323f463eaed6eb160bec5d71,,4
cardington,airship hangar,An airship hangar at Cardington was rented by Warner Bros. During April 2004 for filming the slum-district of 'the Narrows' and the feet of the monorails.,152c4d96323f463eaed6eb160bec5d71,,4
mentmore towers,wayne manor,"Mentmore Towers was chosen from twenty different locations for Wayne Manor, as Nolan and Crowley liked its white floors, which gave the impression of the manor as a memorial to Wayne's parents.",152c4d96323f463eaed6eb160bec5d71,,4
crowley,memorial,"Crowley liked its white floors, which gave the impression of the manor as a memorial to Wayne's parents.",06d160b824bd4fbcb76502ae6fbe0360,,4
wayne's parents,memorial,...gave the impression of the manor as a memorial to Wayne's parents.,06d160b824bd4fbcb76502ae6fbe0360,,4
national institute for medical research building,arkham asylum,"[56] The building chosen to represent Arkham Asylum was the National Institute for Medical Research building in Mill Hill, northwest London, England.",06d160b824bd4fbcb76502ae6fbe0360,,4
abbey mills pumping stations,arkham's interiors,[53] The St Pancras railway station and the Abbey Mills Pumping Stations were used for Arkham's interiors.,06d160b824bd4fbcb76502ae6fbe0360,,4
senate house of university college london,courtrooms,[53] The Senate House of University College London was used for courtrooms.,06d160b824bd4fbcb76502ae6fbe0360,,4
lower wacker drive,tumbler pursuit,"[20] Some scenes, including the Tumbler pursuit, were filmed in Chicago at locations such as Lower Wacker Drive and 35 East Wacker.",06d160b824bd4fbcb76502ae6fbe0360,,4
tumbler,six models of the tumbler,Six models of the Tumbler were built to 1:12 scale in the course of four months.,025245a1ba174fc0b9a5fa39517472e3,,4
tumbler,steel 'test frame',"Following the scale model creation, a crew of over 30 people carved a full-size replica of the Tumbler out of a large block of Styrofoam in two months. The styrofoam model was used to create a steel 'test frame'.",025245a1ba174fc0b9a5fa39517472e3,,4
steel 'test frame',speed,"The steel 'test frame' had to stand up to several standards, including having a speed of over 100 miles per hour (160 km/h).",025245a1ba174fc0b9a5fa39517472e3,,4
tumblers,streets of chicago,The professional drivers for the Tumblers practiced driving the vehicles for six months before they drove on the streets of Chicago for the film's scenes.,e67762644a674ca0b9c4bbb9e95be12d,,4
batsuit,neoprene undersuit,"The Batsuit's basic design was a neoprene undersuit, which was shaped by attaching molded cream latex sections.",e67762644a674ca0b9c4bbb9e95be12d,,4
batsuit,christian bale,"Costume designer Lindy Hemming and her crew worked on the Batsuit at an FX workshop codenamed 'Cape Town', a secured compound located at Shepperton Studios in London. The Batsuit's basic design was created by molding and sculpting Christian Bale prior to his physical training.",e67762644a674ca0b9c4bbb9e95be12d,,4
full body cast,sculpting with clay,team could work on a full body cast to avoid imperfections picked up by sculpting with clay,d256bb24cd7648c58c9eadb07cf5aa0f,,4
plastiline,full body cast,plastiline was used to smooth the surface of the full body cast,d256bb24cd7648c58c9eadb07cf5aa0f,,4
foam,team,"the team brewed different mixtures of foam to find the mixture that would be the most flexible, light, durable, and black",d256bb24cd7648c58c9eadb07cf5aa0f,,4
black,foam,"however, the process to make the foam black reduced the foam's durability",d256bb24cd7648c58c9eadb07cf5aa0f,,4
thin enough,cowl,the cowl was created to be thin enough to allow motion but thick enough to avoid wrinkling when bale turned his head in the batsuit,d256bb24cd7648c58c9eadb07cf5aa0f,,4
man who has angst,cowl,"churchyard explained the cowl had been designed to show 'a man who has angst', so his character would be revealed through the mask.",d256bb24cd7648c58c9eadb07cf5aa0f,,4
keysi fighting method,fight choreographers for batman begins,"fight choreographers for batman begins, justo dieguez and andy norman, trained actors and stunt performers using the spanish keysi fighting method",d256bb24cd7648c58c9eadb07cf5aa0f,,4
traditional stuntwork,computer-generated imagery,"In Batman Begins, Nolan preferred traditional stuntwork over computer-generated imagery.",661be4f1b8d043b187de05a6fcbdccc7,,4
the dark knight rises,batman's age and physical condition,"Due to Batman's age and physical condition, the method was modified in The Dark Knight Rises.",661be4f1b8d043b187de05a6fcbdccc7,,4
self-defense system,natural instincts,The self-defense system used in Batman Begins is based on the study and cultivation of natural instincts.,661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,establishing shots,"In Batman Begins, there were several establishing shots that were CG composite images.",661be4f1b8d043b187de05a6fcbdccc7,,4
bats,real bats,"The bats depicted in the film were entirely digital (except in shots containing only one or two bats), as it was decided that directing large numbers of real bats on-set would be problematic;",661be4f1b8d043b187de05a6fcbdccc7,,4
2005,industry experts,Many attributed the slump in 2005 to be a result of industry experts' expectations.,661be4f1b8d043b187de05a6fcbdccc7,,4
scale models,narrows,"For Batman Begins, scale models were used to represent the Narrows.",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,gotham's skyline,"In Batman Begins, there were several establishing shots that were CG composite images, such as Gotham's skyline,",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,exterior shots of wayne tower,"In Batman Begins, there were several establishing shots that were CG composite images, such as exterior shots of Wayne Tower,",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,some of the exterior monorail shots,"In Batman Begins, there were several establishing shots that were CG composite images, such as some of the exterior monorail shots,",661be4f1b8d043b187de05a6fcbdccc7,,4
movies delivered directly via the internet,theater attendance,creating an incipient demand for movies delivered directly via the Internet is leading to a decline in theater attendance due to the convenience of watching movies at home.,02f181c24acd40d38359409007c90d24,,4
star wars: episode iii – revenge of the sith,top-grossing film of the summer,Star Wars: Episode III – Revenge of the Sith is expected to be the top-grossing film of the summer due to being the final live action Star Wars film at the time.,02f181c24acd40d38359409007c90d24,,4
industry experts,soft opening for batman begins,Industry experts express concerns over a possible soft opening for Batman Begins.,02f181c24acd40d38359409007c90d24,,4
bale,lack of star power at the time,Bale's lack of star power at the time is seen as a possible detachment from audiences.,02f181c24acd40d38359409007c90d24,,4
joker and penguin,iconic villains,The absence of iconic villains such as the Joker and Penguin that were portrayed by A-list celebrities are seen as possible detachments from audiences.,02f181c24acd40d38359409007c90d24,,4
batman & robin,widely panned by critics,The previous film Batman & Robin was widely panned by critics and is credited with stalling the franchise since 1997.,02f181c24acd40d38359409007c90d24,,4
"tokyo, japan",batman begins,"Warner Bros. Held the world premiere for Batman Begins in Tokyo, Japan on May 31, 2005.",5ad43579782546069425c5191968ae26,,4
batman begins,"october 18, 2005","The DVD of Batman Begins was released on October 18, 2005,",5ad43579782546069425c5191968ae26,,4
bewitched,popularity,"Bewitched was ranked on video rental charts, indicating its popularity.",a66a134424c64ebeb7513d82076c99f0,,4
$167 million,batman begins,"By August 2006, Batman Begins had sold $167 million worth of DVDs.",a66a134424c64ebeb7513d82076c99f0,,4
$72.9 million,batman begins,Batman Begins earned $72.9 million in its first five days of release.,a66a134424c64ebeb7513d82076c99f0,,4
$28 million,batman begins,"In its second weekend, Batman Begins grossed $28 million.",a66a134424c64ebeb7513d82076c99f0,,4
$205 million,batman begins,Batman Begins grossed $205 million in North America.,a66a134424c64ebeb7513d82076c99f0,,4
christian bale,katie holmes,"The romantic subplot between Christian Bale and Katie Holmes in the context had a spark ""refreshingly free of Peter Parker/Mary Jane-style whining"" according to Total Film.",dbcc5f1050bd4a21be0e10d3183e40a1,,4
katie holmes,liam neeson,Kenneth Turan from Los Angeles Times noted that Liam Neeson and Katie Holmes did not appear to fit their respective characters in 'being both comic-book archetypes and real people'.,dbcc5f1050bd4a21be0e10d3183e40a1,,4
christian bale,hollywood's latest batman,"According to James Berardinelli, Christian Bale's performance as Hollywood's latest Batman helped create more understanding into 'who [Batman] is and what motivates him'.",dbcc5f1050bd4a21be0e10d3183e40a1,,4
batsuit,batman,"The Batsuit is the iconic suit worn by Batman, portrayed by Christian Bale in this film.",25040c95e81c4338b4a6c90310074e35,,4
batcave,batman,"The Batcave is a secret location belonging to Batman, depicted in the movie.",25040c95e81c4338b4a6c90310074e35,,4
tumbler,batman,"The Tumbler is a high-tech vehicle used by Batman for transportation and combat purposes, featured in this film.",25040c95e81c4338b4a6c90310074e35,,4
batsignal,batman,"The Batsignal is a symbol used by Batman to signal his presence or request assistance, showcased in the movie.",25040c95e81c4338b4a6c90310074e35,,4
rachel dawes,bruce wayne,"Rachel Dawes is a character who has a relationship with both Bruce Wayne and Batman, portrayed by Maggie Gyllenhaal in the movie.",25040c95e81c4338b4a6c90310074e35,,4
serpico new york,gotham city,"In the context of the review by Kyle Smith, Serpico New York is compared to Gotham City in this film, both representing corrupt cities from different time periods.",25040c95e81c4338b4a6c90310074e35,,4
michael keaton,christian bale,Stephanie Zacharek compares Christian Bale's portrayal of Batman in this film to Michael Keaton's performance in earlier Batman movies.,25040c95e81c4338b4a6c90310074e35,,4
tim burton,christopher nolan,"Tim Burton, the director of previous Batman films, acknowledges Christopher Nolan for capturing the true spirit of superhero movies in this film.",25040c95e81c4338b4a6c90310074e35,,4
batman begins,the dark knight,"both films, directed by Christopher Nolan, have had a lasting influence on the superhero film genre. While Batman Begins heralded a trend of darker genre films that either retold back-stories or rebooted them altogether, The Dark Knight is considered one of the most influential films of the 2000s. This influence can be seen in the popularity of superhero origin stories and the increased acceptance of exploring the dark side of comic book lore.",9ef6ecb49ea849469bd94be2581df246,,4
dark side of comic book lore,superhero films,"Batman Begins, directed by Christopher Nolan, explored the dark side of comic book lore. This exploration has become increasingly acceptable in superhero films.",9ef6ecb49ea849469bd94be2581df246,,4
fear,scarecrow,"personified by the Scarecrow in Batman Begins, as fear affects all creatures",ce20cf5089cc457c930c749c5b6802ae,,4
fear,bruce wayne,"The theme of fear is shown to affect Bruce Wayne, as he rises above it to become Batman.",a6e64063ac3b42c59cc5c4c54e41192a,,4
scarecrow,fear,"The Scarecrow and his deadly fear toxin personify the theme of fear, showing how it affects all creatures regardless of might.",a6e64063ac3b42c59cc5c4c54e41192a,,4
bruce wayne,split personality in the bat suit,The psychological investigation of Bruce Wayne's split personality in the bat suit is lightly touched upon in Batman Begins.,a6e64063ac3b42c59cc5c4c54e41192a,,4
bruce wayne,right thing,"Bruce Wayne is a character constantly striving to do the right thing, not worn down by incessant reexamination, in Batman Begins.",a6e64063ac3b42c59cc5c4c54e41192a,,4
