node_1,node_2,edge,chunk_id,count
waymond,evelyn quan wang,marriage between Waymond and Evelyn Quan Wang,cc0f66d6b5a9451cbff7820e6f42602b,4
joy,evelyn quan wang,parent-child relationship between Joy and Evelyn Quan Wang,cc0f66d6b5a9451cbff7820e6f42602b,4
becky,evelyn quan wang,strained relationship between Becky and Evelyn Quan Wang due to Joy's non-Chinese girlfriend,cc0f66d6b5a9451cbff7820e6f42602b,4
jobu tupaki,multiverse,threat posed by Jobu Tupaki (Alpha-Joy) on the multiverse,cc0f66d6b5a9451cbff7820e6f42602b,4
jobu,multiverse,"Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse.",a52734b39e414bdbbffa73d11b47a696,4
evelyn,different choices,"Evelyn uncovers other universes in which she made different choices and flourished, such as becoming a kung fu master and film star.",a52734b39e414bdbbffa73d11b47a696,4
alpha-gong gong,evelyn,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.",a52734b39e414bdbbffa73d11b47a696,4
jobu,alphaverse,Jobu locates and kills Alpha-Waymond in the Alphaverse.,a52734b39e414bdbbffa73d11b47a696,4
evelyn,jobu,"As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.",a52734b39e414bdbbffa73d11b47a696,4
jobu,evelyn,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,",a52734b39e414bdbbffa73d11b47a696,4
alpha-gong gong,evelyn's mind,"Alpha-Gong Gong, convinced that Evelyn's mind has been compromised like Jobu's, sends soldiers after Evelyn.",a52734b39e414bdbbffa73d11b47a696,4
everything bagel,jobu,Jobu teleports Evelyn to the Everything Bagel and reveals her intention to use it to allow herself and Evelyn to truly die. This act indicates a desire for self-destruction and potentially a lack of value placed on life.,dc164a3e49a544d88443679cd93ca255,4
waymond,evelyn,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.",dc164a3e49a544d88443679cd93ca255,4
gong gong,deirdre,Deirdre convinces Gong Gong to let Evelyn and Waymond redo their taxes.,dc164a3e49a544d88443679cd93ca255,4
joy,evelyn,"In her home universe, Evelyn reconciles with Joy and accepts her relationship with Becky. Joy pleads with Evelyn to let her go in the final scene of the film.",dc164a3e49a544d88443679cd93ca255,4
evelyn,joy,"In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.",4c6a40676f3b46408d7859235a0808eb,4
evelyn,jobu,"Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.",4c6a40676f3b46408d7859235a0808eb,4
deirdre,evelyn,"Deirdre talks, and Evelyn's attention is briefly diverted to her parallel selves in other universes before returning to the current one.",4c6a40676f3b46408d7859235a0808eb,4
