node_1,node_2,edge,chunk_id,count
tommy lee jones,ed tom bell,actor Tommy Lee Jones portrays the character Ed Tom Bell in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
javier bardem,anton chigurh,actor Javier Bardem plays the role of Anton Chigurh in the film.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
josh brolin,llewelyn moss,actor Josh Brolin portrays Llewelyn Moss in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
woody harrelson,carson wells,actor Woody Harrelson depicts Carson Wells in the film.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
kelly macdonald,carla jean moss,actress Kelly Macdonald essays the character Carla Jean Moss in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
garret dillahunt,wendell,actor Garret Dillahunt portrays Wendell in the film.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
tess harper,loretta bell,actress Tess Harper plays Loretta Bell in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
barry corbin,ellis,actor Barry Corbin depicts Ellis in the film.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
stephen root,man who hires wells,actor Stephen Root portrays the character Man who hires Wells in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
rodger boyce,el paso sheriff,actor Rodger Boyce plays El Paso Sheriff in the film.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
beth grant,carla jean's mother,actress Beth Grant portrays Carla Jean's mother in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
ana reeder,poolside woman,actress Ana Reeder essays the character Poolside Woman in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
gene jones,gas station proprietor,actor Gene Jones depicts Gas Station Proprietor in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
kathy lamkin,desert aire manager,actress Kathy Lamkin plays Desert Aire Manager in the movie.,f19e8fb6f13a426c9b1088aacd5d7fb9,4
