Question,Answer
Was Silas sent by the White Bitch after the trio in *lucy*?,Yes
Was Lucy's friend Edward convinced by the White Bitch to trap the other orphans in order to become the king of Gnarnia in her White Castle?,Yes
Was Lucy successful in stopping the White Bitch's plan in *lucy*?,Yes
Was Silas sent by The White Bitch to pursue the trio in *Epic Movie*?,Yes
Was the White Bitch successful in convincing Edward to trap the other orphans to become the king of Gnarnia?,No
Was Edward convinced by the White Bitch to trap the other orphans in order to become the king of Gnarnia in her White Castle?,Yes
Was Silas involved in the attack on Lucy's adoptive father in *susan*?,No
Was Susan one of the displaced adopted girls who found a Golden Ticket in a vending machine candy bar?,Yes
Was Susan one of the displaced adopted girls who found a Golden Ticket in a vending machine candy bar?,Yes
Was Susan involved in defeating the White Bitch in *Epic Movie*?,No
Was Susan one of the displaced adopted girls who found a Golden Ticket in a vending machine candy bar?,Yes
Was Susan one of the characters who engaged the White Bitch in battle and got killed?,No
Did Silas attack Lucy's adoptive father in *Gnarnia*?,No
Did Lucy meet Willy at Willy's Chocolate Factory?,Yes
Did the White Bitch manipulate Edward to trap the other orphans in order to become the king of Gnarnia in her White Castle?,Yes
Was Harry Beaver involved in defeating the White Bitch in Gnarnia?,No
Was Tumnus the one who warned Lucy of the danger in Gnarnia?,Yes
Was Susan involved in the battle against the White Bitch in Gnarnia?,No
Was Edward hypnotized by the White Bitch into revealing information on the orphans?,Yes
Was Edward hypnotized by the White Bitch into revealing information on the orphans?,Yes
Was Edward hypnotized by the White Bitch into revealing information on the orphans?,Yes
Was Lucy one of the orphans who had a pre-battle party with their allies before the battle?,No
Was Lucy one of the characters killed in the battle against the White Bitch?,No
