Question,Answer
Did Eugene and Cindi Whitehall plan to have sex at Tucker's party?,No
Was Tucker responsible for Eugene falling into a coma at the after prom party?,No
Did Tucker invite Horsedick to an after prom party where Horsedick fell into a coma after being given too many shots of hard alcohol?,No
Was Cindi a Playboy Bunny in the movie *Tucker*?,No
Did Tucker invite Eugene to an after prom party where Eugene fell into a coma after being given too many shots of hard alcohol by Tucker?,Yes
Did Tucker invite Eugene to an after prom party where Eugene fell into a coma after being given too many shots of hard alcohol?,Yes
Was Horsedick present when Eugene fell into a coma at the after prom party?,No
Did Candace hunt down Tucker after he stabbed her during an epileptic seizure?,Yes
"Was Tucker's girlfriend, Candace, hunting him down after an incident where he stabbed her during an epileptic seizure while performing fellatio?",No
"Was Tucker's girlfriend, Candace, hunting him down after an incident where he stabbed her during an epileptic seizure while performing fellatio?",No
Did Candace hunt down Tucker after he stabbed her during an epileptic seizure?,Yes
Did Candace start hunting Tucker after he accidentally stabbed her during an epileptic seizure?,Yes
Was Candace hunting Tucker down because he stabbed her during an epileptic seizure while performing fellatio?,No
Was Tucker involved in an incident where he stabbed Candace during an epileptic seizure while performing fellatio?,Yes
Did Tucker apologize to Candace and ask for a second chance?,Yes
Did Tucker apologize to Candace and beg for a second chance with her?,Yes
Did Tucker apologize to Candace and ask for a second chance with her?,Yes
Did Tucker apologize to Candace and beg for a second chance with her?,Yes
Did Tucker apologize to Candace and ask for a second chance?,Yes
Did Hugh Hefner have a discussion with Candace about Tucker's issues?,No
Was Tucker handed over to the firefighters for a beheading in the movie involving Candace?,No
Did Candace give Tucker another chance after he stabbed her during an epileptic seizure?,No
Did Candace give Tucker another chance in the movie?,Yes
Did Tucker cause Eugene to fall into a coma after being given too many shots of hard alcohol at an after prom party?,Yes
Was Eugene reunited with his old girlfriend at the Playboy Mansion's annual Birthday bash?,No
Did the local firefighters target Eugene after losing him in the chase?,No
Were the firefighters able to reach out to other firefighters across the country after losing the tail?,Yes
Did Hugh Hefner have a discussion with Tucker about his issues?,Yes
Were the firefighters involved in beheading Tucker?,Yes
Did Tucker give Eugene too many shots of hard alcohol at an after prom party?,Yes
Was Crystal in a coma state during the credits in *Miss March*?,Yes
Was Crystal in a coma state and threatened Tucker with death before waking up?,Yes
Were the firefighters involved in placing a bounty on Tucker's head in the movie?,Yes
Did Crystal threaten Tucker with death before waking up from a coma in the movie?,Yes
Was Crystal in a coma state and threatened Tucker with death before waking up?,Yes
Was Cindi Whitehall planning to have sex with Eugene at Tucker's party?,No
Did Eugene and Tucker get hunted down by firefighters after accidentally burning down a hotel room?,Yes
Was Horsedick involved in the incident that led to Eugene defecating on board?,No
Was Cindi involved in helping to pay for Eugene's hospital bills after his neglectful father wanted to move him into a low-grade hospital?,Yes
Was Hefner involved in the embarrassing incident in front of Eugene?,No
Was Tucker involved in a sexual activity with Eugene in the context of the movie *Miss March*?,No
Was Horsedick embarrassed and ashamed after Eugene's incident in front of Hefner?,Yes
