Question,Answer
Was the Earth Space Defense (ESD) founded by the United Nations after the War of 1996?,Yes
Was the Earth Space Defense (ESD) founded by the United Nations after the War of 1996 to reverse-engineer alien technology?,Yes
Was Area 51 established as the headquarters of the Earth Space Defense?,Yes
Was the Earth Space Defense (ESD) founded by the United Nations after the War of 1996 to serve as Earth's alert system against extraterrestrial threats?,Yes
Is Mars one of the bases set up by the Earth Space Defense (ESD)?,Yes
Was Rhea highlighted as an important moon in the defense strategy of Earth Space Defense?,Yes
Was the Earth Space Defense (ESD) founded by the United Nations after the War of 1996 to reverse-engineer alien technology?,Yes
Was the Earth Space Defense (ESD) founded after the War of 1996?,Yes
Was Rain Lao's planet targeted by the Harvesters in the movie?,Yes
Was Rain Lao's planet targeted by the Harvesters?,Yes
Was the giant white sphere of virtual intelligence released from the container by Okun?,Yes
Was the mission of the virtual intelligence to evacuate survivors targeted by the Harvesters?,Yes
Was Rain Lao involved in trying to extract information about the refugee planet from the virtual intelligence?,No
Did Whitmore volunteer to lead a suicide mission to lure the Harvester Queen's ship into a trap?,Yes
Was Rain Lao's planet targeted by the Harvesters in *Independence Day: Resurgence*?,Yes
Was Rain Lao involved in the engagement where Patricia deactivated the Harvester Queen's shield?,No
Did Whitmore volunteer to lead a suicide mission to lure the Harvester Queen's ship into a trap in *Independence Day: Resurgence*?,Yes
Was the virtual intelligence's mission to evacuate survivors targeted by the Harvesters?,Yes
Did the Queen's absence lead to the inactivity of all remaining alien fighters in *Independence Day: Resurgence*?,Yes
