Question,Answer
Is Horus the son of Osiris in *Gods of Egypt*?,No
Is Nephthys married to Set in the movie *Gods of Egypt*?,Yes
Is Isis the mother of Horus?,Yes
"Was Hathor the lover of Osiris, the king of Egypt?",No
"Did Zaya ally with Horus, the Egyptian God of Air?",No
Is Thoth the brother of Isis?,No
Is Thoth related to Osiris in any way?,No
Was Osiris the king of Egypt?,Yes
Was Osiris the king of Egypt?,Yes
Is Osiris the king of Egypt?,Yes
Is Isis the mother of Horus in *Gods of Egypt*?,Yes
Was Osiris the king of Egypt?,Yes
