Question,Answer
"[""Did Tim Staffell remain the lead singer of the band Smile in the 2018 movie 'Bohemian Rhapsody'?""]",no
"[""In the 2018 movie 'Bohemian Rhapsody', does the band Smile become Queen after Farrokh replaces Tim Staffell as lead singer?""]",yes
"""Did John Deacon join a band other than Queen as their new bassist in the 2018 movie 'Bohemian Rhapsody'?""",no
"""In the 2018 movie 'Bohemian Rhapsody', did John Deacon join Queen as their new bassist?""",yes
"[""Did Farrokh change his name to Freddie Mercury and rename the band to Queen in the 2018 movie 'Bohemian Rhapsody'?""]",yes
"[""Did Farrokh change his name to Brian May and rename the band to The Beatles in the 2018 movie 'Bohemian Rhapsody'?""]",no
"[""In the 2018 movie 'Bohemian Rhapsody', did John Reid book a European tour for Queen?""]",no
"[""In 'Bohemian Rhapsody' released in 2018, does John Reid book an American tour for the band Queen?""]",yes
"[""In the 2018 movie Bohemian Rhapsody, does Paul Prenter manage the daily schedule of someone other than Freddie Mercury?""]",no
"[""In Bohemian Rhapsody, released in 2018, is Paul Prenter responsible for managing Freddie Mercury's daily schedule?""]",yes
"[""Is the movie 'Bohemian Rhapsody' from 2018 about Queen's struggle to record their song for their first studio album?""]",no
"[""In the 2018 movie 'Bohemian Rhapsody', is 'A Night at the Opera' the fourth studio album of Queen where 'Bohemian Rhapsody' was recorded?""]",yes
"""In the 2018 movie 'Bohemian Rhapsody', did Executive Ray decide to stay with Queen when they quit EMI?""",no
"""In the plot of 'Bohemian Rhapsody' released in 2018, does Executive Ray leave Queen when they quit EMI?""",yes
"[""Did the executive Ray Foster from EMI agree to release 'Bohemian Rhapsody' as the lead single in the 2018 movie 'Bohemian Rhapsody'?""]",no
"[""In the 2018 film 'Bohemian Rhapsody', is there a character named Ray Foster who is an executive at EMI?""]",yes
"[""Did Freddie not conspire with radio DJ Kenny Everett to debut 'Bohemian Rhapsody' on his programme in the 2018 movie, 'Bohemian Rhapsody'?""]",no
"[""In the 2018 movie, 'Bohemian Rhapsody', did Freddie conspire with radio DJ Kenny Everett to debut 'Bohemian Rhapsody' on his programme?""]",yes
"[""Did the movie 'Bohemian Rhapsody' from 2018 fail to become a global hit due to critical pans?""]",no
"[""Despite critical pans, did 'Bohemian Rhapsody' from 2018 still become a global hit?""]",yes
"[""Did Freddie and Paul have a harmonious relationship without any conflicts in the movie 'Bohemian Rhapsody' released in 2018?""]",no
"[""In the 2018 movie 'Bohemian Rhapsody', were there tensions between Freddie and Paul due to Paul's influence on Freddie?""]",yes
"[""Did Freddie, a character in the 2018 film 'Bohemian Rhapsody', survive past 1991 without any health issues?""]",no
"[""In the movie 'Bohemian Rhapsody' released in 2018, did Freddie die from AIDS-related pneumonia at the age of 45?""]",yes
"[""Was the Mercury Phoenix Trust, mentioned in the 2018 movie 'Bohemian Rhapsody', established by Freddie and his band Queen in 1980?""]",no
"[""In the 2018 movie 'Bohemian Rhapsody', is it depicted that Freddie's band Queen and his friend Jim Hutton established the Mercury Phoenix Trust in 1992 to raise funds for AIDS research?""]",yes
"[""Did Freddie stop being friends with Mary before his death in 1991 in the 2018 movie 'Bohemian Rhapsody'?""]",no
"[""In the 2018 movie 'Bohemian Rhapsody', did Freddie remain friends with Mary until his death in 1991?""]",yes
"""In the 2018 movie 'Bohemian Rhapsody', did Freddie end his loving relationship with Jim Hutton during the final years of his life?""",no
"""Does the 2018 movie 'Bohemian Rhapsody' depict a loving relationship between Freddie and Jim Hutton during the final years of Freddie's life?""",yes
