Question,Answer
"[""In the 2007 movie 'There Will Be Blood', did Eli praise Daniel for trusting Daniel's enemy?""]",no
"[""In the 2007 movie 'There Will Be Blood', does Eli attack and berate Daniel for having trusted Daniel's enemy, causing conflict between them?""]",yes
"[""In the 2007 movie 'There Will Be Blood', did Henry recognize the joke that made Daniel suspicious of him?""]",no
"[""In 'There Will Be Blood' released in 2007, did Daniel confront Henry at gunpoint one night due to his growing suspicion?""]",yes
"[""In the 2007 movie 'There Will Be Blood', did Daniel accept the offer from Standard Oil to buy out his local interests?""]",no
"[""In 'There Will Be Blood', released in 2007, did Daniel strike a deal with Union Oil to build a pipeline?""]",yes
"[""In the 2007 movie 'There Will Be Blood', did Bandy support Daniel's plan by allowing the pipeline to run across his ranch?""]",no
"[""In 'There Will Be Blood' released in 2007, was Bandy an obstacle to Daniel's plan because he refused to let the pipeline run across his ranch?""]",yes
"[""In the 2007 movie 'There Will Be Blood', did Eli force Daniel to admit that he abandoned his child during his baptism in Eli's church in order to get permission to run the pipeline across Bandy's ranch?""]",yes
"[""In 'There Will Be Blood' released in 2007, did Eli help Daniel to build the pipeline across Bandy's ranch without any conditions?""]",no
"""In the 2007 movie 'There Will Be Blood', did H.W. ask his father Daniel to dissolve their partnership because he wanted to move to Canada with his wife Paul?""",no
"""In the 2007 movie 'There Will Be Blood', did H.W. ask his father Daniel to dissolve their partnership so he could move to Mexico with his wife Paul?""",yes
"[""Is Daniel in the 2007 movie 'There Will Be Blood' portrayed as a poor and sober character?""]",no
"[""In the 2007 movie 'There Will Be Blood', is Daniel depicted as a wealthy but alcoholic person?""]",yes
"[""In the 2007 movie 'There Will Be Blood', does Daniel share his large mansion with others?""]",no
"[""In 'There Will Be Blood' released in 2007, does Daniel live alone in a large mansion?""]",yes
"[""Is H.W. the father of Daniel in the 2007 film 'There Will Be Blood'?""]",no
"[""In the 2007 movie 'There Will Be Blood', is Daniel the father of H.W.?""]",yes
"[""In the 2007 movie 'There Will Be Blood', does H.W. want to move to Mexico with a person named Mary?""]",yes
"[""In the 2007 movie 'There Will Be Blood', does H.W. want to move to Canada with Mary?""]",no
"""Did the movie 'There Will Be Blood' released in 2007 depict Little Boston as unaffected by the Great Depression?""",no
"""In the 2007 movie 'There Will Be Blood', does Little Boston suffer from the Great Depression?""",yes
"[""In the 2007 movie 'There Will Be Blood', did Daniel fail to drain Bandy's property of oil?""]",no
"[""In 'There Will Be Blood' released in 2007, did Daniel drain Bandy's property of oil by capture?""]",yes
"""In the 2007 movie 'There Will Be Blood', is Eli portrayed as a lawyer instead of a radio preacher?""",no
"""Does the character Eli become a radio preacher in the 2007 film 'There Will Be Blood'?""",yes
"[""In the 2007 movie 'There Will Be Blood', did Daniel refuse to partner with Eli in drilling Bandy's property unless Eli denounced his faith?""]",yes
"[""Did Daniel and Eli become partners without any conditions in the 2007 movie 'There Will Be Blood'?""]",no
"[""In the 2007 movie 'There Will Be Blood', did Daniel's butler appear to ask about a commotion in a restaurant?""]",no
"[""In 'There Will Be Blood' released in 2007, did a scene occur where Daniel's butler appears to ask about the commotion in the bowling alley of his mansion?""]",yes
"[""In the 2007 movie 'There Will Be Blood', does Daniel spare Eli's life after chasing him around the alley?""]",no
"[""In 'There Will Be Blood', released in 2007, does Daniel announce 'I'm finished' after bludgeoning Eli to death with a bowling pin?""]",yes
