Question,Answer
"[""In the 2013 movie 'Gravity', is Sandra Bullock's character Dr. Ryan Stone on a different space mission than George Clooney's character Lieutenant Matthew 'Matt' Kowalski?""]",no
"[""In the 2013 movie 'Gravity', are Sandra Bullock's character Dr. Ryan Stone and George Clooney's character Lieutenant Matthew 'Matt' Kowalski part of the same space mission?""]",yes
"[""Is the character Lieutenant Matthew 'Matt' Kowalski, played by George Clooney in the 2013 movie 'Gravity', not the commander of the team?""]",no
"[""In the 2013 movie 'Gravity', is George Clooney's character Lieutenant Matthew 'Matt' Kowalski the commander of the team?""]",yes
"[""Was the character of Lieutenant Matthew 'Matt' Kowalski in the 2013 movie 'Gravity' played by an actor other than George Clooney?""]",no
"[""Is the character of Lieutenant Matthew 'Matt' Kowalski, played by George Clooney in the 2013 movie 'Gravity', a veteran astronaut?""]",yes
"[""In the 2013 movie 'Gravity', did George Clooney's character Lieutenant Matthew 'Matt' Kowalski decide to start a new expedition after the Explorer expedition?""]",no
"[""Is it true that in the 2013 movie 'Gravity', George Clooney's character Lieutenant Matthew 'Matt' Kowalski was planning to retire after the Explorer expedition?""]",yes
"[""In the 2013 movie 'Gravity', did George Clooney's character, Lieutenant Matthew 'Matt' Kowalski, show indifference towards the lives of his fellow astronauts?""]",no
"[""In the 2013 movie 'Gravity', is George Clooney's character, Lieutenant Matthew 'Matt' Kowalski, determined to protect the lives of his fellow astronauts?""]",yes
"[""Did lieutenant Matthew 'Matt' Kowalski, a character in the 2013 movie 'Gravity', avoid telling stories about himself and joking with his team?""]",no
"[""In the 2013 movie 'Gravity', does George Clooney's character Lieutenant Matthew 'Matt' Kowalski enjoy telling stories about himself and joking with his team?""]",yes
"[""Did Ed Harris not provide the voice for Mission Control in Houston, Texas in the 2013 movie 'Gravity'?""]",no
"[""Did Ed Harris provide the voice for Mission Control in Houston, Texas in the 2013 movie 'Gravity'?""]",yes
