Question,Answer
"[""In the 2010 film 'Inception', did Ken Watanabe's character, Saito, fire Leonardo DiCaprio's character, Dom Cobb?""]",no
"[""In the 2010 film 'Inception', was Dom Cobb hired by Ken Watanabe's character, Saito?""]",yes
"[""Is Mal, in the 2010 film 'Inception', a character that Cobb has complete control over in his projections?""]",no
"[""In the 2010 movie 'Inception', does Cobb face challenges in controlling his projections of Mal, indicating a complex and unpredictable relationship?""]",yes
"[""Is the character 'Mal' in the 2010 movie 'Inception' described as a 'damsel in distress' by Nolan?""]",no
"[""Did Nolan describe the character 'Mal' as 'the essence of the femme fatale' in the 2010 movie 'Inception'?""]",yes
"[""Did DiCaprio criticize Cotillard's performance as Mal in the 2010 movie, Inception?""]",no
"[""In the 2010 movie Inception, did DiCaprio praise Cotillard's performance, stating that 'she can be strong and vulnerable and hopeful and heartbreaking all in the same moment'?""]",yes
"[""Is Ariadne not a graduated student of architecture in the 2010 movie, Inception?""]",no
"[""Is Ariadne a graduated student of architecture in the 2010 movie, Inception?""]",yes
"[""Did Ariadne not participate in constructing dreamscapes in the 2010 movie Inception?""]",no
"[""In the 2010 movie Inception, was Ariadne responsible for constructing dreamscapes?""]",yes
"Question 1: [""Did Ariadne refuse to construct the various dreamscapes in the 2010 movie 'Inception'?""]","[no]

question 2: [""was ariadne recruited to construct the various dreamscapes, which are described as mazes, in the movie 'inception' released in 2010?""]"
"[""Did Nash remain a loyal member of Cobb's team throughout the 2010 movie 'Inception'?""]",no
"[""In the 2010 movie 'Inception', was Nash replaced by Ariadne after betraying Cobb's team?""]",yes
"[""Did Lukas Haas play the character Nash in the 2010 movie 'Inception'?""]",yes
"[""In the 2010 movie 'Inception', was Nash portrayed by an actor other than Lukas Haas?""]",no
"[""In the 2010 movie 'Inception', was Nash employed by someone other than Cobb?""]",no
"[""In the movie 'Inception' released in 2010, was Nash employed by Cobb?""]",yes
"[""Did Talulah Riley play a character named Blonde in the 2010 movie Inception?""]",yes
"[""In the 2010 movie Inception, was Talulah Riley's character named Blonde played by Eames in reality, not in a dream?""]",no
"[""Was Eames, in the 2010 movie 'Inception', never disguised as the character played by Talulah Riley, who is credited as 'Blonde'?""]",no
"[""In the 2010 movie 'Inception', did Eames disguise himself as the character played by Talulah Riley, who is credited as 'Blonde'?""]",yes
"[""Did Pete Postlethwaite play the role of Maurice Fischer, the dying founder of a business empire and Robert Fischer's father, in the 2010 movie Inception?""]",yes
"[""Was Pete Postlethwaite's character, Maurice Fischer, the son of Robert Fischer in the 2010 movie Inception?""]",no
"[""Is Maurice Fischer not related to Robert Fischer in the 2010 movie Inception?""]",no
"[""Is Robert Fischer the son of Maurice Fischer in the 2010 movie Inception?""]",yes
