Question,Answer
"""Did Cooper make his directorial debut with a movie other than 'A Star Is Born' in 2018?""",no
"""Did Cooper make his directorial debut with 'A Star Is Born' in 2018?""",yes
"""Did Ray Liotta play the role of the manager to Cooper's character in the 2018 movie 'A Star Is Born'?""",no
"""Was Ray Liotta in talks to join the film 'A Star Is Born' in 2016, two years before its release in 2018?""",yes
"""Did Sam Elliott join the film 'A Star Is Born' after its release in 2018?""",no
"""Did Sam Elliott join the production of 'A Star Is Born' in 2017, before its release in 2018?""",yes
"[""Did Rafi Gavron join the cast of 'A Star Is Born' after its release in 2018?""]",no
"[""Did Rafi Gavron join the cast of 'A Star Is Born' in April 2017?""]",yes
"[""Was Dave Chappelle not a part of the cast in the 2018 movie 'A Star Is Born'?""]",no
"[""Was Dave Chappelle cast in the 2018 movie 'A Star Is Born'?""]",yes
"""Did Halsey have a major role in the 2018 movie 'A Star Is Born'?""",no
"""Was it announced in April 2018 that Halsey would have a small role in the movie 'A Star Is Born'?""",yes
"[""Did the filming for 'A Star Is Born' begin in 2019?""]",no
"[""Did the filming for 'A Star Is Born' start on April 17, 2017?""]",yes
"[""Did Nelson meet Lady Gaga after the release of 'A Star Is Born' in 2018?""]",no
"[""Did Nelson collaborate with Lady Gaga in songwriting for the movie 'A Star Is Born' released in 2018?""]",yes
"[""Was the soundtrack for the 2018 movie 'A Star Is Born' not performed by Gaga and Cooper?""]",no
"[""Was the soundtrack for 'A Star Is Born', released in 2018, performed by Gaga and Cooper?""]",yes
"""Was the album for the movie 'A Star Is Born' released in 2018 under the title 'Call Me By Your Name'?""",no
"""Is the movie 'A Star Is Born' from the year 2018, related to the production context?""",yes
"""Did the studio announce that the album 'Call Me By Your Name' was released in 2018 by a company other than Interscope Records in the film 'A Star Is Born'?""",no
"""In the context of the 2018 movie 'A Star Is Born', was Interscope Records involved in releasing the album 'Call Me By Your Name'?""",yes
"""Was the movie 'A Star Is Born' released in 2018 on a date other than October 5th?""",no
"""Was the movie 'A Star Is Born' released on October 5, 2018?""",yes
"[""Did the 2018 movie 'A Star Is Born' feature an album called 'Call Me By Your Name' with less than 19 songs?""]",no
"[""Did the studio announce that the album for the movie 'A Star Is Born' released in 2018, features 19 songs in a wide range of musical styles?""]",yes
"[""Did the studio announce that the album for 'A Star Is Born' released in 2018 features 15 dialogue tracks?""]",no
"[""Was the number of dialogue tracks mentioned in the studio's announcement for the movie 'A Star Is Born' released in 2018?""]",yes
