node_1,node_2,node_3,edge_1,edge_2
general frank hoyt,amphibian man,elisa,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa. The Amphibian Man heals himself and slashes Strickland's throat, killing him. As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. Elisa jolts back to life and they embrace and kiss."
general frank hoyt,amphibian man,gills,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his."
general frank hoyt,amphibian man,elisa,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. Elisa jolts back to life and they embrace and kiss."
general frank hoyt,amphibian man,killing,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. The Amphibian Man slashes Strickland's throat, killing him."
general frank hoyt,amphibian man,healing powers/ability,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck."
dr. robert hoffstetler,amphibian man,elisa,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study.","At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa. The Amphibian Man heals himself and slashes Strickland's throat, killing him. As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. Elisa jolts back to life and they embrace and kiss."
dr. robert hoffstetler,amphibian man,gills,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study.","As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his."
dr. robert hoffstetler,amphibian man,elisa,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study.","As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. Elisa jolts back to life and they embrace and kiss."
dr. robert hoffstetler,amphibian man,killing,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study.","As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. The Amphibian Man slashes Strickland's throat, killing him."
dr. robert hoffstetler,amphibian man,healing powers/ability,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study.","As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck."
