node_1,node_2,node_3,edge_1,edge_2
cleo,sofía,cleo,"Cleo returns to the city, and Sofía tries unsuccessfully to conceal her husband's infidelity from their children.","Sofía and Cleo affirm their love for Cleo, all of them holding each other and crying,"
teresa,cleo,sofía,Teresa takes Cleo shopping for a crib downtown.,"Cleo returns to the city, and Sofía tries unsuccessfully to conceal her husband's infidelity from their children."
teresa,cleo,teresa,Teresa takes Cleo shopping for a crib downtown.,Fermín points a gun at Cleo and Teresa before wordlessly exiting.
teresa,cleo,sofi and paco,Teresa takes Cleo shopping for a crib downtown.,Cleo wades in and saves Sofi and Paco from a strong current at the beach.
teresa,cleo,baby,Teresa takes Cleo shopping for a crib downtown.,Cleo confesses that she did not want her baby to be born.
cleo,teresa,cleo,Fermín points a gun at Cleo and Teresa before wordlessly exiting.,Teresa takes Cleo shopping for a crib downtown.
sofía,cleo,sofía,"Sofía and Cleo affirm their love for Cleo, all of them holding each other and crying,","Cleo returns to the city, and Sofía tries unsuccessfully to conceal her husband's infidelity from their children."
sofía,cleo,teresa,"Sofía and Cleo affirm their love for Cleo, all of them holding each other and crying,",Fermín points a gun at Cleo and Teresa before wordlessly exiting.
sofía,cleo,sofi and paco,"Sofía and Cleo affirm their love for Cleo, all of them holding each other and crying,",Cleo wades in and saves Sofi and Paco from a strong current at the beach.
sofía,cleo,baby,"Sofía and Cleo affirm their love for Cleo, all of them holding each other and crying,",Cleo confesses that she did not want her baby to be born.
