node_1,node_2,node_3,edge_1,edge_2
ellie,paradise falls,tepui,Ellie dreams of moving her 'clubhouse' to Paradise Falls and have adventures of her own.,The house lands on a tepui opposite Paradise Falls.
ellie,paradise falls,house,Ellie dreams of moving her 'clubhouse' to Paradise Falls and have adventures of her own.,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,"
carl,paradise falls,tepui,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,The house lands on a tepui opposite Paradise Falls.
carl,paradise falls,house,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,"
bird,charles muntz,pack of dogs wearing collar translators,Charles Muntz has been on a quest to capture the bird mentioned in the context.,Charles Muntz is the owner of the pack of dogs wearing collar translators.
skeleton of the bird,bird,charles muntz,Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.,Charles Muntz has been on a quest to capture the bird mentioned in the context.
kevin,skeleton of the bird,bird,"The skeleton of the bird resembles Kevin, as mentioned in the context.",Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.
muntz's dogs,carl,assisted living facility,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,"After unintentionally injuring a construction worker, Carl is ordered by a court to move into an assisted living facility."
muntz's dogs,carl,paradise falls,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.
muntz's dogs,carl,kevin,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl and Russell find Kevin and take her home as per the context.
muntz's dogs,carl,carl's back porch,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,"Carl and Dug, who had been hiding on Carl's back porch,"
kevin,muntz's dogs,carl,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.
carl,kevin,flightless bird,Carl and Russell find Kevin and take her home as per the context.,"Carl and Russell encounter a giant, flightless bird whom Russell names Kevin."
carl,kevin,skeleton of the bird,Carl and Russell find Kevin and take her home as per the context.,"The skeleton of the bird resembles Kevin, as mentioned in the context."
carl,kevin,muntz's dogs,Carl and Russell find Kevin and take her home as per the context.,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context."
muntz,kevin,flightless bird,"Muntz captures Kevin in his quest to capture the bird, as mentioned in the context.","Carl and Russell encounter a giant, flightless bird whom Russell names Kevin."
muntz,kevin,skeleton of the bird,"Muntz captures Kevin in his quest to capture the bird, as mentioned in the context.","The skeleton of the bird resembles Kevin, as mentioned in the context."
muntz,kevin,muntz's dogs,"Muntz captures Kevin in his quest to capture the bird, as mentioned in the context.","Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context."
reinvigorated,carl,assisted living facility,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,"After unintentionally injuring a construction worker, Carl is ordered by a court to move into an assisted living facility."
reinvigorated,carl,paradise falls,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.
reinvigorated,carl,kevin,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl and Russell find Kevin and take her home as per the context.
reinvigorated,carl,carl's back porch,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,"Carl and Dug, who had been hiding on Carl's back porch,"
russell,kevin,flightless bird,"Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","Carl and Russell encounter a giant, flightless bird whom Russell names Kevin."
russell,kevin,skeleton of the bird,"Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","The skeleton of the bird resembles Kevin, as mentioned in the context."
russell,kevin,muntz's dogs,"Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context."
muntz,russell,elderly,"Muntz pursues them and traps Russell, Kevin and Dug inside the house.",Russell becomes an accidental stowaway and attempts to earn his final merit badge for assisting the elderly.
muntz,russell,kevin,"Muntz pursues them and traps Russell, Kevin and Dug inside the house.","Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context."
muntz,russell,muntz's airship,"Muntz pursues them and traps Russell, Kevin and Dug inside the house.","Russell arrives at Muntz's airship, but is caught."
paradise falls,house,clouds,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,",The house descends out of sight beneath the clouds.
