node_1,node_2,node_3,edge_1,edge_2
clint barton,loki,chitauri,Agent Clint Barton is enslaved by Loki using his scepter.,"Exchange for obtaining the Tesseract, the representative of an extraterrestrial race known as the Chitauri promises to provide Loki with an army to conquer Earth."
clint barton,loki,tesseract,Agent Clint Barton is enslaved by Loki using his scepter.,"Loki steals the Tesseract and uses his scepter to enslave Selvig and other agents, including Clint Barton, to aid him."
clint barton,loki,asgardian justice,Agent Clint Barton is enslaved by Loki using his scepter.,"In Asgard, Loki will face Asgardian justice."
steve rogers,loki,chitauri,Steve Rogers has a confrontation with Loki in Stuttgart after he steals iridium needed to stabilize the Tesseract.,"Exchange for obtaining the Tesseract, the representative of an extraterrestrial race known as the Chitauri promises to provide Loki with an army to conquer Earth."
steve rogers,loki,tesseract,Steve Rogers has a confrontation with Loki in Stuttgart after he steals iridium needed to stabilize the Tesseract.,"Loki steals the Tesseract and uses his scepter to enslave Selvig and other agents, including Clint Barton, to aid him."
steve rogers,loki,asgardian justice,Steve Rogers has a confrontation with Loki in Stuttgart after he steals iridium needed to stabilize the Tesseract.,"In Asgard, Loki will face Asgardian justice."
tony stark,loki,chitauri,"Agent Phil Coulson visits Tony Stark so he can check Selvig's research, leading to a confrontation with Loki.","Exchange for obtaining the Tesseract, the representative of an extraterrestrial race known as the Chitauri promises to provide Loki with an army to conquer Earth."
tony stark,loki,tesseract,"Agent Phil Coulson visits Tony Stark so he can check Selvig's research, leading to a confrontation with Loki.","Loki steals the Tesseract and uses his scepter to enslave Selvig and other agents, including Clint Barton, to aid him."
tony stark,loki,asgardian justice,"Agent Phil Coulson visits Tony Stark so he can check Selvig's research, leading to a confrontation with Loki.","In Asgard, Loki will face Asgardian justice."
thor,loki,chitauri,Thor transports an imprisoned Loki and the Tesseract to Asgard.,"Exchange for obtaining the Tesseract, the representative of an extraterrestrial race known as the Chitauri promises to provide Loki with an army to conquer Earth."
thor,loki,tesseract,Thor transports an imprisoned Loki and the Tesseract to Asgard.,"Loki steals the Tesseract and uses his scepter to enslave Selvig and other agents, including Clint Barton, to aid him."
thor,loki,asgardian justice,Thor transports an imprisoned Loki and the Tesseract to Asgard.,"In Asgard, Loki will face Asgardian justice."
