node_1,node_2,node_3,edge_1,edge_2
lesley,broadway adaptation,riggan thomson,"Lesley, a Broadway newcomer, is involved in the production of the Broadway adaptation.","Riggan Thomson is currently trying to regain recognition by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love""."
mike shiner,broadway adaptation,riggan thomson,"Mike Shiner, Lesley's boyfriend, replaces Ralph in the production of the Broadway adaptation after a light fixture falls onto him.","Riggan Thomson is currently trying to regain recognition by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love""."
preview,broadway adaptation,riggan thomson,The first previews of the Broadway adaptation are disastrous due to Mike Shiner's disruptive behavior.,"Riggan Thomson is currently trying to regain recognition by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love""."
riggan,birdman,riggan thomson,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Riggan Thomson, a faded actor famous for playing Birdman in a film trilogy from 1989 to 1992, is the same person as Birdman."
riggan,birdman,riggan,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.
riggan,birdman,twitter account,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Sam creates a Twitter account for Birdman, which gains a large following due to Riggan's fame as an actor."
sam,riggan,birdman,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.
sam,riggan,birdman voice,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.,Riggan hears and interacts with the Birdman voice throughout the context.
jake,riggan,birdman,Jake persuades Riggan to continue with the play.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.
jake,riggan,birdman voice,Jake persuades Riggan to continue with the play.,Riggan hears and interacts with the Birdman voice throughout the context.
birdman voice,riggan,birdman,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores.",Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.
birdman voice,riggan,birdman voice,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores.",Riggan hears and interacts with the Birdman voice throughout the context.
riggan,birdman voice,riggan,Riggan hears and interacts with the Birdman voice throughout the context.,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores."
birdman,riggan,birdman,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.
birdman,riggan,birdman voice,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.,Riggan hears and interacts with the Birdman voice throughout the context.
