node_1,node_2,node_3,edge_1,edge_2
ofelia,carmen,mandrake root,"mother-daughter relationship, Ofelia completes the first task and gives the mandrake root to Carmen, which seems to ease her illness","Ofelia gives Carmen the mandrake root, which seems to ease her illness"
vidal,mercedes,ofelia,mercedes frees herself and stabs vidal non-lethally in her escape to re-join the maquis. Vidal is taken to be interrogated and locks ofelia in her bedroom while he pursues her as the maquis launch an attack on a civil guard outpost.,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it."
vidal,mercedes,ofelia,mercedes frees herself and stabs vidal non-lethally in her escape to re-join the maquis. Vidal is taken to be interrogated and locks ofelia in her bedroom while he pursues her as the maquis launch an attack on a civil guard outpost.,Mercedes enters the labyrinth and comforts a dying Ofelia.
mercedes,ofelia,carmen,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.","mother-daughter relationship, Ofelia completes the first task and gives the mandrake root to Carmen, which seems to ease her illness"
mercedes,ofelia,faun,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.","the faun, having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it."
mercedes,ofelia,baby,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.",ofelia retrieves the baby and flees into the labyrinth.
mercedes,ofelia,drops of ofelia's blood,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.",Drops of Ofelia's blood fall down the centre of the spiral stone staircase onto an altar.
mercedes,ofelia,golden throne room,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.","Ofelia, well dressed and uninjured, then appears in a golden throne room."
mercedes,ofelia,back in the stone labyrinth,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.","Back in the stone labyrinth, Ofelia smiles as she dies."
ofelia,faun,ofelia,"the faun, having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it.","The faun praises Ofelia for her choice, addressing her as 'Your Highness'."
mercedes,ofelia,carmen,Mercedes enters the labyrinth and comforts a dying Ofelia.,"mother-daughter relationship, Ofelia completes the first task and gives the mandrake root to Carmen, which seems to ease her illness"
mercedes,ofelia,faun,Mercedes enters the labyrinth and comforts a dying Ofelia.,"the faun, having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it."
mercedes,ofelia,baby,Mercedes enters the labyrinth and comforts a dying Ofelia.,ofelia retrieves the baby and flees into the labyrinth.
mercedes,ofelia,drops of ofelia's blood,Mercedes enters the labyrinth and comforts a dying Ofelia.,Drops of Ofelia's blood fall down the centre of the spiral stone staircase onto an altar.
mercedes,ofelia,golden throne room,Mercedes enters the labyrinth and comforts a dying Ofelia.,"Ofelia, well dressed and uninjured, then appears in a golden throne room."
mercedes,ofelia,back in the stone labyrinth,Mercedes enters the labyrinth and comforts a dying Ofelia.,"Back in the stone labyrinth, Ofelia smiles as she dies."
faun,ofelia,carmen,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.","mother-daughter relationship, Ofelia completes the first task and gives the mandrake root to Carmen, which seems to ease her illness"
faun,ofelia,faun,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.","the faun, having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it."
faun,ofelia,baby,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.",ofelia retrieves the baby and flees into the labyrinth.
faun,ofelia,drops of ofelia's blood,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.",Drops of Ofelia's blood fall down the centre of the spiral stone staircase onto an altar.
faun,ofelia,golden throne room,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.","Ofelia, well dressed and uninjured, then appears in a golden throne room."
faun,ofelia,back in the stone labyrinth,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.","Back in the stone labyrinth, Ofelia smiles as she dies."
queen of the underworld,ofelia,carmen,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.","mother-daughter relationship, Ofelia completes the first task and gives the mandrake root to Carmen, which seems to ease her illness"
queen of the underworld,ofelia,faun,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.","the faun, having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it."
queen of the underworld,ofelia,baby,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.",ofelia retrieves the baby and flees into the labyrinth.
queen of the underworld,ofelia,drops of ofelia's blood,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.",Drops of Ofelia's blood fall down the centre of the spiral stone staircase onto an altar.
queen of the underworld,ofelia,golden throne room,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.","Ofelia, well dressed and uninjured, then appears in a golden throne room."
queen of the underworld,ofelia,back in the stone labyrinth,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.","Back in the stone labyrinth, Ofelia smiles as she dies."
