node_1,node_2,node_3,edge_1,edge_2
platt,solomon northup,edwin epps,"Slave trader Theophilus Freeman gave Solomon Northup the identity of 'Platt', a runaway slave from Georgia, to hide his true identity.","Solomon Northup was sold to plantation owner Edwin Epps, who was abusive and sadistic towards him."
theophilus freeman,solomon northup,edwin epps,"Slave trader Theophilus Freeman sold Solomon Northup to plantation owner William Ford after drugging him and delivering him to James H. Birch, the owner of a slave pen.","Solomon Northup was sold to plantation owner Edwin Epps, who was abusive and sadistic towards him."
william ford,solomon northup,edwin epps,"Plantation owner William Ford took a liking to Solomon Northup and gave him a violin, but eventually sold him to plantation owner Edwin Epps.","Solomon Northup was sold to plantation owner Edwin Epps, who was abusive and sadistic towards him."
john tibeats,solomon northup,edwin epps,Tensions between Solomon Northup and plantation carpenter John Tibeats broke when Northup defended himself from Tibeats's violent beatings.,"Solomon Northup was sold to plantation owner Edwin Epps, who was abusive and sadistic towards him."
epps,northup,ford,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.","Northup attempts to explain his situation, but Ford sells him to plantation owner Edwin Epps."
epps,northup,epps,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.","Epps questions and threatens Northup, but Northup convinces him that Armsby is lying. Northup burns the letter."
epps,northup,patsey,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.","Northup destroys his violin after Epps orders him to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death."
epps,northup,local sheriff,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.","Northup recognizes the local sheriff as Mr. Parker, a shopkeeper he knew in New York."
epps,northup,epps,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.",Northup bids farewell to Patsey and rides off to his freedom. Epps furiously protests and tries to prevent Northup from leaving but is rebuffed.
epps,northup,patsey,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.",Northup bids farewell to Patsey as he leaves for his freedom.
epps,northup,brown,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.",Northup's unsuccessful lawsuits against Brown
epps,northup,hamilton,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.",Northup's unsuccessful lawsuits against Hamilton
epps,northup,birch,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.",Northup's unsuccessful lawsuits against Birch
epps,northup,twelve years a slave,"Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker.","Northup's 1853 publication of his slave narrative memoir, Twelve Years a Slave."
patsey,epps,northup,"Epps regularly rapes Patsey, and his jealous wife abuses her.","Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker."
patsey,epps,patsey,"Epps regularly rapes Patsey, and his jealous wife abuses her.","Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any."
patsey,epps,patsey,"Epps regularly rapes Patsey, and his jealous wife abuses her.",Epps owns Patsey as a slave.
turner,northup,ford,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,"Northup attempts to explain his situation, but Ford sells him to plantation owner Edwin Epps."
turner,northup,epps,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,"Epps questions and threatens Northup, but Northup convinces him that Armsby is lying. Northup burns the letter."
turner,northup,patsey,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,"Northup destroys his violin after Epps orders him to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death."
turner,northup,local sheriff,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,"Northup recognizes the local sheriff as Mr. Parker, a shopkeeper he knew in New York."
turner,northup,epps,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,Northup bids farewell to Patsey and rides off to his freedom. Epps furiously protests and tries to prevent Northup from leaving but is rebuffed.
turner,northup,patsey,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,Northup bids farewell to Patsey as he leaves for his freedom.
turner,northup,brown,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,Northup's unsuccessful lawsuits against Brown
turner,northup,hamilton,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,Northup's unsuccessful lawsuits against Hamilton
turner,northup,birch,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,Northup's unsuccessful lawsuits against Birch
turner,northup,twelve years a slave,Turner favors Northup and allows him to fiddle at a celebration and keep his earnings.,"Northup's 1853 publication of his slave narrative memoir, Twelve Years a Slave."
armsby,northup,ford,White field hand and former overseer Armsby takes Northup's money but betrays him.,"Northup attempts to explain his situation, but Ford sells him to plantation owner Edwin Epps."
armsby,northup,epps,White field hand and former overseer Armsby takes Northup's money but betrays him.,"Epps questions and threatens Northup, but Northup convinces him that Armsby is lying. Northup burns the letter."
armsby,northup,patsey,White field hand and former overseer Armsby takes Northup's money but betrays him.,"Northup destroys his violin after Epps orders him to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death."
armsby,northup,local sheriff,White field hand and former overseer Armsby takes Northup's money but betrays him.,"Northup recognizes the local sheriff as Mr. Parker, a shopkeeper he knew in New York."
armsby,northup,epps,White field hand and former overseer Armsby takes Northup's money but betrays him.,Northup bids farewell to Patsey and rides off to his freedom. Epps furiously protests and tries to prevent Northup from leaving but is rebuffed.
armsby,northup,patsey,White field hand and former overseer Armsby takes Northup's money but betrays him.,Northup bids farewell to Patsey as he leaves for his freedom.
armsby,northup,brown,White field hand and former overseer Armsby takes Northup's money but betrays him.,Northup's unsuccessful lawsuits against Brown
armsby,northup,hamilton,White field hand and former overseer Armsby takes Northup's money but betrays him.,Northup's unsuccessful lawsuits against Hamilton
armsby,northup,birch,White field hand and former overseer Armsby takes Northup's money but betrays him.,Northup's unsuccessful lawsuits against Birch
armsby,northup,twelve years a slave,White field hand and former overseer Armsby takes Northup's money but betrays him.,"Northup's 1853 publication of his slave narrative memoir, Twelve Years a Slave."
epps,patsey,epps,"Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any.","Epps regularly rapes Patsey, and his jealous wife abuses her."
northup,epps,northup,"Epps questions and threatens Northup, but Northup convinces him that Armsby is lying. Northup burns the letter.","Epps, unlike Ford, is abusive and sadistic to his slaves. Northup meets Patsey, a favored slave and Epps' top cotton picker."
northup,epps,patsey,"Epps questions and threatens Northup, but Northup convinces him that Armsby is lying. Northup burns the letter.","Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any."
