node_1,node_2,node_3,edge_1,edge_2
édith piaf,ally,rez,"Inspiration for Ally's music career, as she mentions Édith Piaf during a conversation with Jack.","Rez offers Ally a contract and refocuses her away from country music towards pop music, causing some initial visible distress in Ally but later support from Jack."
édith piaf,ally,new image and music,"Inspiration for Ally's music career, as she mentions Édith Piaf during a conversation with Jack.","Jack criticizes Ally's new image and music, as her success appears to be outpacing his recent decline in popularity during their argument."
édith piaf,ally,european tour,"Inspiration for Ally's music career, as she mentions Édith Piaf during a conversation with Jack.","Ally asks Rez to bring Jack on her European tour, but Rez refuses, prompting Ally to cancel the remainder of the tour."
édith piaf,ally,record label,"Inspiration for Ally's music career, as she mentions Édith Piaf during a conversation with Jack.","Ally lies to Jack and tells him that her record label has canceled her tour, so she can focus on her second album."
édith piaf,ally,tribute,"Inspiration for Ally's music career, as she mentions Édith Piaf during a conversation with Jack.","After Jack's suicide, Ally sings a song about her love for Jack as a tribute to him, introducing herself for the first time as Ally Maine."
ally,rez,jack,"Rez offers Ally a contract and refocuses her away from country music towards pop music, causing some initial visible distress in Ally but later support from Jack.",Rez confronts Jack and accuses him of nearly ruining Ally's career.
ally,rez,embarrassing,"Rez offers Ally a contract and refocuses her away from country music towards pop music, causing some initial visible distress in Ally but later support from Jack.",Rez states that it is 'embarrassing' that she is married to Jack and how he will certainly relapse again.
lorenzo,jack,roy orbison,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,A still-inebriated Jack performs a tribute to Roy Orbison at the Grammy Awards.
lorenzo,jack,hearing problems,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,Jack mentions having hearing problems due to something during his rehab stay.
lorenzo,jack,suicide,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,"two months prior, Jack discloses to his counselor that he tried to commit suicide at age 12. Jack ultimately hangs himself in their garage."
lorenzo,jack,hearing problems,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,Jack mentions to his counselor that he has hearing problems due to progressively worsening tinnitus.
lorenzo,jack,tearfully apologizes,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,Jack tearfully apologizes to Ally for his behavior.
lorenzo,jack,concert,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,"Jack promises he will come to Ally's concert that night, but after Ally leaves, he hangs himself in their garage."
lorenzo,jack,song,Lorenzo berates a still-inebriated and semi-conscious Jack during Ally's Grammy Awards acceptance speech.,"A flashback reveals Jack working on a song about his love for Ally, which he never finished writing."
rez,jack,roy orbison,Rez confronts Jack and accuses him of nearly ruining Ally's career.,A still-inebriated Jack performs a tribute to Roy Orbison at the Grammy Awards.
rez,jack,hearing problems,Rez confronts Jack and accuses him of nearly ruining Ally's career.,Jack mentions having hearing problems due to something during his rehab stay.
rez,jack,suicide,Rez confronts Jack and accuses him of nearly ruining Ally's career.,"two months prior, Jack discloses to his counselor that he tried to commit suicide at age 12. Jack ultimately hangs himself in their garage."
rez,jack,hearing problems,Rez confronts Jack and accuses him of nearly ruining Ally's career.,Jack mentions to his counselor that he has hearing problems due to progressively worsening tinnitus.
rez,jack,tearfully apologizes,Rez confronts Jack and accuses him of nearly ruining Ally's career.,Jack tearfully apologizes to Ally for his behavior.
rez,jack,concert,Rez confronts Jack and accuses him of nearly ruining Ally's career.,"Jack promises he will come to Ally's concert that night, but after Ally leaves, he hangs himself in their garage."
rez,jack,song,Rez confronts Jack and accuses him of nearly ruining Ally's career.,"A flashback reveals Jack working on a song about his love for Ally, which he never finished writing."
