node_1,node_2,node_3,edge_1,edge_2
rocket,groot,group,Rocket and Groot are a pair of bounty hunters who help Peter Quill and his group escape from prison in Kyln.,Groot sacrifices himself to shield the group.
nebula,ronan,thanos,Nebula allies with Ronan.,Ronan threatens to kill Thanos after first destroying Xandar.
nebula,ronan,nova corps fleet,Nebula allies with Ronan.,Ronan uses his empowered warhammer to destroy the Nova Corps fleet.
nebula,ronan,warhammer,Nebula allies with Ronan.,Drax and Rocket destroy Ronan's warhammer.
gamora's adoptive father,gamora,nebula,"Gamora's betrayal is discussed by Gamora's adoptive father, Thanos.","Gamora defeats Nebula, who escapes."
gamora,nebula,ronan,"Gamora defeats Nebula, who escapes.",Nebula allies with Ronan.
quill,ronan,thanos,"Quill distracts Ronan, allowing Drax and Rocket to destroy Ronan's warhammer.",Ronan threatens to kill Thanos after first destroying Xandar.
quill,ronan,nova corps fleet,"Quill distracts Ronan, allowing Drax and Rocket to destroy Ronan's warhammer.",Ronan uses his empowered warhammer to destroy the Nova Corps fleet.
quill,ronan,warhammer,"Quill distracts Ronan, allowing Drax and Rocket to destroy Ronan's warhammer.",Drax and Rocket destroy Ronan's warhammer.
sapling,groot,group,"A potted sapling cut from Groot, which grows into a baby version of him.",Groot sacrifices himself to shield the group.
