node_1,node_2,node_3,edge_1,edge_2
irrfan khan,saurabh shukla,police constable srinivas,"In this movie, Irrfan Khan played the role of Police Inspector and Saurabh Shukla played the role of Police Constable Srinivas. Both characters work in the police department.",Saurabh Shukla portrays Police Constable Srinivas.
irrfan khan,mahesh manjrekar,javed khan,"In this movie, Irrfan Khan played the role of Police Inspector and Mahesh Manjrekar played the role of Javed Khan, who is a crime boss. The characters of both the actors are related as Javed Khan is an important criminal and the police department is constantly keeping a watch on him.","Mahesh Manjrekar portrays Javed Khan, the crime boss."
ankur vikal,mahesh manjrekar,javed khan,"In this movie, Ankur Vikal played the role of Maman, who is a rival crime boss and child kidnapper. Maman's character is related to Javed Khan, played by Mahesh Manjrekar, as both are criminal leaders in different groups.","Mahesh Manjrekar portrays Javed Khan, the crime boss."
rajendranath zutshi,irrfan khan,police inspector,"In this movie, Rajendranath Zutshi played the role of Millionaire show producer and Irrfan Khan played the role of Police Inspector. The characters are related as the police department sometimes works in collaboration with wealthy individuals to catch criminals.",Irrfan Khan portrays the Police Inspector.
rajendranath zutshi,irrfan khan,saurabh shukla,"In this movie, Rajendranath Zutshi played the role of Millionaire show producer and Irrfan Khan played the role of Police Inspector. The characters are related as the police department sometimes works in collaboration with wealthy individuals to catch criminals.","In this movie, Irrfan Khan played the role of Police Inspector and Saurabh Shukla played the role of Police Constable Srinivas. Both characters work in the police department."
rajendranath zutshi,irrfan khan,mahesh manjrekar,"In this movie, Rajendranath Zutshi played the role of Millionaire show producer and Irrfan Khan played the role of Police Inspector. The characters are related as the police department sometimes works in collaboration with wealthy individuals to catch criminals.","In this movie, Irrfan Khan played the role of Police Inspector and Mahesh Manjrekar played the role of Javed Khan, who is a crime boss. The characters of both the actors are related as Javed Khan is an important criminal and the police department is constantly keeping a watch on him."
mia drake inderbitzin,irrfan khan,police inspector,"In this movie, Mia Drake Inderbitzin played the role of Adele, an American tourist and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target tourists for their nefarious activities.",Irrfan Khan portrays the Police Inspector.
mia drake inderbitzin,irrfan khan,saurabh shukla,"In this movie, Mia Drake Inderbitzin played the role of Adele, an American tourist and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target tourists for their nefarious activities.","In this movie, Irrfan Khan played the role of Police Inspector and Saurabh Shukla played the role of Police Constable Srinivas. Both characters work in the police department."
mia drake inderbitzin,irrfan khan,mahesh manjrekar,"In this movie, Mia Drake Inderbitzin played the role of Adele, an American tourist and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target tourists for their nefarious activities.","In this movie, Irrfan Khan played the role of Police Inspector and Mahesh Manjrekar played the role of Javed Khan, who is a crime boss. The characters of both the actors are related as Javed Khan is an important criminal and the police department is constantly keeping a watch on him."
siddhesh patil,irrfan khan,police inspector,"In this movie, Siddhesh Patil played the role of Arvind, blind beggar and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target helpless people like blind beggars.",Irrfan Khan portrays the Police Inspector.
siddhesh patil,irrfan khan,saurabh shukla,"In this movie, Siddhesh Patil played the role of Arvind, blind beggar and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target helpless people like blind beggars.","In this movie, Irrfan Khan played the role of Police Inspector and Saurabh Shukla played the role of Police Constable Srinivas. Both characters work in the police department."
siddhesh patil,irrfan khan,mahesh manjrekar,"In this movie, Siddhesh Patil played the role of Arvind, blind beggar and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target helpless people like blind beggars.","In this movie, Irrfan Khan played the role of Police Inspector and Mahesh Manjrekar played the role of Javed Khan, who is a crime boss. The characters of both the actors are related as Javed Khan is an important criminal and the police department is constantly keeping a watch on him."
shruti seth,irrfan khan,police inspector,"In this movie, Shruti Seth played the role of Call Center Instructor and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target call center employees for their nefarious activities.",Irrfan Khan portrays the Police Inspector.
shruti seth,irrfan khan,saurabh shukla,"In this movie, Shruti Seth played the role of Call Center Instructor and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target call center employees for their nefarious activities.","In this movie, Irrfan Khan played the role of Police Inspector and Saurabh Shukla played the role of Police Constable Srinivas. Both characters work in the police department."
shruti seth,irrfan khan,mahesh manjrekar,"In this movie, Shruti Seth played the role of Call Center Instructor and Irrfan Khan played the role of Police Inspector. The characters are related as sometimes criminals target call center employees for their nefarious activities.","In this movie, Irrfan Khan played the role of Police Inspector and Mahesh Manjrekar played the role of Javed Khan, who is a crime boss. The characters of both the actors are related as Javed Khan is an important criminal and the police department is constantly keeping a watch on him."
