node_1,node_2,node_3,edge_1,edge_2
buddy pine,bomb voyage,movie's plot,"Bomb Voyage clips a bomb onto Buddy Pine's cape, which results in collateral damage",Bomb Voyage robs a building that is being discussed in the Movie's Plot
bob,mirage,syndrome,Mirage secretly offers Bob a mission to subdue a giant robot on Nomanisan island.,"Mirage is working for Syndrome, now calling himself 'Syndrome' after being embittered by Bob's rejection."
mirage,syndrome,weapons,"Mirage is working for Syndrome, now calling himself 'Syndrome' after being embittered by Bob's rejection.",Syndrome has become wealthy by inventing weapons that mimic superpowers.
mirage,syndrome,omnidroid,"Mirage is working for Syndrome, now calling himself 'Syndrome' after being embittered by Bob's rejection.","Syndrome follows the Omnidroid to Metroville, but the Omnidroid disarms Syndrome and subsequently knocks him out."
buddy,syndrome,weapons,Buddy is now calling himself 'Syndrome'.,Syndrome has become wealthy by inventing weapons that mimic superpowers.
buddy,syndrome,omnidroid,Buddy is now calling himself 'Syndrome'.,"Syndrome follows the Omnidroid to Metroville, but the Omnidroid disarms Syndrome and subsequently knocks him out."
jack-jack,syndrome,weapons,"Syndrome abducts Jack-Jack to raise as a sidekick, but Jack-Jack's superpowers manifest and he escapes Syndrome's hold.",Syndrome has become wealthy by inventing weapons that mimic superpowers.
jack-jack,syndrome,omnidroid,"Syndrome abducts Jack-Jack to raise as a sidekick, but Jack-Jack's superpowers manifest and he escapes Syndrome's hold.","Syndrome follows the Omnidroid to Metroville, but the Omnidroid disarms Syndrome and subsequently knocks him out."
helen,bob,mirage,Helen rescues the falling baby (Jack-Jack) while Bob throws his car at Syndrome's plane to pull him into one of its engines.,Mirage secretly offers Bob a mission to subdue a giant robot on Nomanisan island.
syndrome,omnidroid,nomanisan island,"Syndrome follows the Omnidroid to Metroville, but the Omnidroid disarms Syndrome and subsequently knocks him out.",The giant 'Omnidroid' robot is loose on Nomanisan island.
