node_1,node_2,node_3,edge_1,edge_2
barbie,barbieland,barbie,"Barbie is a resident of Barbieland, a society populated by Barbie and Ken dolls.",Barbie travels to Barbieland with Mattel executives in pursuit.
mattel,barbie,barbieland,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","Barbie is a resident of Barbieland, a society populated by Barbie and Ken dolls."
mattel,barbie,kens,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","In Barbieland, the Kens spend their days playing at the beach while the Barbies hold prestigious jobs in various fields."
mattel,barbie,sasha,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","Barbie travels to the real world to find her owner, a teenage girl named Sasha."
mattel,barbie,venice beach,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.",Barbie travels to Venice Beach in the real world.
mattel,barbie,real world,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.",Barbie punches a man who gropes her in the real world.
mattel,barbie,sasha,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","Barbie tracks down her owner, a teenage girl named Sasha, who criticizes Barbie for encouraging unrealistic beauty standards."
mattel,barbie,gloria,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","Distraught, Barbie discovers that Gloria, a Mattel employee and Sasha's mother, inadvertently caused Barbie's existential crisis after starting to play with Sasha's old Barbie dolls."
mattel,barbie,gloria,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.",Gloria expresses her frustration with the conflicting standards women are forced to follow in the real world. Gloria's speech restores Barbie's confidence.
mattel,barbie,kens,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","In the past, Barbie and Ken oppressed Kens in their society. Having experienced systemic oppression themselves, they resolve to rectify the faults of their previous society by emphasizing better treatment of outcasts."
mattel,barbie,ruth handler,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","Barbie meets with the spirit of Ruth Handler, Mattel co-founder and creator of the Barbie doll. Ruth explains that Barbie's story has no set ending and her ever-evolving history surpasses her roots."
mattel,barbie,barbara handler,"Mattel attempts to put Barbie in a toy box for remanufacturing, but she escapes with Gloria and Sasha's help.","Barbie decides to become human again and return to the real world, now going by the name 'Barbara Handler'"
barbieland,barbie,barbieland,Barbie travels to Barbieland with Mattel executives in pursuit.,"Barbie is a resident of Barbieland, a society populated by Barbie and Ken dolls."
barbieland,barbie,kens,Barbie travels to Barbieland with Mattel executives in pursuit.,"In Barbieland, the Kens spend their days playing at the beach while the Barbies hold prestigious jobs in various fields."
barbieland,barbie,sasha,Barbie travels to Barbieland with Mattel executives in pursuit.,"Barbie travels to the real world to find her owner, a teenage girl named Sasha."
barbieland,barbie,venice beach,Barbie travels to Barbieland with Mattel executives in pursuit.,Barbie travels to Venice Beach in the real world.
barbieland,barbie,real world,Barbie travels to Barbieland with Mattel executives in pursuit.,Barbie punches a man who gropes her in the real world.
barbieland,barbie,sasha,Barbie travels to Barbieland with Mattel executives in pursuit.,"Barbie tracks down her owner, a teenage girl named Sasha, who criticizes Barbie for encouraging unrealistic beauty standards."
barbieland,barbie,gloria,Barbie travels to Barbieland with Mattel executives in pursuit.,"Distraught, Barbie discovers that Gloria, a Mattel employee and Sasha's mother, inadvertently caused Barbie's existential crisis after starting to play with Sasha's old Barbie dolls."
barbieland,barbie,gloria,Barbie travels to Barbieland with Mattel executives in pursuit.,Gloria expresses her frustration with the conflicting standards women are forced to follow in the real world. Gloria's speech restores Barbie's confidence.
barbieland,barbie,kens,Barbie travels to Barbieland with Mattel executives in pursuit.,"In the past, Barbie and Ken oppressed Kens in their society. Having experienced systemic oppression themselves, they resolve to rectify the faults of their previous society by emphasizing better treatment of outcasts."
barbieland,barbie,ruth handler,Barbie travels to Barbieland with Mattel executives in pursuit.,"Barbie meets with the spirit of Ruth Handler, Mattel co-founder and creator of the Barbie doll. Ruth explains that Barbie's story has no set ending and her ever-evolving history surpasses her roots."
barbieland,barbie,barbara handler,Barbie travels to Barbieland with Mattel executives in pursuit.,"Barbie decides to become human again and return to the real world, now going by the name 'Barbara Handler'"
ken,barbies,sasha,"The Kens begin to indoctrinate the Barbies into submissive roles, such as agreeable girlfriends, housewives, and maids.","With the assistance of Sasha, Weird Barbie, Allan, and the discontinued dolls, Gloria uses her knowledge from the real world to deprogram the Barbies from their indoctrination."
ken,barbies,kens,"The Kens begin to indoctrinate the Barbies into submissive roles, such as agreeable girlfriends, housewives, and maids.","The Barbies then manipulate the Kens into fighting among themselves, which distracts them from enshrining male superiority into Barbieland's constitution, allowing the Barbies to regain power."
