node_1,node_2,node_3,edge_1,edge_2
dimitrios,bond,le chiffre,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami.","Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients."
dimitrios,bond,vesper lynd,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami.","Bond is paired with Vesper Lynd, a British Treasury agent overseeing the $10 million buy-in."
dimitrios,bond,mathis,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami.","Bond has Mathis arrested, believing that he had tipped off Le Chiffre."
dimitrios,bond,vesper,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami.","Bond falls in love with Vesper and resigns from MI6, and the couple sail to Venice."
dimitrios,bond,m,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami.","M reveals that his winnings were never transferred to the British treasury, Bond realizes that Vesper has betrayed him."
dimitrios,bond,white,"In a poker game, Bond wins Dimitrios's vintage Aston Martin in Miami.","Bond shoots White in the leg and introduces himself: ""The name's Bond, James Bond"""
bond,le chiffre,lord's resistance army,"Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients.","Mr. White introduces Steven Obanno, a high-ranking member of the Lord's Resistance Army, to Le Chiffre in Uganda."
bond,le chiffre,skyfleet,"Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients.","Using knowledge of his upcoming terrorist attack on aerospace manufacturer Skyfleet, Le Chiffre shorts the company's stock."
bond,le chiffre,skyfleet,"Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients.","With the Skyfleet stock secure, Le Chiffre recovers his client's money."
bond,le chiffre,valenka,"Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients.",Le Chiffre's lover Valenka poisons Bond but Vesper rescues him.
bond,le chiffre,cia agent felix leiter,"Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients.",Fellow player and CIA agent Felix Leiter stakes Bond the money to let the CIA take Le Chiffre into custody.
bond,vesper,bond,"Bond falls in love with Vesper and resigns from MI6, and the couple sail to Venice.","Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre."
bond,vesper,m,"Bond falls in love with Vesper and resigns from MI6, and the couple sail to Venice.",the organization behind Le Chiffre threatened to kill Vesper's lover unless she became a double agent.
vesper,bond,le chiffre,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre.","Le Chiffre organizes a Texas hold 'em tournament at the Casino Royale in Montenegro and Bond is sent by MI6 to play against him, believing a defeat will force Le Chiffre to seek asylum with the British government in exchange for information on his clients."
vesper,bond,vesper lynd,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre.","Bond is paired with Vesper Lynd, a British Treasury agent overseeing the $10 million buy-in."
vesper,bond,mathis,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre.","Bond has Mathis arrested, believing that he had tipped off Le Chiffre."
vesper,bond,vesper,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre.","Bond falls in love with Vesper and resigns from MI6, and the couple sail to Venice."
vesper,bond,m,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre.","M reveals that his winnings were never transferred to the British treasury, Bond realizes that Vesper has betrayed him."
vesper,bond,white,"Bond awakens in hospital and recovers with Vesper. He has Mathis arrested, believing that he had tipped off Le Chiffre.","Bond shoots White in the leg and introduces himself: ""The name's Bond, James Bond"""
