node_1,node_2,node_3,edge_1,edge_2
joker,batman,rachel dawes,"The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's true identity, Bruce Wayne, publicly supports Dent as Gotham's legitimate protector, as Wayne believes Dent's success will allow Batman to retire, allowing him to romantically pursue his childhood friend Rachel Dawes, despite her relationship with Dent."
joker,batman,joker,"The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him."
batman,joker,mafia-owned bank,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
batman,joker,crime families,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
batman,joker,high-profile targets involved in the trial,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
batman,joker,batman,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
dent,joker,mafia-owned bank,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
dent,joker,crime families,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
dent,joker,high-profile targets involved in the trial,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
dent,joker,batman,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
rachel,joker,mafia-owned bank,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
rachel,joker,crime families,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
rachel,joker,high-profile targets involved in the trial,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
rachel,joker,batman,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
dent,rachel,joker,Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker."
dent,rachel,wayne,Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"Rachel chooses Dent over Wayne, as revealed in an undelivered letter burned by Pennyworth."
