Question,Answer
"Is Nicolas Cage not part of the cast in the movie ""Ghost Rider Spirit of Vengeance 2012""?",no
"Does Nicolas Cage play the character of Johnny Blaze/Ghost Rider in the movie ""Ghost Rider Spirit of Vengeance 2012""?",yes
"""Did Matt Long continue to play the role of young Johnny Blaze in the movie 'Ghost Rider Spirit of Vengeance 2012'?""",no
"""Was Matt Long replaced by Johnny Whitworth for the role of young Johnny Blaze in the movie 'Ghost Rider Spirit of Vengeance 2012'?""",yes
"""In the movie 'Ghost Rider Spirit of Vengeance 2012', is Fergus Riordan cast as the character Johnny Blaze?""",no
"""Does Fergus Riordan play the role of Danny Ketch in the movie 'Ghost Rider Spirit of Vengeance 2012'?""",yes
"""In the movie 'Ghost Rider Spirit of Vengeance 2012', does Violante Placido portray a character named Nadya Ketch who is unrelated to Danny and Ray?""",no
"""In 'Ghost Rider Spirit of Vengeance 2012', does Violante Placido play the role of Nadya Ketch, who helps Johnny stop Mephisto from taking over Danny's body?""",yes
"[""Did Idris Elba play a character named Moreau in 'Ghost Rider Spirit of Vengeance 2012' who was based on an existing comic character?""]",no
"[""In the movie 'Ghost Rider Spirit of Vengeance 2012', did Idris Elba play a character named Moreau who was a French member of a secret religious organization?""]",yes
"""Does Christopher Lambert portray a character named Methodius in the movie 'Ghost Rider Spirit of Vengeance 2012'?""",yes
"""In the movie 'Ghost Rider Spirit of Vengeance 2012', is Christopher Lambert's character named 'Methodius' a superhero?""",no
"""In the movie 'Ghost Rider Spirit of Vengeance 2012', does Anthony Head play the role of a junior monk named Benedict?""",no
"""In the movie 'Ghost Rider Spirit of Vengeance 2012', is Anthony Head cast as a senior monk named Benedict, who is present at the castle where Nadya and Danny are hiding at the start of the film?""",yes
"[""Is Vincent Regan not a part of the cast in the movie 'Ghost Rider Spirit of Vengeance 2012'?""]",no
"[""Does Vincent Regan play the role of Toma Nikasevic, an arms dealer, in the movie 'Ghost Rider Spirit of Vengeance 2012'?""]",yes
