Question,Answer
"""In the 2017 movie 'The Mummy', did princess Ahmanet make a deal with the deity Set to gain angelic powers?""",no
"""In the 2017 movie 'The Mummy', was princess Ahmanet mummified alive by Egyptian priests for her crimes?""",yes
"[""Did the movie 'The Mummy', released in 2017, feature a scene where Ahmanet's sarcophagus was transported to Britain?""]",yes
"[""In the 2017 movie 'The Mummy', was Ahmanet's sarcophagus discovered in Britain without any human intervention?""]",no
"""In the 2017 movie 'The Mummy', did Dr. Henry Jekyll not participate in the operation to discover the tomb of a crusader knight who was buried with an Egyptian ruby in present-day London?""",no
"""In the 2017 movie 'The Mummy', was Dr. Henry Jekyll involved in the operation to discover the tomb of a crusader knight who was buried with an Egyptian ruby in present-day London?""",yes
"""In the 2017 movie 'The Mummy', did Ahmanet successfully stop Set from taking over Nick's body?""",no
"""In 'The Mummy' released in 2017, does Nick use Set's powers to kill Ahmanet?""",yes
"[""In the 2017 movie 'The Mummy', did Set fail to possess Nick after he stabbed himself with the dagger?""]",no
"[""In 'The Mummy' released in 2017, does Set allow Nick to regain control after he remembers Jenny and Jekyll's words?""]",yes
"""In the 2017 movie 'The Mummy', did Ahmanet succeed in stopping Set from taking over Nick's body after he stabs himself with the dagger?""",no
"""In 'The Mummy' released in 2017, does Nick resurrect Ahmanet and then seal her back in her sarcophagus?""",yes
"[""In the 2017 movie 'The Mummy', did Jenny die without being resurrected by Nick?""]",no
"[""In 'The Mummy', released in 2017, did Nick use Set's powers to kill Ahmanet and resurrect Jenny?""]",yes
"""In the 2017 movie 'The Mummy', did Nick ignore Jekyll's words before using Set's powers to extract Ahmanet's life force?""",no
"""In the 2017 movie 'The Mummy', does Nick end up fused with Set, leading Jenny and Jekyll to wonder whether he will use his powers for good?""",yes
"[""In the 2017 movie 'The Mummy', does Chris die and get resurrected by Nick during their adventure to find a cure for the curse?""]",yes
"[""In the 2017 movie 'The Mummy', does Chris manage to remove the curse without Nick's help?""]",no
