Question,Answer
"[""Does Reed escape from Area 57 without any help in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', is Reed brought to Area 57 by the United States military with Sue's help?""]",yes
"[""In the movie 'Fantastic Four 2015', does Reed escape from Ben without being captured?""]",no
"[""In the plot of 'Fantastic Four 2015', does Ben capture Reed with Sue's help?""]",yes
"[""Did Sue hinder the United States military in capturing Reed in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', did Sue assist in finding Reed and help the United States military in capturing him?""]",yes
"[""Does Reed ignore Doom's return to Planet Zero in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', do Ben, Johnny, Reed, and Sue pursue Doom who has returned to Planet Zero using the Quantum Gate?""]",yes
"""In the plot of 'Fantastic Four 2015', did Dr. Allen refuse to provide resources to Reed for finding a cure?""",no
"""In 'Fantastic Four 2015', does Dr. Allen conscript Reed into rebuilding the Quantum Gate in exchange for giving him resources to find a cure?""",yes
"[""Did Doom (Victor) spare Professor Storm in the movie Fantastic Four 2015?""]",no
"[""In the movie Fantastic Four 2015, did Doom (Victor) kill Professor Storm?""]",yes
"[""Does Johnny refuse to wear the specialized suit provided by the United States military in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', does the United States military outfit Johnny with a specialized suit to help control his abilities?""]",yes
"[""Does Sue leave Reed alone after he escapes from the government facility in the movie 'Fantastic Four 2015'?""]",no
"[""Does Sue assist in finding Reed after his escape from the government facility in the movie 'Fantastic Four 2015'?""]",yes
"[""Does Victor in 'Fantastic Four 2015' lose his telekinetic abilities due to being fused to his spacesuit?""]",no
"[""Does Victor in 'Fantastic Four 2015' gain telekinetic abilities due to being fused to his spacesuit?""]",yes
"[""Does Victor, also known as Doom, use a time machine to activate a portal on Planet Zero in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', does Victor, also known as Doom, use the Quantum Gate to activate a portal on Planet Zero?""]",yes
"[""Did Victor create a structure from the rock formations in Mars in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', does Victor create a structure from the rock formations in Planet Zero?""]",yes
"[""Did Ben get disintegrated by Doom's punch in the movie 'Fantastic Four 2015'?""]",no
"[""In the movie 'Fantastic Four 2015', did Ben punch Doom into the portal's energy beam?""]",yes
